Vendor_ID,Orders,Late_Orders,Late_Rate_Pct,Avg_Delay_Days,Vendor_Name,Vendor_Category,Vendor_Tier,Reliability_Score
VND00194,35,13.0,38.24,4.91,Vendor_0194,Raw Material,Tier 2,74.3
VND00289,47,17.0,37.78,4.69,Vendor_0289,Logistics,Tier 3,50.1
VND00237,53,18.0,37.5,3.58,Vendor_0237,Machinery,Tier 3,49.7
VND00702,52,18.0,37.5,5.19,Vendor_0702,Chemicals,Tier 3,33.6
VND00222,38,13.0,37.14,4.97,Vendor_0222,Logistics,Tier 2,69.8
VND00843,56,20.0,36.36,4.8,Vendor_0843,IT Services,Tier 3,42.5
VND00055,41,14.0,35.9,5.49,Vendor_0055,Electronics,Tier 2,71.9
VND00720,54,17.0,34.0,4.34,Vendor_0720,IT Services,Tier 1,81.2
VND00277,39,13.0,33.33,3.03,Vendor_0277,Electronics,Tier 1,85.9
VND00139,45,14.0,31.82,3.66,Vendor_0139,Textiles,Tier 3,55.5
VND00412,46,13.0,31.71,2.95,Vendor_0412,Machinery,Tier 1,96.5
VND00736,46,13.0,30.95,4.26,Vendor_0736,Unknown,Tier 1,91.4
