PO_ID,Vendor_ID,Product_Category,Product_SKU,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Unit_Price_INR,Total_Order_Value,Order_Status,Warehouse_ID,Delivery_Delay_Days,Late_Delivery,Order_Month,Order_Quarter
PO0012186,VND00793,Textiles,SKU2948,2024-10-02,2024-10-15,2024-10-15,422,223.7,94401.4,Received,WH09,0,0,2024-10,2024Q4
PO0015906,VND00210,Textiles,SKU4156,2023-12-30,2024-01-11,2024-01-11,3816,3035.25,11582514.0,In Transit,WH02,0,0,2023-12,2023Q4
PO0024613,VND00182,Textiles,SKU4187,2024-04-30,2024-05-23,2024-05-28,4335,2697.75,11694746.25,Received,WH06,5,1,2024-04,2024Q2
PO0011783,VND00944,Chemicals,SKU5787,2022-04-20,2022-04-26,2022-04-23,2766,2156.14,5963883.24,Partially Received,WH04,-3,0,2022-04,2022Q2
PO0025068,VND00683,Chemicals,SKU4664,2024-12-26,2025-01-18,2025-02-02,3182,1801.37,5731959.34,In Transit,WH07,15,1,2024-12,2024Q4
PO0008591,VND00726,Raw Material,SKU2838,2021-07-08,2021-07-27,2021-07-29,3359,2040.21,6853065.39,In Transit,WH05,2,1,2021-07,2021Q3
PO0019192,VND00195,Electronics,SKU2864,2021-07-04,2021-07-30,2021-08-04,4361,1460.55,6369458.55,Pending,WH01,5,1,2021-07,2021Q3
PO0020923,VND00338,Chemicals,SKU2483,2023-12-06,2023-12-21,2023-12-21,2529,2094.25,5296358.25,Cancelled,WH02,0,0,2023-12,2023Q4
PO0047543,VND00496,Machinery,SKU3194,2023-01-13,2023-01-27,2023-01-24,506,765.52,387353.12,In Transit,WH06,-3,0,2023-01,2023Q1
PO0032115,VND00349,Electronics,SKU1371,2021-12-28,2022-01-09,2022-01-09,3536,3648.12,12899752.32,Cancelled,WH07,0,0,2021-12,2021Q4
PO0047025,VND00618,Chemicals,SKU2553,2024-08-26,2024-08-31,2024-09-02,1976,2331.9,4607834.4,In Transit,WH04,2,1,2024-08,2024Q3
PO0030545,VND00678,Raw Material,SKU1902,2022-05-28,2022-06-20,2022-06-20,3952,195.11,771074.72,Partially Received,WH08,0,0,2022-05,2022Q2
PO0042882,VND00697,Raw Material,SKU4738,2021-04-04,2021-04-29,2021-05-04,2380,2193.18,5219768.4,Cancelled,WH02,5,1,2021-04,2021Q2
PO0025373,VND00858,Electronics,SKU3738,2022-04-24,2022-05-15,2022-05-12,2581,974.56,2515339.36,Received,WH04,-3,0,2022-04,2022Q2
PO0009371,VND00317,IT Equipment,SKU3270,2023-03-17,2023-03-22,2023-03-19,90,4056.75,365107.5,Cancelled,WH01,-3,0,2023-03,2023Q1
PO0011643,VND00062,Packaging,SKU3836,2023-07-09,2023-07-23,2023-07-25,4245,2509.62,10653336.9,Cancelled,WH10,2,1,2023-07,2023Q3
PO0007164,VND00161,Packaging,SKU3816,2024-04-13,2024-05-11,2024-05-11,2083,3755.41,7822519.03,Cancelled,WH06,0,0,2024-04,2024Q2
PO0023001,VND00703,Machinery,SKU3767,2021-01-01,2021-01-30,2021-01-30,2725,3882.45,10579676.25,Partially Received,WH09,0,0,2021-01,2021Q1
PO0008229,VND00768,Chemicals,SKU4441,2023-06-06,2023-06-20,2023-06-20,4017,4166.33,16736147.61,In Transit,WH08,0,0,2023-06,2023Q2
PO0041238,VND00963,Raw Material,SKU2276,2023-09-01,2023-09-17,2023-09-22,1104,4714.64,5204962.56,Pending,WH02,5,1,2023-09,2023Q3
PO0030180,VND00002,Electronics,SKU1702,2021-11-22,2021-12-14,2021-12-14,3206,4698.14,15062236.84,Pending,WH02,0,0,2021-11,2021Q4
PO0019921,VND00676,Packaging,SKU2588,2021-05-17,2021-06-09,2021-06-06,3854,1153.47,4445473.38,Received,WH04,-3,0,2021-05,2021Q2
PO0044428,VND00784,Electronics,SKU1328,2022-01-16,2022-02-07,2022-02-07,3978,46.77,186051.06,Pending,WH07,0,0,2022-01,2022Q1
PO0025474,VND00550,Electronics,SKU4697,2021-04-02,2021-04-22,2021-04-27,354,120.17,42540.18,In Transit,WH10,5,1,2021-04,2021Q2
PO0001992,VND00858,Packaging,SKU3543,2022-03-19,2022-03-24,,747,1845.64,1378693.08,Pending,WH04,,,2022-03,2022Q1
PO0024995,VND00231,Chemicals,SKU4569,2023-12-13,2024-01-06,2024-01-08,1613,3402.15,5487667.95,Received,WH04,2,1,2023-12,2023Q4
PO0048410,VND00892,Raw Material,SKU2436,2021-09-08,2021-10-03,2021-10-08,4336,4314.42,18707325.12,Received,WH03,5,1,2021-09,2021Q3
PO0011245,VND00677,Spare Parts,SKU4302,2022-05-16,2022-06-05,2022-06-05,3322,2499.51,8303372.22,Received,WH10,0,0,2022-05,2022Q2
PO0040879,VND00064,Raw Material,SKU2673,2022-06-24,2022-07-21,2022-07-23,4470,4312.36,19276249.2,Pending,WH05,2,1,2022-06,2022Q2
PO0045675,VND00143,Textiles,SKU4617,2023-09-15,2023-09-29,2023-10-14,4478,1827.89,8185291.42,Pending,WH03,15,1,2023-09,2023Q3
PO0014714,VND00138,Chemicals,SKU1449,2024-11-01,2024-11-16,2024-12-01,2021,3506.74,7087121.54,Partially Received,WH06,15,1,2024-11,2024Q4
PO0031218,VND00725,Textiles,SKU4675,2023-09-07,2023-09-23,2023-10-08,3736,3262.83,12189932.88,Partially Received,WH10,15,1,2023-09,2023Q3
PO0034482,VND00889,Electronics,SKU2861,2022-09-19,2022-10-03,2022-09-30,1082,2372.56,2567109.92,Received,WH03,-3,0,2022-09,2022Q3
PO0026497,VND00949,Textiles,SKU5704,2023-04-13,2023-05-08,,4648,4448.95,20678719.6,Cancelled,WH07,,,2023-04,2023Q2
PO0042772,VND00525,Raw Material,SKU2601,2023-02-28,2023-03-12,2023-03-22,4451,551.33,2453969.83,Cancelled,WH03,10,1,2023-02,2023Q1
PO0018634,VND00655,Machinery,SKU4158,2021-01-17,2021-02-06,2021-02-06,1471,4383.18,6447657.78,Received,WH04,0,0,2021-01,2021Q1
PO0016881,VND00865,Textiles,SKU3332,2023-02-15,2023-02-20,2023-02-20,2928,3019.74,8841798.72,Partially Received,WH06,0,0,2023-02,2023Q1
PO0049486,VND00430,Packaging,SKU3403,2023-02-18,2023-03-13,2023-04-12,2607,1962.74,5116863.18,In Transit,WH10,30,1,2023-02,2023Q1
PO0018002,VND00293,Textiles,SKU1655,2023-08-15,2023-09-08,2023-09-05,4089,2345.32,9590013.48,In Transit,WH03,-3,0,2023-08,2023Q3
PO0027751,VND00202,Packaging,SKU2572,2022-07-19,2022-08-05,2022-08-05,2894,4873.73,14104574.62,Partially Received,WH02,0,0,2022-07,2022Q3
PO0016494,VND00053,Chemicals,SKU1043,2022-05-12,2022-05-24,2022-05-24,4488,4330.91,19437124.08,Pending,WH09,0,0,2022-05,2022Q2
PO0034532,VND00738,Textiles,SKU1506,2021-10-07,2021-10-31,2021-11-05,4344,562.47,2443369.68,Pending,WH08,5,1,2021-10,2021Q4
PO0010907,VND00088,Chemicals,SKU2138,2022-03-28,2022-04-21,2022-04-21,1678,3119.79,5235007.62,In Transit,WH07,0,0,2022-03,2022Q1
PO0015338,VND00480,Textiles,SKU4723,2021-01-02,2021-01-22,2021-01-24,3054,4704.97,14368978.38,In Transit,WH08,2,1,2021-01,2021Q1
PO0019513,VND00548,Electronics,SKU3486,2021-01-31,2021-02-14,2021-02-24,1201,4351.52,5226175.52,Received,WH08,10,1,2021-01,2021Q1
PO0023916,VND00831,Electronics,SKU1095,2023-03-18,2023-04-07,2023-04-04,4189,2119.58,8878920.62,Cancelled,WH03,-3,0,2023-03,2023Q1
PO0010438,VND00100,Chemicals,SKU5610,2021-08-07,2021-09-03,2021-09-03,1646,1074.78,1769087.88,Cancelled,WH02,0,0,2021-08,2021Q3
PO0010365,VND00218,Packaging,SKU1095,2022-07-29,2022-08-15,2022-08-20,2034,1736.39,3531817.26,Partially Received,WH06,5,1,2022-07,2022Q3
PO0039313,VND00363,Chemicals,SKU5523,2024-03-31,2024-04-12,2024-04-09,59,973.45,57433.55,Partially Received,WH07,-3,0,2024-03,2024Q1
PO0012672,VND00873,Spare Parts,SKU5246,2021-06-03,2021-06-19,2021-06-21,1590,1694.8,2694732.0,In Transit,WH04,2,1,2021-06,2021Q2
PO0045942,VND00627,Raw Material,SKU5522,2022-11-06,2022-11-26,2022-11-23,1551,59.45,92206.95,Received,WH10,-3,0,2022-11,2022Q4
PO0020450,VND00557,IT Equipment,SKU5782,2024-02-16,2024-03-02,2024-03-02,3013,3539.83,10665507.79,Partially Received,WH03,0,0,2024-02,2024Q1
PO0009707,VND00069,Packaging,SKU4424,2024-07-31,2024-08-27,2024-09-01,4957,3299.84,16357306.88,Pending,WH07,5,1,2024-07,2024Q3
PO0012670,VND00728,Machinery,SKU3844,2021-02-25,2021-03-18,2021-03-23,4981,676.7,3370642.7,In Transit,WH08,5,1,2021-02,2021Q1
PO0012362,VND00480,Textiles,SKU2547,2022-02-11,2022-03-02,2022-03-17,1088,2900.68,3155939.84,In Transit,WH08,15,1,2022-02,2022Q1
PO0005066,VND00961,Chemicals,SKU1534,2022-12-13,2022-12-31,2022-12-31,3361,3091.57,10390766.77,Pending,WH04,0,0,2022-12,2022Q4
PO0024743,VND00724,IT Equipment,SKU3409,2023-04-22,2023-05-07,2023-06-06,1360,2110.64,2870470.4,Received,WH03,30,1,2023-04,2023Q2
PO0005532,VND00952,Electronics,SKU3118,2021-09-27,2021-10-04,2021-10-19,2620,4232.07,11088023.4,In Transit,WH06,15,1,2021-09,2021Q3
PO0032474,VND00449,Machinery,SKU4375,2022-09-13,2022-10-10,2022-10-10,3973,3745.6,14881268.8,Partially Received,WH01,0,0,2022-09,2022Q3
PO0012172,VND00557,Packaging,SKU5974,2023-11-04,2023-11-11,2023-12-11,4134,3823.48,15806266.32,Cancelled,WH02,30,1,2023-11,2023Q4
PO0041734,VND00670,Raw Material,SKU3886,2021-03-16,2021-03-29,2021-04-03,908,4194.11,3808251.88,Pending,WH05,5,1,2021-03,2021Q1
PO0046423,VND00312,Packaging,SKU2051,2022-06-17,2022-07-01,2022-06-28,2815,1388.34,3908177.1,In Transit,WH07,-3,0,2022-06,2022Q2
PO0031264,VND00667,IT Equipment,SKU1247,2021-11-05,2021-11-13,,2451,4303.18,10547094.18,Pending,WH06,,,2021-11,2021Q4
PO0026882,VND00613,Textiles,SKU5629,2023-08-04,2023-08-22,2023-08-22,1226,3402.54,4171514.04,In Transit,WH03,0,0,2023-08,2023Q3
PO0013447,VND00184,Packaging,SKU2084,2021-08-31,2021-09-22,2021-09-22,3821,453.71,1733625.91,Cancelled,WH08,0,0,2021-08,2021Q3
PO0046938,VND00362,Electronics,SKU3005,2021-07-14,2021-08-06,2021-08-16,4522,1245.92,5634050.24,Partially Received,WH08,10,1,2021-07,2021Q3
PO0015838,VND00735,Packaging,SKU2403,2021-03-01,2021-03-07,2021-03-07,2666,1864.97,4972010.02,In Transit,WH01,0,0,2021-03,2021Q1
PO0013678,VND00367,Chemicals,SKU1940,2021-10-29,2021-11-07,2021-11-17,2595,1620.82,4206027.9,Cancelled,WH03,10,1,2021-10,2021Q4
PO0031997,VND00250,Textiles,SKU4986,2024-06-14,2024-06-23,2024-07-23,2664,132.52,353033.28,Received,WH01,30,1,2024-06,2024Q2
PO0031097,VND00816,Chemicals,SKU1826,2022-11-29,2022-12-15,2022-12-30,2468,4565.77,11268320.36,Cancelled,WH06,15,1,2022-11,2022Q4
PO0006656,VND00910,Electronics,SKU2401,2022-01-13,2022-01-20,2022-01-22,1045,1836.7,1919351.5,Unknown,WH03,2,1,2022-01,2022Q1
PO0036496,VND00997,Machinery,SKU3650,2024-04-29,2024-05-07,2024-05-07,3125,4560.6,14251875.0,Pending,WH05,0,0,2024-04,2024Q2
PO0034186,VND00400,Textiles,SKU4849,2021-10-02,2021-10-11,2021-10-26,4752,4569.42,21713883.84,Cancelled,WH03,15,1,2021-10,2021Q4
PO0012645,VND00313,IT Equipment,SKU2084,2024-03-11,2024-03-28,2024-04-12,4315,1318.0,5687170.0,Partially Received,WH01,15,1,2024-03,2024Q1
PO0031208,VND00423,Packaging,SKU3308,2022-12-26,2023-01-04,2023-01-09,2453,4999.26,12263184.78,Received,WH03,5,1,2022-12,2022Q4
PO0020021,VND00263,Textiles,SKU1359,2021-11-10,2021-11-18,2021-11-23,840,3191.91,2681204.4,Partially Received,WH10,5,1,2021-11,2021Q4
PO0015533,VND00503,Electronics,SKU4828,2022-10-06,2022-10-12,2022-11-11,57,4842.29,276010.53,In Transit,WH09,30,1,2022-10,2022Q4
PO0001282,VND00522,IT Equipment,SKU4380,2023-10-29,2023-11-07,2023-12-07,3459,1454.19,5030043.21,Received,WH02,30,1,2023-10,2023Q4
PO0041462,VND00098,Packaging,SKU1409,2023-02-24,2023-03-24,2023-03-26,312,4850.06,1513218.72,Partially Received,WH03,2,1,2023-02,2023Q1
PO0011170,VND00006,Electronics,SKU2157,2021-04-28,2021-05-08,,2260,4495.29,10159355.4,Received,WH10,,,2021-04,2021Q2
PO0028600,VND00903,Textiles,SKU5781,2024-07-12,2024-07-25,2024-07-22,2636,547.45,1443078.2,Cancelled,WH06,-3,0,2024-07,2024Q3
PO0021377,VND00577,Electronics,SKU5750,2021-07-21,2021-07-31,2021-08-02,3888,2713.91,10551682.08,Partially Received,WH08,2,1,2021-07,2021Q3
PO0031874,VND00432,Spare Parts,SKU4723,2022-05-09,2022-06-05,2022-06-20,1846,3596.62,6639360.52,Partially Received,WH02,15,1,2022-05,2022Q2
PO0018932,VND00970,IT Equipment,SKU3874,2024-03-15,2024-04-04,2024-04-06,1605,156.22,250733.1,Partially Received,WH03,2,1,2024-03,2024Q1
PO0022824,VND00003,Spare Parts,SKU3110,2022-08-01,2022-08-20,2022-08-20,284,4807.95,1365457.8,Received,WH10,0,0,2022-08,2022Q3
PO0008670,VND00727,Raw Material,SKU1761,2024-01-04,2024-02-02,2024-02-02,712,814.06,579610.72,Cancelled,WH02,0,0,2024-01,2024Q1
PO0046080,VND00694,Machinery,SKU2839,2024-03-31,2024-04-20,2024-04-20,2362,3176.58,7503081.96,Partially Received,WH05,0,0,2024-03,2024Q1
PO0005501,VND00397,Packaging,SKU3575,2022-07-18,2022-07-23,2022-07-23,647,3367.27,2178623.69,Pending,WH09,0,0,2022-07,2022Q3
PO0003535,VND00623,Chemicals,SKU2001,2021-05-16,2021-06-07,2021-06-07,719,1054.97,758523.43,In Transit,WH05,0,0,2021-05,2021Q2
PO0005277,VND00262,Machinery,SKU3274,2022-04-28,2022-05-26,2022-05-31,2181,1876.73,4093148.13,In Transit,WH07,5,1,2022-04,2022Q2
PO0014459,VND00354,Spare Parts,SKU5513,2024-03-18,2024-03-27,2024-03-29,596,2317.88,1381456.48,Pending,WH05,2,1,2024-03,2024Q1
PO0019037,VND00122,Spare Parts,SKU5655,2024-01-14,2024-02-06,2024-02-08,3746,3085.62,11558732.52,Partially Received,WH02,2,1,2024-01,2024Q1
PO0044586,VND00160,Textiles,SKU3238,2021-10-08,2021-10-19,2021-10-19,3483,4175.46,14543127.18,Cancelled,WH01,0,0,2021-10,2021Q4
PO0011584,VND00893,Chemicals,SKU1583,2023-06-09,2023-06-26,2023-06-26,2000,2074.09,4148180.0,In Transit,WH08,0,0,2023-06,2023Q2
PO0040675,VND00019,Packaging,SKU3808,2021-02-22,2021-03-18,2021-03-18,4926,3849.26,18961454.76,Cancelled,WH10,0,0,2021-02,2021Q1
PO0034737,VND00826,Machinery,SKU3333,2024-05-04,2024-05-21,2024-05-26,2875,1649.61,4742628.75,In Transit,WH05,5,1,2024-05,2024Q2
PO0002862,VND00523,Packaging,SKU3018,2021-11-18,2021-12-13,2022-01-12,4063,924.53,3756365.39,Pending,WH09,30,1,2021-11,2021Q4
PO0004712,VND00494,Chemicals,SKU1552,2024-06-27,2024-07-04,2024-07-04,1006,3644.94,3666809.64,In Transit,WH10,0,0,2024-06,2024Q2
PO0047264,VND00033,Spare Parts,SKU3917,2023-04-06,2023-04-17,2023-04-19,992,4392.39,4357250.88,In Transit,WH10,2,1,2023-04,2023Q2
PO0049463,VND00822,Chemicals,SKU5076,2023-03-24,2023-03-31,,4356,732.83,3192207.48,Received,WH01,,,2023-03,2023Q1
PO0029941,VND00243,Spare Parts,SKU5544,2021-09-01,2021-09-10,2021-09-15,4625,3377.26,15619827.5,Pending,WH02,5,1,2021-09,2021Q3
PO0013184,VND00346,Machinery,SKU5353,2021-03-26,2021-04-10,2021-04-10,1963,1929.45,3787510.35,In Transit,WH06,0,0,2021-03,2021Q1
PO0040445,VND00726,Packaging,SKU4220,2021-04-15,2021-04-20,2021-05-20,4110,471.54,1938029.4,Pending,WH04,30,1,2021-04,2021Q2
PO0049597,VND00559,Spare Parts,SKU1349,2023-01-25,2023-02-07,2023-02-12,3239,3365.97,10902376.83,Pending,WH03,5,1,2023-01,2023Q1
PO0001580,VND00401,Machinery,SKU1649,2023-12-02,2023-12-07,2023-12-07,1867,1496.38,2793741.46,In Transit,WH05,0,0,2023-12,2023Q4
PO0047293,VND00038,Spare Parts,SKU4996,2023-02-27,2023-03-05,2023-03-05,4618,174.23,804594.14,Pending,WH03,0,0,2023-02,2023Q1
PO0016716,VND00157,Electronics,SKU4455,2024-09-10,2024-09-24,2024-10-04,4712,3622.73,17070303.76,Pending,WH09,10,1,2024-09,2024Q3
PO0016395,VND00776,Electronics,SKU1479,2024-04-30,2024-05-06,,233,635.77,148134.41,In Transit,WH05,,,2024-04,2024Q2
PO0020390,VND00225,Raw Material,SKU5231,2021-08-31,2021-09-24,2021-09-29,4384,886.71,3887336.64,Received,WH04,5,1,2021-08,2021Q3
PO0046993,VND00875,Raw Material,SKU5388,2023-10-17,2023-11-01,2023-11-11,2569,1377.3,3538283.7,Cancelled,WH04,10,1,2023-10,2023Q4
PO0032687,VND00031,Chemicals,SKU4890,2024-04-25,2024-05-24,2024-06-08,1022,1456.19,1488226.18,Pending,WH03,15,1,2024-04,2024Q2
PO0009374,VND00060,Machinery,SKU4442,2022-01-22,2022-01-30,2022-02-09,2405,2449.33,5890638.65,Partially Received,WH04,10,1,2022-01,2022Q1
PO0022857,VND00611,Machinery,SKU1003,2023-02-26,2023-03-15,2023-03-30,4696,3539.28,16620458.88,Cancelled,WH01,15,1,2023-02,2023Q1
PO0013290,VND00983,Raw Material,SKU5749,2023-02-11,2023-02-18,2023-02-23,2632,350.35,922121.2,Partially Received,WH10,5,1,2023-02,2023Q1
PO0000685,VND00207,Raw Material,SKU4793,2022-11-10,2022-11-16,2022-11-16,3038,3256.18,9892274.84,Pending,WH07,0,0,2022-11,2022Q4
PO0003118,VND00747,Textiles,SKU2869,2021-12-27,2022-01-04,2022-01-04,2243,3096.9,6946346.7,Pending,WH01,0,0,2021-12,2021Q4
PO0047048,VND00761,Raw Material,SKU4024,2024-02-07,2024-02-16,2024-02-16,823,3171.88,2610457.24,In Transit,WH06,0,0,2024-02,2024Q1
PO0007637,VND00246,Packaging,SKU2482,2023-12-26,2024-01-18,2024-01-18,4243,3689.81,15655863.83,Partially Received,WH01,0,0,2023-12,2023Q4
PO0033711,VND00682,Machinery,SKU2261,2021-03-08,2021-04-02,2021-04-02,1524,132.79,202371.96,Received,WH03,0,0,2021-03,2021Q1
PO0023908,VND00091,Packaging,SKU1968,2022-03-28,2022-04-21,2022-04-21,4320,4761.25,20568600.0,Pending,WH07,0,0,2022-03,2022Q1
PO0004756,VND00416,Chemicals,SKU4388,2023-06-23,2023-07-08,2023-07-08,1106,3263.89,3609862.34,Received,WH05,0,0,2023-06,2023Q2
PO0022582,VND00527,Machinery,SKU1378,2024-05-12,2024-05-18,2024-06-02,3997,3587.14,14337798.58,In Transit,WH02,15,1,2024-05,2024Q2
PO0031249,VND00270,Machinery,SKU4065,2023-06-05,2023-07-02,2023-07-02,2623,4063.02,10657301.46,Received,WH05,0,0,2023-06,2023Q2
PO0020619,VND00678,Machinery,SKU3304,2022-01-24,2022-02-13,2022-02-13,2714,1559.97,4233758.58,Pending,WH05,0,0,2022-01,2022Q1
PO0041223,VND00133,IT Equipment,SKU4797,2024-08-19,2024-09-02,2024-09-12,3473,1287.1,4470098.3,Pending,WH04,10,1,2024-08,2024Q3
PO0040464,VND00788,Electronics,SKU3904,2023-07-04,2023-07-22,2023-08-21,2225,3140.27,6987100.75,Partially Received,WH01,30,1,2023-07,2023Q3
PO0004766,VND00363,Packaging,SKU2217,2022-04-18,2022-04-30,2022-04-27,3285,34.6,113661.0,In Transit,WH07,-3,0,2022-04,2022Q2
PO0011698,VND00656,Spare Parts,SKU3103,2021-12-01,2021-12-27,2021-12-27,564,480.66,271092.24,Partially Received,WH02,0,0,2021-12,2021Q4
PO0000971,VND00859,Textiles,SKU3186,2024-03-21,2024-03-30,,1270,4157.13,5279555.1,Cancelled,WH10,,,2024-03,2024Q1
PO0013209,VND00508,IT Equipment,SKU5241,2024-05-13,2024-05-22,2024-06-06,3846,4591.84,17660216.64,Partially Received,WH08,15,1,2024-05,2024Q2
PO0002261,VND00212,Electronics,SKU5211,2021-01-12,2021-02-01,2021-02-16,400,2224.88,889952.0,Received,WH09,15,1,2021-01,2021Q1
PO0018344,VND00482,Spare Parts,SKU3169,2021-04-06,2021-04-20,2021-04-20,2574,498.88,1284117.12,Cancelled,WH04,0,0,2021-04,2021Q2
PO0035492,VND00937,Textiles,SKU4005,2021-12-05,2021-12-16,2021-12-31,1764,1052.29,1856239.56,Pending,WH10,15,1,2021-12,2021Q4
PO0011916,VND00719,Spare Parts,SKU4435,2022-01-02,2022-01-22,2022-02-01,3346,1677.31,5612279.26,Pending,WH06,10,1,2022-01,2022Q1
PO0033262,VND00180,Spare Parts,SKU4434,2023-04-07,2023-04-19,2023-04-19,45,2421.37,108961.65,Partially Received,WH07,0,0,2023-04,2023Q2
PO0047369,VND00141,Packaging,SKU3412,2021-05-13,2021-05-25,2021-05-25,589,4071.21,2397942.69,In Transit,WH05,0,0,2021-05,2021Q2
PO0018792,VND00111,Textiles,SKU1090,2024-04-12,2024-04-17,,4121,2868.37,11820552.77,Cancelled,WH06,,,2024-04,2024Q2
PO0030022,VND00709,Textiles,SKU2302,2022-08-30,2022-09-23,2022-10-08,4121,703.17,2897763.57,Partially Received,WH01,15,1,2022-08,2022Q3
PO0034259,VND00314,Raw Material,SKU3751,2024-07-02,2024-07-22,2024-07-19,2550,4874.49,12429949.5,In Transit,WH02,-3,0,2024-07,2024Q3
PO0022872,VND00660,Machinery,SKU4616,2024-09-07,2024-09-15,2024-09-15,4336,582.18,2524332.48,Cancelled,WH03,0,0,2024-09,2024Q3
PO0041739,VND00670,Chemicals,SKU3496,2024-07-21,2024-08-14,2024-08-14,2590,1190.46,3083291.4,Received,WH10,0,0,2024-07,2024Q3
PO0044372,VND00326,Raw Material,SKU3588,2021-04-14,2021-04-25,2021-04-25,2126,226.28,481071.28,Pending,WH03,0,0,2021-04,2021Q2
PO0027722,VND00999,IT Equipment,SKU1780,2022-07-11,2022-08-05,2022-08-10,1421,1405.38,1997044.98,Pending,WH08,5,1,2022-07,2022Q3
PO0041496,VND00735,Raw Material,SKU2650,2021-05-16,2021-05-22,2021-05-22,3573,4379.95,15649561.35,Received,WH07,0,0,2021-05,2021Q2
PO0036850,VND00199,Textiles,SKU1693,2023-08-25,2023-09-11,2023-10-11,1852,3033.27,5617616.04,In Transit,WH02,30,1,2023-08,2023Q3
PO0025003,VND00429,Machinery,SKU3584,2024-04-06,2024-04-21,2024-05-06,1832,3190.92,5845765.44,Pending,WH09,15,1,2024-04,2024Q2
PO0044923,VND00522,Electronics,SKU1510,2021-09-17,2021-10-14,2021-10-16,2287,2439.87,5579982.69,Partially Received,WH09,2,1,2021-09,2021Q3
PO0018652,VND00012,Raw Material,SKU5156,2021-06-08,2021-06-29,2021-06-29,3949,1320.64,5215207.36,Received,WH05,0,0,2021-06,2021Q2
PO0019665,VND00550,Electronics,SKU4202,2024-05-15,2024-05-29,2024-06-03,3844,1183.04,4547605.76,In Transit,WH07,5,1,2024-05,2024Q2
PO0014674,VND00170,Chemicals,SKU2781,2021-09-26,2021-10-25,2021-10-30,3329,4693.14,15623463.06,In Transit,WH08,5,1,2021-09,2021Q3
PO0046854,VND00374,IT Equipment,SKU4074,2021-03-24,2021-04-01,2021-04-16,1525,548.46,836401.5,Pending,WH04,15,1,2021-03,2021Q1
PO0001315,VND00535,Electronics,SKU5493,2021-03-23,2021-04-18,2021-04-15,2795,859.0,2400905.0,Partially Received,WH02,-3,0,2021-03,2021Q1
PO0049629,VND00838,Chemicals,SKU3891,2024-12-15,2024-12-22,2024-12-19,1028,4387.12,4509959.36,In Transit,WH07,-3,0,2024-12,2024Q4
PO0028527,VND00986,Raw Material,SKU5375,2024-10-06,2024-10-22,2024-11-01,3607,3560.14,12841424.98,Unknown,WH07,10,1,2024-10,2024Q4
PO0045211,VND00187,Raw Material,SKU4527,2021-06-18,2021-06-28,2021-07-08,4428,3812.78,16882989.84,Partially Received,WH06,10,1,2021-06,2021Q2
PO0023847,VND00485,Chemicals,SKU3516,2022-07-28,2022-08-14,2022-08-24,4119,1574.92,6487095.48,In Transit,WH09,10,1,2022-07,2022Q3
PO0001375,VND00123,Machinery,SKU5230,2023-09-13,2023-09-21,2023-10-21,2255,2392.4,5394862.0,Partially Received,WH01,30,1,2023-09,2023Q3
PO0042603,VND00005,Electronics,SKU2541,2023-09-20,2023-10-09,2023-10-06,2028,3231.04,6552549.12,In Transit,WH06,-3,0,2023-09,2023Q3
PO0030849,VND00048,IT Equipment,SKU2935,2021-02-04,2021-02-13,2021-02-13,2331,4731.87,11029988.97,Received,WH01,0,0,2021-02,2021Q1
PO0031466,VND00753,Textiles,SKU3471,2022-05-14,2022-05-30,2022-06-01,4286,288.39,1236039.54,Cancelled,WH08,2,1,2022-05,2022Q2
PO0031998,VND00058,Chemicals,SKU4667,2023-04-20,2023-05-18,2023-05-18,331,602.86,199546.66,Pending,WH09,0,0,2023-04,2023Q2
PO0030995,VND00504,Electronics,SKU3754,2022-08-04,2022-08-17,2022-08-19,3092,3687.24,11400946.08,Cancelled,WH02,2,1,2022-08,2022Q3
PO0044195,VND00371,Textiles,SKU4702,2023-12-23,2023-12-29,2023-12-26,2125,4681.74,9948697.5,Partially Received,WH03,-3,0,2023-12,2023Q4
PO0008672,VND00430,Packaging,SKU2669,2024-07-09,2024-07-30,2024-07-27,4670,1300.23,6072074.1,In Transit,WH09,-3,0,2024-07,2024Q3
PO0015444,VND00703,Packaging,SKU5390,2023-07-24,2023-08-15,2023-08-15,3253,1790.63,5824919.39,In Transit,WH10,0,0,2023-07,2023Q3
PO0021218,VND00752,Spare Parts,SKU1377,2023-11-24,2023-12-15,2023-12-15,1679,4974.2,8351681.8,Partially Received,WH06,0,0,2023-11,2023Q4
PO0026130,VND00134,Packaging,SKU2675,2021-07-21,2021-07-31,2021-08-30,3872,4716.5,18262288.0,In Transit,WH03,30,1,2021-07,2021Q3
PO0026458,VND00849,Textiles,SKU2944,2024-12-23,2025-01-05,2025-01-05,992,1767.19,1753052.48,Pending,WH04,0,0,2024-12,2024Q4
PO0043397,VND00350,Packaging,SKU1852,2024-06-12,2024-06-20,2024-07-05,2552,3870.69,9878000.88,Cancelled,WH06,15,1,2024-06,2024Q2
PO0010949,VND00943,Raw Material,SKU2246,2021-04-28,2021-05-21,2021-06-05,2556,1933.62,4942332.72,Received,WH06,15,1,2021-04,2021Q2
PO0007816,VND00184,Packaging,SKU3283,2023-01-30,2023-02-10,2023-02-10,1714,670.12,1148585.68,Pending,WH01,0,0,2023-01,2023Q1
