Inventory_ID,Product_SKU,Product_Name,Product_Category,Warehouse_ID,Warehouse_Location,Stock_On_Hand,Reorder_Level,Units_Sold_Last_Month,Avg_Stock_On_Hand,Snapshot_Date,Supplier_Lead_Time_Days,Inventory_Turnover_Rate,Months_Of_Supply,Stockout_Risk,Overstock_Risk,SKU_In_Purchase_Orders
INV023049,SKU5643,Product_SKU5643,Spare Parts,WH07,Pune,6216,1971,6957,4684,2024-09-01,14,17.82,0.89,0,0,1
INV023050,SKU5998,Product_SKU5998,Spare Parts,WH07,Pune,6322,1717,6050,4141,2024-09-01,12,17.53,1.04,0,0,1
INV023051,SKU1898,Product_SKU1898,Electronics,WH07,Pune,7862,1756,6677,8152,2024-09-01,15,9.83,1.18,0,0,1
INV023052,SKU3753,Product_SKU3753,Chemicals,WH07,Pune,6005,531,2355,2620,2024-09-01,3,10.79,2.55,0,1,1
INV023053,SKU1575,Product_SKU1575,Electronics,WH07,Pune,614,362,7982,5643,2024-09-01,9,16.97,0.08,0,0,1
INV023054,SKU5950,Product_SKU5950,Textiles,WH07,Pune,2186,1408,3572,4337,2024-09-01,19,9.88,0.61,0,0,1
INV023055,SKU5716,Product_SKU5716,Spare Parts,WH07,Pune,2222,1497,5049,8480,2024-09-01,18,7.14,0.44,0,0,1
INV023056,SKU4731,Product_SKU4731,IT Equipment,WH07,Pune,1236,550,6575,5296,2024-09-01,17,14.9,0.19,0,0,1
INV023057,SKU1885,Product_SKU1885,Electronics,WH07,Pune,5926,1826,6885,5306,2024-09-01,3,15.57,0.86,0,0,1
INV023058,SKU5552,Product_SKU5552,Textiles,WH07,Pune,5704,1715,6244,6839,2024-09-01,16,10.96,0.91,0,0,1
INV023059,SKU2156,Product_SKU2156,Spare Parts,WH07,Pune,5675,1931,1874,5149,2024-09-01,22,4.37,3.03,0,0,1
INV023060,SKU2808,Product_SKU2808,Packaging,WH07,Pune,4326,1917,1036,6979,2024-09-01,23,1.78,4.18,0,0,1
INV023061,SKU3327,Product_SKU3327,Chemicals,WH07,Pune,777,1528,7899,8425,2024-09-01,18,11.25,0.1,1,0,1
INV023062,SKU1101,Product_SKU1101,Textiles,WH07,Pune,6133,1993,126,2084,2024-09-01,21,0.73,48.67,0,1,1
INV023063,SKU4457,Product_SKU4457,Spare Parts,WH07,Pune,5200,887,2143,4598,2024-09-01,25,5.59,2.43,0,0,1
INV023064,SKU5283,Product_SKU5283,Chemicals,WH07,Pune,6190,1186,2135,7350,2024-09-01,19,3.49,2.9,0,0,1
INV023065,SKU2732,Product_SKU2732,Electronics,WH07,Pune,9008,363,4417,1298,2024-09-01,5,40.84,2.04,0,1,1
INV023066,SKU4617,Product_SKU4617,IT Equipment,WH07,Pune,2219,168,1956,2001,2024-09-01,5,11.73,1.13,0,0,1
INV023067,SKU4960,Product_SKU4960,Packaging,WH07,Pune,3290,172,6855,3051,2024-09-01,5,26.96,0.48,0,0,1
INV023068,SKU1329,Product_SKU1329,Machinery,WH07,Pune,5200,993,1870,6476,2024-09-01,27,3.47,2.78,0,0,1
INV023069,SKU4576,Product_SKU4576,Spare Parts,WH07,Pune,4531,170,2789,5039,2024-09-01,18,6.64,1.62,0,0,1
INV023070,SKU4121,Product_SKU4121,Machinery,WH07,Pune,7662,970,4683,3583,2024-09-01,5,15.68,1.64,0,1,1
INV023071,SKU2981,Product_SKU2981,Spare Parts,WH07,Pune,3358,1733,3489,1658,2024-09-01,16,25.25,0.96,0,1,1
INV023072,SKU3153,Product_SKU3153,Machinery,WH07,Pune,6455,699,2301,7407,2024-09-01,8,3.73,2.81,0,0,1
INV023073,SKU1673,Product_SKU1673,Machinery,WH07,Pune,406,628,2420,4036,2024-09-01,29,7.2,0.17,1,0,1
INV023074,SKU3951,Product_SKU3951,Raw Material,WH07,Pune,9485,950,1512,7102,2024-09-01,15,2.55,6.27,0,0,1
INV023075,SKU2016,Product_SKU2016,Textiles,WH07,Pune,9237,1600,4527,8913,2024-09-01,7,6.09,2.04,0,0,1
INV023076,SKU5038,Product_SKU5038,Raw Material,WH07,Pune,2219,1696,231,4940,2024-09-01,13,0.56,9.61,0,0,1
INV023077,SKU4308,Product_SKU4308,IT Equipment,WH07,Pune,2227,1471,6429,2153,2024-09-01,20,35.83,0.35,0,0,1
INV023078,SKU2060,Product_SKU2060,Electronics,WH07,Pune,3532,1783,6701,2388,2024-09-01,5,33.67,0.53,0,0,1
INV023079,SKU3548,Product_SKU3548,Textiles,WH07,Pune,4421,363,1014,6134,2024-09-01,24,1.98,4.36,0,0,1
INV023080,SKU2406,Product_SKU2406,Electronics,WH07,Pune,5022,366,2692,593,2024-09-01,21,54.48,1.87,0,1,1
INV023081,SKU3953,Product_SKU3953,Machinery,WH07,Pune,9849,1193,1691,7367,2024-09-01,8,2.75,5.82,0,0,1
INV023082,SKU4737,Product_SKU4737,Machinery,WH07,Pune,9275,640,5847,1918,2024-09-01,3,36.58,1.59,0,1,1
INV023083,SKU3451,Product_SKU3451,Spare Parts,WH07,Pune,9639,1625,7599,1545,2024-09-01,12,59.02,1.27,0,1,1
INV023084,SKU4403,Product_SKU4403,Chemicals,WH07,Pune,4571,1436,6490,2115,2024-09-01,3,36.82,0.7,0,1,1
INV023085,SKU1522,Product_SKU1522,Textiles,WH07,Pune,4523,1473,1769,3943,2024-09-01,11,5.38,2.56,0,0,1
INV023086,SKU4797,Product_SKU4797,Raw Material,WH07,Pune,1772,671,1840,7876,2024-09-01,12,2.8,0.96,0,0,1
INV023087,SKU4025,Product_SKU4025,Spare Parts,WH07,Pune,4410,556,6730,5264,2024-09-01,23,15.34,0.66,0,0,1
INV023088,SKU1681,Product_SKU1681,IT Equipment,WH07,Pune,9986,1571,1989,6004,2024-09-01,5,3.98,5.02,0,0,1
INV023089,SKU2879,Product_SKU2879,Electronics,WH07,Pune,7906,1756,3773,3272,2024-09-01,15,13.84,2.1,0,1,1
INV023090,SKU3149,Product_SKU3149,Chemicals,WH07,Pune,2554,1803,7004,6037,2024-09-01,22,13.92,0.36,0,0,1
INV023091,SKU3172,Product_SKU3172,Machinery,WH07,Pune,8203,468,551,3149,2024-09-01,26,2.1,14.89,0,1,1
INV023092,SKU2110,Product_SKU2110,Textiles,WH07,Pune,5967,999,5875,7934,2024-09-01,3,8.89,1.02,0,0,1
INV023093,SKU1702,Product_SKU1702,Chemicals,WH07,Pune,2949,395,2724,2332,2024-09-01,13,14.02,1.08,0,0,1
INV023094,SKU1757,Product_SKU1757,Chemicals,WH07,Pune,7715,134,6637,611,2024-09-01,20,130.35,1.16,0,1,1
INV023095,SKU4503,Product_SKU4503,Machinery,WH07,Pune,8814,1099,7314,5318,2024-09-01,22,16.5,1.21,0,0,1
INV023096,SKU4451,Product_SKU4451,Spare Parts,WH07,Pune,796,1824,6696,6701,2024-09-01,28,11.99,0.12,1,0,1
INV023097,SKU4462,Product_SKU4462,Electronics,WH07,Pune,607,1028,3142,7292,2024-09-01,24,5.17,0.19,1,0,1
INV023098,SKU4643,Product_SKU4643,Textiles,WH07,Pune,9872,819,7416,3579,2024-09-01,6,24.87,1.33,0,1,1
INV023099,SKU5873,Product_SKU5873,Packaging,WH07,Pune,5173,1114,4760,5367,2024-09-01,23,10.64,1.09,0,0,1
INV023100,SKU3640,Product_SKU3640,Packaging,WH07,Pune,388,324,1844,5444,2024-09-01,12,4.06,0.21,0,0,1
INV023101,SKU2130,Product_SKU2130,Spare Parts,WH07,Pune,8435,1513,1888,5744,2024-09-01,27,3.94,4.47,0,0,1
INV023102,SKU2689,Product_SKU2689,Spare Parts,WH07,Pune,1098,1798,4277,6104,2024-09-01,9,8.41,0.26,1,0,1
INV023103,SKU2295,Product_SKU2295,Packaging,WH07,Pune,8127,1802,6551,516,2024-09-01,14,152.35,1.24,0,1,1
INV023104,SKU2942,Product_SKU2942,Packaging,WH07,Pune,3951,1192,1823,8670,2024-09-01,26,2.52,2.17,0,0,1
INV023105,SKU5199,Product_SKU5199,Chemicals,WH07,Pune,1146,706,2471,1498,2024-09-01,30,19.79,0.46,0,0,1
INV023106,SKU4581,Product_SKU4581,Raw Material,WH07,Pune,3563,1954,6179,4623,2024-09-01,14,16.04,0.58,0,0,1
INV023107,SKU1232,Product_SKU1232,Chemicals,WH07,Pune,2128,894,3102,8428,2024-09-01,25,4.42,0.69,0,0,1
INV023108,SKU1042,Product_SKU1042,Chemicals,WH07,Pune,6085,404,1805,1996,2024-09-01,22,10.85,3.37,0,1,1
INV023109,SKU5382,Product_SKU5382,Chemicals,WH07,Pune,7837,526,1046,5861,2024-09-01,26,2.14,7.49,0,0,1
INV023110,SKU3795,Product_SKU3795,Machinery,WH07,Pune,3744,1811,3011,6249,2024-09-01,4,5.78,1.24,0,0,1
INV023111,SKU1075,Product_SKU1075,Chemicals,WH07,Pune,4568,1018,4137,5760,2024-09-01,8,8.62,1.1,0,0,1
INV023112,SKU1809,Product_SKU1809,Textiles,WH07,Pune,9638,894,7431,5972,2024-09-01,23,14.93,1.3,0,0,1
INV023113,SKU3213,Product_SKU3213,Raw Material,WH07,Pune,8445,189,3939,3988,2024-09-01,10,11.85,2.14,0,1,1
INV023114,SKU2525,Product_SKU2525,Packaging,WH07,Pune,4309,1137,5843,7025,2024-09-01,8,9.98,0.74,0,0,1
INV023115,SKU4298,Product_SKU4298,Packaging,WH07,Pune,7569,585,1989,6109,2024-09-01,22,3.91,3.81,0,0,1
INV023116,SKU4744,Product_SKU4744,IT Equipment,WH07,Pune,6467,1539,4684,3834,2024-09-01,11,14.66,1.38,0,0,1
INV023117,SKU4974,Product_SKU4974,Raw Material,WH07,Pune,6878,988,4121,1387,2024-09-01,9,35.65,1.67,0,1,1
INV023118,SKU5528,Product_SKU5528,Machinery,WH07,Pune,6710,1674,4921,4371,2024-09-01,29,13.51,1.36,0,0,1
INV023119,SKU2939,Product_SKU2939,Electronics,WH07,Pune,5012,330,1692,6806,2024-09-01,18,2.98,2.96,0,0,1
INV023120,SKU1138,Product_SKU1138,Machinery,WH07,Pune,7188,1963,1008,615,2024-09-01,4,19.67,7.13,0,1,1
INV023121,SKU4673,Product_SKU4673,Raw Material,WH07,Pune,3447,1288,7183,8042,2024-09-01,5,10.72,0.48,0,0,1
INV023122,SKU5012,Product_SKU5012,IT Equipment,WH07,Pune,7941,1149,285,3867,2024-09-01,11,0.88,27.86,0,1,1
INV023123,SKU3545,Product_SKU3545,Machinery,WH07,Pune,3861,183,798,2658,2024-09-01,23,3.6,4.84,0,0,1
INV023124,SKU3711,Product_SKU3711,Machinery,WH07,Pune,9904,681,3743,5612,2024-09-01,15,8.0,2.65,0,0,1
INV023125,SKU1854,Product_SKU1854,Machinery,WH07,Pune,7642,1705,7270,1318,2024-09-01,18,66.19,1.05,0,1,1
INV023126,SKU5209,Product_SKU5209,Electronics,WH07,Pune,482,128,2272,4122,2024-09-01,7,6.61,0.21,0,0,1
INV023127,SKU4400,Product_SKU4400,Machinery,WH07,Pune,7050,406,285,8930,2024-09-01,6,0.38,24.74,0,0,1
INV023128,SKU3985,Product_SKU3985,Raw Material,WH07,Pune,805,805,1510,1383,2024-09-01,17,13.1,0.53,0,0,1
INV023129,SKU2645,Product_SKU2645,IT Equipment,WH07,Pune,3476,1957,7487,5584,2024-09-01,22,16.09,0.46,0,0,1
INV023130,SKU4568,Product_SKU4568,Packaging,WH07,Pune,7187,877,6326,578,2024-09-01,6,131.34,1.14,0,1,1
INV023131,SKU2040,Product_SKU2040,Electronics,WH07,Pune,8148,916,3908,8833,2024-09-01,30,5.31,2.08,0,0,1
INV023132,SKU3769,Product_SKU3769,Spare Parts,WH07,Pune,369,1168,4080,4227,2024-09-01,17,11.58,0.09,1,0,1
INV023133,SKU5088,Product_SKU5088,IT Equipment,WH07,Pune,7674,455,5436,1974,2024-09-01,17,33.05,1.41,0,1,1
INV023134,SKU5971,Product_SKU5971,Spare Parts,WH07,Pune,2330,1910,5395,1098,2024-09-01,12,58.96,0.43,0,1,1
INV023135,SKU4259,Product_SKU4259,Raw Material,WH07,Pune,7399,1135,1531,2321,2024-09-01,17,7.92,4.83,0,1,1
INV023136,SKU3107,Product_SKU3107,Packaging,WH07,Pune,1584,1911,7987,2307,2024-09-01,5,41.54,0.2,1,0,1
INV023137,SKU2801,Product_SKU2801,Packaging,WH07,Pune,7980,497,1028,614,2024-09-01,27,20.09,7.76,0,1,1
INV023138,SKU2136,Product_SKU2136,Spare Parts,WH07,Pune,7191,430,5748,2744,2024-09-01,15,25.14,1.25,0,1,1
INV023139,SKU2475,Product_SKU2475,Textiles,WH07,Pune,8529,272,1866,7111,2024-09-01,16,3.15,4.57,0,0,1
INV023140,SKU3782,Product_SKU3782,Raw Material,WH07,Pune,4591,289,2636,2179,2024-09-01,16,14.52,1.74,0,1,1
INV023141,SKU4008,Product_SKU4008,Raw Material,WH07,Pune,8099,1890,4248,8310,2024-09-01,18,6.13,1.91,0,0,1
INV023142,SKU1905,Product_SKU1905,Raw Material,WH07,Pune,9607,1839,4000,6550,2024-09-01,13,7.33,2.4,0,0,1
INV023143,SKU1959,Product_SKU1959,IT Equipment,WH07,Pune,4803,1762,7866,1836,2024-09-01,25,51.41,0.61,0,1,1
INV023144,SKU4131,Product_SKU4131,IT Equipment,WH07,Pune,7123,461,5025,2363,2024-09-01,19,25.52,1.42,0,1,1
INV023145,SKU4543,Product_SKU4543,Textiles,WH07,Pune,4961,1808,5970,1480,2024-09-01,25,48.41,0.83,0,1,1
INV023146,SKU5097,Product_SKU5097,Electronics,WH07,Pune,9189,669,2953,3784,2024-09-01,26,9.36,3.11,0,1,1
INV023147,SKU2967,Product_SKU2967,IT Equipment,WH07,Pune,334,110,6530,2379,2024-09-01,22,32.94,0.05,0,0,1
INV023148,SKU5747,Product_SKU5747,Machinery,WH07,Pune,6773,1163,4259,2935,2024-09-01,16,17.41,1.59,0,1,1
INV023149,SKU3435,Product_SKU3435,Machinery,WH07,Pune,4082,785,3885,1715,2024-09-01,11,27.18,1.05,0,1,1
INV023150,SKU4867,Product_SKU4867,Machinery,WH07,Pune,6610,1019,4983,4402,2024-09-01,5,13.58,1.33,0,0,1
INV023151,SKU1531,Product_SKU1531,Packaging,WH07,Pune,2365,1348,6745,8339,2024-09-01,7,9.71,0.35,0,0,1
INV023152,SKU4600,Product_SKU4600,Electronics,WH07,Pune,3987,973,1856,1048,2024-09-01,6,21.25,2.15,0,1,1
INV023153,SKU4344,Product_SKU4344,Spare Parts,WH07,Pune,6774,1130,4094,4364,2024-09-01,15,11.26,1.65,0,0,1
INV023154,SKU2497,Product_SKU2497,Chemicals,WH07,Pune,3996,1185,3519,8972,2024-09-01,5,4.71,1.14,0,0,1
INV023155,SKU2519,Product_SKU2519,Spare Parts,WH07,Pune,1871,150,4102,6081,2024-09-01,15,8.09,0.46,0,0,1
INV023156,SKU1341,Product_SKU1341,Electronics,WH07,Pune,2851,1124,2193,7312,2024-09-01,15,3.6,1.3,0,0,1
INV023157,SKU1731,Product_SKU1731,Raw Material,WH07,Pune,6802,623,4431,2376,2024-09-01,6,22.38,1.54,0,1,1
INV023158,SKU2291,Product_SKU2291,Chemicals,WH07,Pune,9258,1868,3611,710,2024-09-01,14,61.03,2.56,0,1,1
INV023159,SKU2321,Product_SKU2321,Electronics,WH07,Pune,8274,1162,6757,2084,2024-09-01,23,38.91,1.22,0,1,1
INV023160,SKU1993,Product_SKU1993,Spare Parts,WH07,Pune,1307,1138,4162,1724,2024-09-01,5,28.97,0.31,0,0,1
INV023161,SKU4695,Product_SKU4695,Spare Parts,WH07,Pune,2669,1612,3997,7363,2024-09-01,14,6.51,0.67,0,0,1
INV023162,SKU3996,Product_SKU3996,Textiles,WH07,Pune,257,804,7388,3454,2024-09-01,8,25.67,0.03,1,0,1
INV023163,SKU5347,Product_SKU5347,Raw Material,WH07,Pune,8677,1087,6260,5515,2024-09-01,13,13.62,1.39,0,0,1
INV023164,SKU3354,Product_SKU3354,Textiles,WH07,Pune,3791,163,3663,4088,2024-09-01,19,10.75,1.03,0,0,1
INV023165,SKU3596,Product_SKU3596,Machinery,WH07,Pune,2702,1324,7845,3091,2024-09-01,13,30.46,0.34,0,0,1
INV023166,SKU3539,Product_SKU3539,Chemicals,WH07,Pune,1346,1328,3624,772,2024-09-01,11,56.33,0.37,0,0,1
INV023167,SKU5924,Product_SKU5924,Raw Material,WH07,Pune,8454,1660,2922,4895,2024-09-01,30,7.16,2.89,0,0,1
INV023168,SKU2868,Product_SKU2868,Electronics,WH07,Pune,6743,1432,7093,6833,2024-09-01,11,12.46,0.95,0,0,1
INV023169,SKU4709,Product_SKU4709,IT Equipment,WH07,Pune,2141,1525,5751,6224,2024-09-01,9,11.09,0.37,0,0,1
INV023170,SKU5258,Product_SKU5258,Chemicals,WH07,Pune,2924,1519,3748,2512,2024-09-01,30,17.9,0.78,0,0,1
INV023171,SKU3271,Product_SKU3271,Textiles,WH07,Pune,542,724,2128,5672,2024-09-01,18,4.5,0.25,1,0,1
INV023172,SKU2501,Product_SKU2501,IT Equipment,WH07,Pune,3351,2000,2329,1863,2024-09-01,5,15.0,1.44,0,0,1
INV023173,SKU2966,Product_SKU2966,Raw Material,WH07,Pune,8692,1534,6964,4876,2024-09-01,4,17.14,1.25,0,0,1
INV023174,SKU5864,Product_SKU5864,Spare Parts,WH07,Pune,2665,1416,1360,7553,2024-09-01,30,2.16,1.96,0,0,1
INV023175,SKU4629,Product_SKU4629,Packaging,WH07,Pune,8136,1391,3537,645,2024-09-01,22,65.8,2.3,0,1,1
INV023176,SKU2220,Product_SKU2220,Machinery,WH07,Pune,7075,634,3563,7715,2024-09-01,30,5.54,1.99,0,0,1
INV023177,SKU1513,Product_SKU1513,Spare Parts,WH07,Pune,4077,518,7637,8278,2024-09-01,10,11.07,0.53,0,0,1
INV023178,SKU2462,Product_SKU2462,Raw Material,WH07,Pune,7145,1816,716,1274,2024-09-01,25,6.74,9.98,0,1,1
INV023179,SKU2680,Product_SKU2680,Packaging,WH07,Pune,6705,1791,1581,2604,2024-09-01,3,7.29,4.24,0,1,1
INV023180,SKU5257,Product_SKU5257,Textiles,WH07,Pune,8855,742,4250,2610,2024-09-01,3,19.54,2.08,0,1,1
INV023181,SKU3061,Product_SKU3061,Packaging,WH07,Pune,9506,547,4362,7484,2024-09-01,24,6.99,2.18,0,0,1
INV023182,SKU2888,Product_SKU2888,Textiles,WH07,Pune,2493,1469,2721,6433,2024-09-01,29,5.08,0.92,0,0,1
INV023183,SKU5187,Product_SKU5187,Electronics,WH07,Pune,1192,807,2226,3308,2024-09-01,8,8.07,0.54,0,0,1
INV023184,SKU1949,Product_SKU1949,Raw Material,WH07,Pune,5414,821,7003,4580,2024-09-01,4,18.35,0.77,0,0,1
INV023185,SKU2684,Product_SKU2684,Spare Parts,WH07,Pune,7802,1642,4046,2367,2024-09-01,19,20.51,1.93,0,1,1
INV023186,SKU2874,Product_SKU2874,Textiles,WH07,Pune,5774,273,3025,7234,2024-09-01,9,5.02,1.91,0,0,1
INV023187,SKU2191,Product_SKU2191,Chemicals,WH07,Pune,369,1244,5012,8219,2024-09-01,24,7.32,0.07,1,0,1
INV023188,SKU4013,Product_SKU4013,Textiles,WH07,Pune,7224,250,858,7470,2024-09-01,13,1.38,8.42,0,0,1
INV023189,SKU2885,Product_SKU2885,Packaging,WH07,Pune,8435,318,1956,5590,2024-09-01,20,4.2,4.31,0,0,1
INV023190,SKU1646,Product_SKU1646,Textiles,WH07,Pune,9529,1865,7135,1136,2024-09-01,8,75.37,1.34,0,1,1
INV023191,SKU3247,Product_SKU3247,Electronics,WH07,Pune,5284,1355,310,3603,2024-09-01,4,1.03,17.05,0,0,1
INV023192,SKU3399,Product_SKU3399,Raw Material,WH07,Pune,9372,1393,7690,1114,2024-09-01,24,82.84,1.22,0,1,1
INV023193,SKU4061,Product_SKU4061,Machinery,WH07,Pune,3941,640,7943,6243,2024-09-01,17,15.27,0.5,0,0,1
INV023194,SKU3726,Product_SKU3726,Machinery,WH07,Pune,4119,339,2701,4310,2024-09-01,12,7.52,1.52,0,0,1
INV023195,SKU2247,Product_SKU2247,Spare Parts,WH07,Pune,897,948,7672,3792,2024-09-01,5,24.28,0.12,1,0,1
INV023196,SKU1222,Product_SKU1222,Spare Parts,WH07,Pune,4850,471,6674,4279,2024-09-01,13,18.72,0.73,0,0,1
INV023197,SKU5569,Product_SKU5569,Spare Parts,WH07,Pune,2173,1474,4916,4513,2024-09-01,8,13.07,0.44,0,0,1
INV023198,SKU1479,Product_SKU1479,Textiles,WH07,Pune,9730,1777,6112,4783,2024-09-01,3,15.33,1.59,0,1,1
INV023199,SKU4076,Product_SKU4076,Spare Parts,WH07,Pune,4556,1598,3479,4851,2024-09-01,27,8.61,1.31,0,0,1
INV023200,SKU1289,Product_SKU1289,IT Equipment,WH07,Pune,9008,1464,7011,4739,2024-09-01,30,17.75,1.28,0,0,1
INV023201,SKU2477,Product_SKU2477,IT Equipment,WH07,Pune,4963,568,1457,4067,2024-09-01,19,4.3,3.41,0,0,1
INV023202,SKU4748,Product_SKU4748,Electronics,WH07,Pune,5424,1101,723,1905,2024-09-01,24,4.55,7.5,0,1,1
INV023203,SKU2700,Product_SKU2700,Machinery,WH07,Pune,9760,1008,6045,4356,2024-09-01,10,16.65,1.61,0,1,1
INV023204,SKU5310,Product_SKU5310,IT Equipment,WH07,Pune,307,881,4034,6311,2024-09-01,19,7.67,0.08,1,0,1
INV023205,SKU5162,Product_SKU5162,Packaging,WH07,Pune,6995,702,5469,2113,2024-09-01,24,31.06,1.28,0,1,1
INV023206,SKU3245,Product_SKU3245,Raw Material,WH07,Pune,7841,238,2329,3185,2024-09-01,12,8.77,3.37,0,1,1
INV023207,SKU4604,Product_SKU4604,Packaging,WH07,Pune,6232,606,6302,4581,2024-09-01,10,16.51,0.99,0,0,1
INV023208,SKU5373,Product_SKU5373,Electronics,WH07,Pune,6617,449,2489,6781,2024-09-01,16,4.4,2.66,0,0,1
INV023209,SKU4725,Product_SKU4725,Textiles,WH07,Pune,6941,1774,5256,4065,2024-09-01,11,15.52,1.32,0,0,1
INV023210,SKU4657,Product_SKU4657,Raw Material,WH07,Pune,2953,1011,1360,6321,2024-09-01,27,2.58,2.17,0,0,1
INV023211,SKU1585,Product_SKU1585,IT Equipment,WH07,Pune,2494,505,2841,8133,2024-09-01,29,4.19,0.88,0,0,1
INV023212,SKU4325,Product_SKU4325,Spare Parts,WH07,Pune,9326,1228,7844,1090,2024-09-01,26,86.36,1.19,0,1,1
INV023213,SKU4249,Product_SKU4249,Raw Material,WH07,Pune,4914,109,2577,8866,2024-09-01,22,3.49,1.91,0,0,1
INV023214,SKU1769,Product_SKU1769,Packaging,WH07,Pune,9513,291,7399,4972,2024-09-01,27,17.86,1.29,0,0,1
INV023215,SKU5802,Product_SKU5802,IT Equipment,WH07,Pune,6040,393,4844,7121,2024-09-01,5,8.16,1.25,0,0,1
INV023216,SKU3549,Product_SKU3549,Chemicals,WH07,Pune,600,366,3909,4959,2024-09-01,25,9.46,0.15,0,0,1
INV023217,SKU3683,Product_SKU3683,Chemicals,WH07,Pune,4396,1970,2933,1172,2024-09-01,21,30.03,1.5,0,1,1
INV023218,SKU3187,Product_SKU3187,Packaging,WH07,Pune,1299,383,6096,1752,2024-09-01,4,41.75,0.21,0,0,1
INV023219,SKU1211,Product_SKU1211,IT Equipment,WH07,Pune,2049,794,6875,3101,2024-09-01,25,26.6,0.3,0,0,1
INV023220,SKU5419,Product_SKU5419,Raw Material,WH07,Pune,8122,1174,121,6081,2024-09-01,26,0.24,67.12,0,0,1
INV023221,SKU2145,Product_SKU2145,Textiles,WH07,Pune,8595,1197,4550,4248,2024-09-01,14,12.85,1.89,0,1,1
INV023222,SKU1755,Product_SKU1755,Textiles,WH07,Pune,2105,1281,7997,1875,2024-09-01,29,51.18,0.26,0,0,1
INV023223,SKU2245,Product_SKU2245,Packaging,WH07,Pune,2653,1419,7045,5209,2024-09-01,27,16.23,0.38,0,0,1
INV023224,SKU1831,Product_SKU1831,Raw Material,WH07,Pune,3288,408,7316,2488,2024-09-01,23,35.29,0.45,0,0,1
INV023225,SKU3069,Product_SKU3069,Electronics,WH07,Pune,9787,1844,4231,5559,2024-09-01,9,9.13,2.31,0,0,1
INV023226,SKU1454,Product_SKU1454,Spare Parts,WH07,Pune,7129,195,1239,6438,2024-09-01,23,2.31,5.75,0,0,1
INV023227,SKU1718,Product_SKU1718,IT Equipment,WH07,Pune,7580,1085,7974,8597,2024-09-01,3,11.13,0.95,0,0,1
INV023228,SKU5394,Product_SKU5394,Raw Material,WH07,Pune,5888,1442,5631,8013,2024-09-01,19,8.43,1.05,0,0,1
INV023229,SKU5044,Product_SKU5044,Raw Material,WH07,Pune,5082,1455,4670,5299,2024-09-01,13,10.58,1.09,0,0,1
INV023230,SKU4358,Product_SKU4358,Spare Parts,WH07,Pune,175,1886,3230,5580,2024-09-01,26,6.95,0.05,1,0,1
INV023231,SKU2601,Product_SKU2601,Chemicals,WH07,Pune,1943,1795,2869,6107,2024-09-01,19,5.64,0.68,0,0,1
INV023232,SKU1335,Product_SKU1335,Textiles,WH07,Pune,9941,1671,2855,7294,2024-09-01,15,4.7,3.48,0,0,1
INV023233,SKU4386,Product_SKU4386,Chemicals,WH07,Pune,685,1062,4519,7427,2024-09-01,10,7.3,0.15,1,0,1
INV023234,SKU3259,Product_SKU3259,Textiles,WH07,Pune,4636,179,4337,1449,2024-09-01,8,35.92,1.07,0,1,1
INV023235,SKU5834,Product_SKU5834,Packaging,WH07,Pune,6129,1832,3338,8568,2024-09-01,28,4.68,1.84,0,0,1
INV023236,SKU3253,Product_SKU3253,Packaging,WH07,Pune,3977,1243,5415,5017,2024-09-01,29,12.95,0.73,0,0,1
INV023237,SKU1069,Product_SKU1069,Chemicals,WH07,Pune,9236,1096,5948,2252,2024-09-01,13,31.69,1.55,0,1,1
INV023238,SKU4983,Product_SKU4983,Chemicals,WH07,Pune,6613,560,1110,5534,2024-09-01,27,2.41,5.96,0,0,1
INV023239,SKU4508,Product_SKU4508,Machinery,WH07,Pune,9327,1572,4952,8345,2024-09-01,3,7.12,1.88,0,0,1
INV023240,SKU5405,Product_SKU5405,Packaging,WH07,Pune,4006,332,757,2088,2024-09-01,4,4.35,5.29,0,0,1
INV023241,SKU2027,Product_SKU2027,Textiles,WH07,Pune,7734,645,4878,6358,2024-09-01,11,9.21,1.59,0,0,1
INV023242,SKU4317,Product_SKU4317,Textiles,WH07,Pune,2090,1078,1324,4248,2024-09-01,21,3.74,1.58,0,0,1
INV023243,SKU1989,Product_SKU1989,Raw Material,WH07,Pune,2345,805,3717,2293,2024-09-01,9,19.45,0.63,0,0,1
INV023244,SKU5287,Product_SKU5287,Machinery,WH07,Pune,8686,1318,7009,7701,2024-09-01,15,10.92,1.24,0,0,1
INV023245,SKU1956,Product_SKU1956,Raw Material,WH07,Pune,9271,457,7967,955,2024-09-01,18,100.11,1.16,0,1,1
INV023246,SKU4510,Product_SKU4510,IT Equipment,WH07,Pune,4025,199,5737,2436,2024-09-01,18,28.26,0.7,0,0,1
INV023247,SKU3496,Product_SKU3496,Packaging,WH07,Pune,928,592,4601,8270,2024-09-01,21,6.68,0.2,0,0,1
INV023248,SKU5956,Product_SKU5956,Textiles,WH07,Pune,6512,676,4016,625,2024-09-01,27,77.11,1.62,0,1,1
INV023249,SKU1622,Product_SKU1622,Electronics,WH07,Pune,9267,770,4911,1793,2024-09-01,22,32.87,1.89,0,1,1
INV023250,SKU5387,Product_SKU5387,Raw Material,WH07,Pune,4772,164,6062,2799,2024-09-01,8,25.99,0.79,0,0,1
INV023251,SKU3488,Product_SKU3488,Chemicals,WH07,Pune,4100,1810,5043,1850,2024-09-01,14,32.71,0.81,0,1,1
