Return_ID,PO_ID,Vendor_ID,Product_SKU,Product_Category,Return_Date,Return_Reason,Return_Qty,Unit_Price_INR,Return_Value,High_Value_Return,Approved_By,Refund_Status,Return_Month
RET0000429,PO0042677,VND00112,SKU4715,Raw Material,2022-07-11,Damaged Packaging,108,4619.81,498939.48,0,Manager_C,Processed,2022-07
RET0004960,PO0009751,VND00461,SKU1612,Raw Material,2021-12-14,Expired Product,333,4903.83,1632975.39,1,Manager_A,Pending,2021-12
RET0002869,PO0041798,VND00414,SKU3209,Textiles,2023-07-24,Wrong Quantity,109,4569.63,498089.67,0,Manager_C,Pending,2023-07
RET0004436,PO0041478,VND00241,SKU4660,Raw Material,2022-05-23,Wrong Item Delivered,408,560.28,228594.24,0,Unassigned,Pending,2022-05
RET0002655,PO0028826,VND00989,SKU1364,Spare Parts,2023-03-22,Expired Product,309,1314.46,406168.14,0,Manager_B,Processed,2023-03
RET0003080,PO0037893,VND00730,SKU1883,Electronics,2022-11-27,Wrong Item Delivered,475,636.31,302247.25,0,Manager_C,Rejected,2022-11
RET0002586,PO0040124,VND00867,SKU1723,IT Equipment,2024-07-14,Quality Failure,192,693.66,133182.72,0,Manager_B,Processed,2024-07
RET0004941,PO0025326,VND00680,SKU2842,Packaging,2023-04-22,Unknown,197,2288.42,450818.74,0,Manager_B,Processed,2023-04
RET0000713,PO0037464,VND00500,SKU5721,Packaging,2023-10-11,Wrong Item Delivered,93,414.3,38529.9,0,Manager_A,Processed,2023-10
RET0001154,PO0000485,VND00943,SKU3176,IT Equipment,2021-05-13,Wrong Quantity,402,4711.54,1894039.08,1,Manager_C,Rejected,2021-05
RET0001382,PO0039977,VND00197,SKU3314,IT Equipment,2021-09-08,Damaged Packaging,5,4186.72,20933.6,0,Unassigned,Processed,2021-09
RET0001586,PO0003061,VND00180,SKU4309,Textiles,2024-01-07,Defective Item,470,4956.05,2329343.5,1,Manager_A,Pending,2024-01
RET0004159,PO0023510,VND00904,SKU2505,Electronics,2021-10-26,Expired Product,290,327.12,94864.8,0,Manager_B,Processed,2021-10
RET0004016,PO0045929,VND00173,SKU5071,Packaging,2023-12-27,Wrong Item Delivered,30,3989.65,119689.5,0,Manager_A,Rejected,2023-12
RET0000796,PO0012026,VND00547,SKU2994,Textiles,2024-05-14,Overshipment,253,145.59,36834.27,0,Manager_B,Processed,2024-05
RET0003502,PO0016133,VND00392,SKU3558,Textiles,2024-07-16,Expired Product,460,1537.43,707217.8,0,Unassigned,Processed,2024-07
RET0001425,PO0014986,VND00153,SKU1422,Raw Material,2021-02-09,Expired Product,288,1787.9,514915.2,0,Unassigned,Processed,2021-02
RET0002180,PO0022732,VND00648,SKU4914,Machinery,2022-03-19,Wrong Item Delivered,233,965.69,225005.77,0,Manager_C,Processed,2022-03
RET0004502,PO0008789,VND00668,SKU4058,Machinery,2024-09-06,Wrong Item Delivered,178,411.39,73227.42,0,Manager_B,Unknown,2024-09
RET0001042,PO0024051,VND00230,SKU5744,Chemicals,2024-09-27,Quality Failure,363,3521.09,1278155.67,0,Manager_A,Processed,2024-09
RET0003553,PO0004764,VND00554,SKU3665,Packaging,2022-07-10,Damaged Packaging,460,31.83,14641.8,0,Manager_C,Pending,2022-07
RET0001269,PO0001767,VND00335,SKU4285,Electronics,2023-09-23,Wrong Quantity,465,4335.09,2015816.85,1,Manager_A,Rejected,2023-09
RET0000291,PO0040750,VND00078,SKU3733,Machinery,2023-08-14,Overshipment,135,1860.96,251229.6,0,Unassigned,Processed,2023-08
RET0002268,PO0017703,VND00158,SKU3197,Textiles,2021-08-28,Quality Failure,133,854.5,113648.5,0,Manager_C,Processed,2021-08
RET0004828,PO0017083,VND00488,SKU1064,Packaging,2024-10-01,Overshipment,444,4648.04,2063729.76,1,Manager_A,Pending,2024-10
RET0004812,PO0011973,VND00673,SKU4292,Packaging,2022-03-29,Quality Failure,464,1303.71,604921.44,0,Unassigned,Rejected,2022-03
RET0001372,PO0011635,VND00398,SKU2226,Machinery,2022-01-26,Damaged Packaging,117,657.36,76911.12,0,Manager_A,Rejected,2022-01
RET0002936,PO0016230,VND00157,SKU5034,Chemicals,2023-01-13,Unknown,169,4353.3,735707.7,0,Manager_B,Processed,2023-01
RET0000502,PO0020397,VND00192,SKU4800,Textiles,2023-02-03,Damaged Packaging,262,1842.54,482745.48,0,Manager_C,Rejected,2023-02
RET0000137,PO0022344,VND00927,SKU3875,Chemicals,2024-10-21,Wrong Quantity,3,4441.37,13324.11,0,Manager_B,Processed,2024-10
RET0002998,PO0019208,VND00385,SKU5643,Chemicals,2023-02-07,Wrong Item Delivered,424,579.24,245597.76,0,Manager_A,Pending,2023-02
RET0001863,PO0020948,VND00913,SKU5652,Electronics,2021-03-11,Defective Item,376,979.75,368386.0,0,Unassigned,Pending,2021-03
RET0003726,PO0042510,VND00283,SKU1176,Raw Material,2024-03-25,Damaged Packaging,3,1646.37,4939.11,0,Manager_A,Rejected,2024-03
RET0001788,PO0045608,VND00814,SKU2910,Raw Material,2022-04-03,Quality Failure,431,343.58,148082.98,0,Manager_B,Processed,2022-04
RET0002752,PO0028343,VND00782,SKU2273,Machinery,2021-02-19,Expired Product,497,2424.23,1204842.31,0,Manager_A,Processed,2021-02
RET0003627,PO0018583,VND00558,SKU1069,Machinery,2022-04-21,Overshipment,351,2623.82,920960.82,0,Manager_B,Processed,2022-04
RET0001356,PO0005382,VND00657,SKU4751,Textiles,2022-07-11,Damaged Packaging,155,2382.39,369270.45,0,Manager_B,Pending,2022-07
RET0004350,PO0017925,VND00392,SKU5156,Electronics,2023-07-10,Overshipment,186,3979.97,740274.42,0,Unassigned,Rejected,2023-07
RET0001035,PO0045237,VND00616,SKU5822,Chemicals,2024-02-11,Wrong Item Delivered,364,2831.85,1030793.4,0,Manager_A,Processed,2024-02
RET0000194,PO0025670,VND00932,SKU3452,Raw Material,2023-12-31,Wrong Item Delivered,359,1815.15,651638.85,0,Manager_B,Processed,2023-12
RET0003349,PO0016147,VND00350,SKU1044,Chemicals,2021-07-29,Expired Product,177,2171.67,384385.59,0,Manager_B,Rejected,2021-07
RET0004445,PO0004604,VND00101,SKU3680,Machinery,2024-01-26,Wrong Item Delivered,129,3627.7,467973.3,0,Manager_B,Processed,2024-01
RET0004099,PO0006991,VND00390,SKU2078,IT Equipment,2022-02-14,Defective Item,405,3425.4,1387287.0,0,Manager_A,Processed,2022-02
RET0001409,PO0011445,VND00422,SKU4958,Machinery,2021-11-28,Overshipment,470,3604.65,1694185.5,1,Manager_C,Processed,2021-11
RET0004500,PO0022997,VND00327,SKU2504,Machinery,2023-06-17,Expired Product,412,3762.39,1550104.68,1,Manager_A,Pending,2023-06
RET0000444,PO0045645,VND00526,SKU3096,Machinery,2023-12-09,Overshipment,462,472.98,218516.76,0,Manager_C,Pending,2023-12
RET0002151,PO0043252,VND00818,SKU3750,Spare Parts,2022-04-28,Wrong Item Delivered,226,1631.34,368682.84,0,Unassigned,Pending,2022-04
RET0000759,PO0037234,VND00698,SKU1628,Packaging,2024-11-21,Damaged Packaging,142,3418.48,485424.16,0,Manager_A,Processed,2024-11
RET0001080,PO0017849,VND00829,SKU4299,Machinery,2021-05-06,Unknown,370,142.71,52802.7,0,Manager_A,Pending,2021-05
RET0004156,PO0005703,VND00613,SKU1846,Packaging,2023-03-11,Expired Product,389,4247.9,1652433.1,1,Manager_A,Pending,2023-03
RET0000063,PO0029441,VND00855,SKU1828,IT Equipment,2023-06-20,Damaged Packaging,375,4344.25,1629093.75,1,Manager_B,Processed,2023-06
RET0000572,PO0020048,VND00899,SKU2690,Machinery,2023-01-28,Quality Failure,470,2145.12,1008206.4,0,Manager_C,Pending,2023-01
RET0001227,PO0031965,VND00215,SKU2565,Packaging,2021-04-24,Expired Product,232,920.75,213614.0,0,Manager_B,Pending,2021-04
RET0002748,PO0007702,VND00443,SKU4697,Chemicals,2024-11-25,Overshipment,425,1109.8,471665.0,0,Manager_C,Processed,2024-11
RET0001542,PO0037248,VND00702,SKU4067,Textiles,2024-02-19,Quality Failure,62,2901.48,179891.76,0,Manager_B,Pending,2024-02
RET0001007,PO0002259,VND00380,SKU5208,Spare Parts,2023-10-11,Wrong Item Delivered,425,893.2,379610.0,0,Manager_B,Processed,2023-10
RET0003388,PO0042983,VND00404,SKU2747,Electronics,2023-08-25,Wrong Quantity,255,1667.24,425146.2,0,Manager_A,Rejected,2023-08
RET0003027,PO0020545,VND00249,SKU5622,IT Equipment,2024-12-12,Expired Product,198,4591.69,909154.62,0,Manager_A,Pending,2024-12
RET0000349,PO0031184,VND00257,SKU1140,Packaging,2023-06-13,Unknown,159,1897.51,301704.09,0,Unassigned,Processed,2023-06
RET0002565,PO0041187,VND00550,SKU4475,Spare Parts,2021-08-01,Wrong Item Delivered,130,3096.49,402543.7,0,Manager_A,Processed,2021-08
RET0004570,PO0004301,VND00290,SKU3551,IT Equipment,2024-09-02,Overshipment,431,1725.53,743703.43,0,Manager_B,Pending,2024-09
RET0000196,PO0049557,VND00894,SKU2876,Spare Parts,2023-03-06,Wrong Quantity,390,2913.69,1136339.1,0,Manager_C,Pending,2023-03
RET0004520,PO0025728,VND00859,SKU4477,Electronics,2022-07-16,Damaged Packaging,309,3253.34,1005282.06,0,Unassigned,Processed,2022-07
RET0003813,PO0006332,VND00591,SKU2181,Textiles,2022-11-09,Wrong Item Delivered,168,4138.5,695268.0,0,Manager_A,Pending,2022-11
RET0001384,PO0040980,VND00032,SKU3564,Chemicals,2021-11-28,Unknown,78,1478.84,115349.52,0,Manager_C,Pending,2021-11
RET0001004,PO0041215,VND00752,SKU1589,Spare Parts,2021-12-21,Damaged Packaging,388,2068.66,802640.08,0,Unassigned,Pending,2021-12
RET0001331,PO0040719,VND00573,SKU2055,Electronics,2024-05-30,Wrong Item Delivered,316,4361.82,1378335.12,0,Manager_A,Processed,2024-05
RET0000103,PO0026756,VND01000,SKU4438,Textiles,2023-09-16,Overshipment,24,4591.88,110205.12,0,Manager_C,Processed,2023-09
RET0003181,PO0030951,VND00261,SKU3012,Raw Material,2024-03-14,Unknown,469,2684.54,1259049.26,0,Manager_C,Processed,2024-03
RET0000475,PO0044960,VND00498,SKU1930,Raw Material,2021-07-15,Wrong Quantity,131,3249.63,425701.53,0,Manager_C,Processed,2021-07
RET0001360,PO0017747,VND00697,SKU2041,IT Equipment,2021-05-22,Damaged Packaging,242,209.75,50759.5,0,Manager_B,Pending,2021-05
RET0002365,PO0012795,VND00382,SKU3978,Raw Material,2021-01-23,Defective Item,425,4790.4,2035920.0,1,Manager_A,Processed,2021-01
RET0002390,PO0047313,VND00694,SKU3276,Textiles,2022-08-04,Expired Product,462,3416.28,1578321.36,1,Manager_C,Processed,2022-08
RET0000846,PO0031494,VND00156,SKU1305,Raw Material,2023-06-27,Quality Failure,412,2356.19,970750.28,0,Unassigned,Pending,2023-06
RET0001804,PO0046518,VND00552,SKU3617,IT Equipment,2023-07-07,Expired Product,285,286.43,81632.55,0,Manager_B,Processed,2023-07
RET0000187,PO0002738,VND00314,SKU5969,Packaging,2023-09-15,Wrong Quantity,254,3079.41,782170.14,0,Unassigned,Processed,2023-09
RET0000704,PO0038908,VND00099,SKU1752,Packaging,2024-06-05,Wrong Item Delivered,390,3694.24,1440753.6,0,Manager_A,Rejected,2024-06
RET0003322,PO0006666,VND00302,SKU1966,IT Equipment,2024-06-14,Defective Item,394,4412.01,1738331.94,1,Manager_B,Rejected,2024-06
RET0003881,PO0033374,VND00404,SKU2190,Textiles,2022-12-17,Defective Item,13,2876.48,37394.24,0,Unassigned,Rejected,2022-12
RET0002133,PO0006746,VND00284,SKU5049,Electronics,2021-10-20,Wrong Quantity,152,1339.56,203613.12,0,Manager_A,Pending,2021-10
RET0004134,PO0009232,VND00783,SKU4218,Machinery,2024-04-25,Overshipment,349,1568.06,547252.94,0,Manager_B,Pending,2024-04
RET0003628,PO0030555,VND00503,SKU2087,IT Equipment,2024-08-10,Expired Product,206,2873.28,591895.68,0,Manager_B,Processed,2024-08
RET0000645,PO0000299,VND00152,SKU2948,IT Equipment,2023-11-27,Wrong Item Delivered,313,3992.61,1249686.93,0,Manager_C,Pending,2023-11
RET0003901,PO0020555,VND00947,SKU1293,Raw Material,2022-08-28,Wrong Quantity,14,550.86,7712.04,0,Manager_A,Processed,2022-08
RET0003264,PO0001686,VND00403,SKU4518,Textiles,2022-09-25,Damaged Packaging,71,4506.32,319948.72,0,Unassigned,Processed,2022-09
RET0004680,PO0002782,VND00647,SKU2694,Textiles,2022-12-31,Wrong Quantity,447,2320.0,1037040.0,0,Manager_A,Rejected,2022-12
RET0001280,PO0031199,VND00600,SKU2530,Chemicals,2024-03-18,Expired Product,355,13.2,4686.0,0,Manager_B,Rejected,2024-03
RET0004450,PO0007449,VND00226,SKU4695,Textiles,2022-01-17,Expired Product,292,226.01,65994.92,0,Unassigned,Processed,2022-01
RET0001097,PO0017606,VND00497,SKU2493,Raw Material,2021-04-10,Overshipment,297,74.82,22221.54,0,Manager_A,Processed,2021-04
RET0000443,PO0034328,VND00132,SKU2454,Chemicals,2022-05-15,Quality Failure,211,2114.73,446208.03,0,Unassigned,Pending,2022-05
RET0004901,PO0007359,VND00633,SKU5995,IT Equipment,2023-12-06,Quality Failure,53,3820.67,202495.51,0,Unassigned,Rejected,2023-12
RET0001512,PO0005685,VND00649,SKU2281,Spare Parts,2023-08-02,Overshipment,207,4619.35,956205.45,0,Manager_B,Pending,2023-08
RET0003118,PO0046192,VND00974,SKU5269,Machinery,2023-12-19,Defective Item,379,153.9,58328.1,0,Manager_A,Rejected,2023-12
RET0001453,PO0047223,VND00784,SKU4544,Raw Material,2022-02-27,Expired Product,42,2611.63,109688.46,0,Manager_A,Rejected,2022-02
RET0004344,PO0025746,VND00805,SKU5704,Textiles,2023-10-21,Overshipment,308,2478.41,763350.28,0,Manager_C,Pending,2023-10
RET0004786,PO0007472,VND00372,SKU2689,IT Equipment,2022-09-29,Wrong Quantity,260,4419.22,1148997.2,0,Manager_B,Pending,2022-09
RET0004091,PO0029577,VND00729,SKU2879,Chemicals,2021-07-20,Wrong Quantity,174,3955.95,688335.3,0,Manager_B,Processed,2021-07
RET0000110,PO0043083,VND00322,SKU3394,Raw Material,2022-03-19,Defective Item,489,4441.58,2171932.62,1,Manager_A,Processed,2022-03
RET0002227,PO0048063,VND00860,SKU1195,Raw Material,2023-06-18,Expired Product,488,2173.46,1060648.48,0,Manager_A,Processed,2023-06
RET0003104,PO0046588,VND00850,SKU2049,Spare Parts,2023-02-20,Wrong Quantity,492,343.91,169203.72,0,Manager_B,Pending,2023-02
RET0002075,PO0015313,VND00668,SKU3530,Electronics,2021-05-12,Damaged Packaging,203,262.67,53322.01,0,Manager_B,Pending,2021-05
RET0000646,PO0035664,VND00685,SKU3747,Packaging,2022-08-24,Damaged Packaging,498,4235.09,2109074.82,1,Manager_B,Processed,2022-08
RET0000984,PO0045157,VND00651,SKU4855,Chemicals,2022-01-19,Damaged Packaging,290,3398.82,985657.8,0,Manager_B,Processed,2022-01
RET0004681,PO0019160,VND00002,SKU5961,Raw Material,2022-08-19,Overshipment,277,3967.72,1099058.44,0,Manager_A,Pending,2022-08
RET0000725,PO0046641,VND00050,SKU1586,Spare Parts,2021-10-25,Expired Product,269,2186.52,588173.88,0,Unassigned,Processed,2021-10
RET0004161,PO0030530,VND00491,SKU4897,Electronics,2024-11-18,Damaged Packaging,496,2478.06,1229117.76,0,Unassigned,Processed,2024-11
RET0000762,PO0028585,VND00656,SKU1132,Packaging,2024-12-02,Wrong Quantity,301,4204.38,1265518.38,0,Manager_B,Processed,2024-12
RET0001828,PO0040571,VND00024,SKU2626,IT Equipment,2024-03-29,Damaged Packaging,431,2653.28,1143563.68,0,Manager_C,Pending,2024-03
RET0003831,PO0035935,VND00726,SKU5132,Spare Parts,2024-02-15,Defective Item,173,1174.7,203223.1,0,Manager_C,Pending,2024-02
RET0002475,PO0029347,VND00686,SKU3956,Spare Parts,2023-01-22,Unknown,212,1102.38,233704.56,0,Manager_A,Processed,2023-01
RET0000455,PO0047734,VND00409,SKU3285,Electronics,2021-08-31,Quality Failure,229,238.43,54600.47,0,Manager_A,Processed,2021-08
RET0002541,PO0028227,VND00964,SKU5289,Packaging,2023-10-17,Damaged Packaging,176,1488.43,261963.68,0,Manager_C,Processed,2023-10
RET0002022,PO0011316,VND00939,SKU5221,Packaging,2023-05-23,Expired Product,308,3499.0,1077692.0,0,Manager_A,Pending,2023-05
RET0004922,PO0036535,VND00310,SKU1003,IT Equipment,2021-08-06,Damaged Packaging,475,3841.12,1824532.0,1,Unassigned,Pending,2021-08
RET0003297,PO0011440,VND00544,SKU2185,Raw Material,2024-07-14,Quality Failure,417,11.75,4899.75,0,Unassigned,Rejected,2024-07
RET0002192,PO0045566,VND00011,SKU5705,Machinery,2022-05-29,Defective Item,245,4538.8,1112006.0,0,Unassigned,Processed,2022-05
RET0000133,PO0019323,VND00734,SKU5935,Machinery,2023-07-22,Defective Item,212,3698.48,784077.76,0,Manager_B,Processed,2023-07
RET0000053,PO0020800,VND00322,SKU4103,IT Equipment,2024-03-16,Quality Failure,361,4359.67,1573840.87,1,Manager_C,Rejected,2024-03
RET0000767,PO0008503,VND00809,SKU4045,Electronics,2022-06-15,Wrong Item Delivered,44,3219.83,141672.52,0,Manager_C,Pending,2022-06
RET0003188,PO0033416,VND00614,SKU2165,Electronics,2021-02-16,Wrong Quantity,280,886.21,248138.8,0,Manager_C,Pending,2021-02
RET0002082,PO0028440,VND00824,SKU5281,IT Equipment,2022-11-11,Quality Failure,253,4351.25,1100866.25,0,Unassigned,Pending,2022-11
RET0004455,PO0021832,VND00494,SKU2983,Raw Material,2024-07-02,Wrong Item Delivered,451,52.8,23812.8,0,Unassigned,Rejected,2024-07
RET0004774,PO0022703,VND00189,SKU3583,Electronics,2022-03-08,Defective Item,381,3078.2,1172794.2,0,Unassigned,Rejected,2022-03
RET0001644,PO0002904,VND00756,SKU1383,Spare Parts,2023-12-07,Wrong Quantity,58,4507.22,261418.76,0,Manager_B,Pending,2023-12
RET0003015,PO0020175,VND00831,SKU2579,Spare Parts,2024-04-19,Defective Item,299,4549.61,1360333.39,0,Manager_A,Processed,2024-04
RET0004957,PO0042729,VND00883,SKU4233,Chemicals,2022-07-05,Overshipment,458,4882.79,2236317.82,1,Manager_C,Pending,2022-07
RET0000487,PO0010190,VND00626,SKU3926,Spare Parts,2024-12-10,Damaged Packaging,147,476.34,70021.98,0,Manager_C,Processed,2024-12
RET0002733,PO0037316,VND00284,SKU5061,Chemicals,2023-06-29,Damaged Packaging,169,3938.61,665625.09,0,Manager_B,Pending,2023-06
RET0000938,PO0012582,VND00021,SKU5465,Spare Parts,2022-12-07,Expired Product,481,1207.49,580802.69,0,Unassigned,Processed,2022-12
RET0003899,PO0039500,VND00178,SKU5356,IT Equipment,2024-02-01,Wrong Quantity,383,4600.77,1762094.91,1,Manager_C,Pending,2024-02
RET0001695,PO0037705,VND00233,SKU5533,Machinery,2022-03-11,Quality Failure,347,4740.36,1644904.92,1,Manager_A,Rejected,2022-03
RET0000438,PO0017157,VND00900,SKU3436,Electronics,2024-10-21,Damaged Packaging,96,983.25,94392.0,0,Manager_C,Processed,2024-10
RET0001865,PO0028443,VND00549,SKU5847,Raw Material,2022-01-18,Overshipment,473,1466.14,693484.22,0,Manager_C,Processed,2022-01
RET0001719,PO0025968,VND00732,SKU1039,Packaging,2023-04-12,Quality Failure,73,3354.58,244884.34,0,Manager_C,Processed,2023-04
RET0001263,PO0008149,VND00318,SKU1475,Packaging,2021-04-01,Defective Item,342,639.04,218551.68,0,Manager_C,Pending,2021-04
RET0003998,PO0044972,VND00349,SKU2607,Spare Parts,2021-08-30,Unknown,98,2617.07,256472.86,0,Manager_C,Processed,2021-08
RET0003003,PO0030203,VND00725,SKU2965,IT Equipment,2021-05-16,Expired Product,309,1187.36,366894.24,0,Manager_C,Pending,2021-05
RET0002690,PO0016024,VND00359,SKU5889,Raw Material,2022-03-03,Defective Item,319,4907.8,1565588.2,1,Unassigned,Rejected,2022-03
RET0003345,PO0032659,VND00010,SKU5213,Electronics,2024-05-16,Wrong Item Delivered,35,4619.19,161671.65,0,Manager_A,Pending,2024-05
RET0001660,PO0022754,VND00361,SKU5984,Machinery,2022-02-21,Wrong Item Delivered,6,1838.63,11031.78,0,Unassigned,Pending,2022-02
RET0004070,PO0038187,VND00406,SKU3105,Electronics,2022-05-10,Unknown,420,3724.03,1564092.6,1,Manager_C,Processed,2022-05
RET0003199,PO0026108,VND00074,SKU1175,Textiles,2021-05-20,Defective Item,51,3550.82,181091.82,0,Manager_C,Pending,2021-05
RET0002057,PO0017757,VND00990,SKU2059,Textiles,2023-03-22,Wrong Quantity,173,514.01,88923.73,0,Unassigned,Processed,2023-03
RET0001102,PO0039851,VND00311,SKU4352,Electronics,2022-06-28,Wrong Item Delivered,327,3673.8,1201332.6,0,Manager_B,Processed,2022-06
RET0003949,PO0031385,VND00674,SKU4240,Chemicals,2021-01-08,Wrong Quantity,111,4896.34,543493.74,0,Unassigned,Processed,2021-01
RET0002711,PO0032133,VND00680,SKU1032,Textiles,2024-09-26,Overshipment,208,4178.02,869028.16,0,Unassigned,Processed,2024-09
RET0003692,PO0033881,VND00218,SKU3637,Raw Material,2023-04-01,Defective Item,110,4532.31,498554.1,0,Unassigned,Processed,2023-04
RET0001226,PO0012696,VND00112,SKU1978,Raw Material,2021-05-23,Quality Failure,122,1733.44,211479.68,0,Manager_C,Processed,2021-05
RET0004182,PO0016413,VND00182,SKU1650,Raw Material,2022-09-10,Quality Failure,353,1583.12,558841.36,0,Manager_A,Pending,2022-09
RET0002430,PO0004355,VND00151,SKU5265,Chemicals,2021-05-25,Wrong Quantity,138,4722.08,651647.04,0,Manager_B,Processed,2021-05
RET0000875,PO0024023,VND00057,SKU1483,Machinery,2022-11-04,Wrong Item Delivered,449,1420.84,637957.16,0,Manager_C,Pending,2022-11
RET0002383,PO0035964,VND00774,SKU2127,Raw Material,2023-10-24,Damaged Packaging,254,3692.24,937828.96,0,Unassigned,Processed,2023-10
RET0001250,PO0042386,VND00375,SKU5196,IT Equipment,2022-02-09,Damaged Packaging,386,4309.25,1663370.5,1,Manager_A,Rejected,2022-02
RET0001289,PO0013352,VND00722,SKU2749,Packaging,2024-08-06,Overshipment,413,2542.42,1050019.46,0,Manager_A,Processed,2024-08
RET0003071,PO0002038,VND00614,SKU4938,Chemicals,2021-09-18,Quality Failure,475,4564.92,2168337.0,1,Unassigned,Processed,2021-09
RET0002077,PO0000498,VND00936,SKU5978,Electronics,2022-08-20,Overshipment,113,1110.24,125457.12,0,Manager_C,Rejected,2022-08
RET0002546,PO0022902,VND00754,SKU4730,Raw Material,2021-11-17,Expired Product,345,4891.58,1687595.1,1,Manager_A,Pending,2021-11
RET0002884,PO0029949,VND00005,SKU1736,Electronics,2023-02-06,Wrong Item Delivered,244,1828.93,446258.92,0,Manager_C,Processed,2023-02
RET0001129,PO0041502,VND00667,SKU5626,Raw Material,2023-03-20,Expired Product,465,1237.84,575595.6,0,Unassigned,Rejected,2023-03
RET0004144,PO0035527,VND00870,SKU2035,Raw Material,2023-10-25,Wrong Item Delivered,459,1039.11,476951.49,0,Manager_B,Unknown,2023-10
RET0001411,PO0004627,VND00157,SKU3282,IT Equipment,2021-11-26,Wrong Quantity,304,4685.91,1424516.64,0,Unassigned,Pending,2021-11
RET0004704,PO0038366,VND00919,SKU3912,Textiles,2021-06-04,Damaged Packaging,174,1069.43,186080.82,0,Manager_B,Pending,2021-06
RET0002197,PO0010460,VND00524,SKU4156,Machinery,2021-06-02,Wrong Quantity,145,336.24,48754.8,0,Manager_A,Processed,2021-06
RET0002343,PO0007734,VND00047,SKU2957,IT Equipment,2021-07-27,Defective Item,334,2917.98,974605.32,0,Manager_B,Pending,2021-07
RET0003103,PO0022435,VND00671,SKU3340,IT Equipment,2023-12-26,Wrong Quantity,104,2984.94,310433.76,0,Manager_A,Pending,2023-12
RET0001784,PO0006293,VND00464,SKU5274,Spare Parts,2023-12-28,Unknown,297,4219.61,1253224.17,0,Manager_C,Processed,2023-12
RET0002665,PO0003591,VND00208,SKU4400,Machinery,2022-07-30,Defective Item,185,2350.55,434851.75,0,Manager_B,Processed,2022-07
RET0002373,PO0035708,VND00190,SKU4195,Machinery,2021-11-28,Unknown,354,452.31,160117.74,0,Manager_A,Processed,2021-11
RET0002364,PO0005705,VND00101,SKU4832,Machinery,2021-01-17,Wrong Item Delivered,348,996.84,346900.32,0,Manager_B,Pending,2021-01
RET0002529,PO0036760,VND00064,SKU2049,Packaging,2023-04-29,Quality Failure,484,4393.29,2126352.36,1,Manager_A,Processed,2023-04
RET0003210,PO0032325,VND00328,SKU5092,Packaging,2022-07-10,Wrong Item Delivered,260,4696.07,1220978.2,0,Manager_C,Pending,2022-07
RET0003804,PO0030183,VND00895,SKU4077,Packaging,2023-06-10,Expired Product,387,267.98,103708.26,0,Manager_A,Processed,2023-06
RET0002798,PO0001556,VND00435,SKU4518,Electronics,2021-03-03,Quality Failure,101,4503.41,454844.41,0,Manager_C,Pending,2021-03
RET0002871,PO0005028,VND00529,SKU2059,Packaging,2021-07-13,Wrong Item Delivered,211,1483.12,312938.32,0,Manager_A,Pending,2021-07
RET0001159,PO0038907,VND00173,SKU1444,Machinery,2023-11-25,Wrong Item Delivered,344,909.89,313002.16,0,Unassigned,Processed,2023-11
RET0003373,PO0032248,VND00271,SKU1314,Packaging,2021-06-24,Damaged Packaging,418,2494.86,1042851.48,0,Manager_C,Pending,2021-06
RET0001912,PO0031614,VND00619,SKU3965,Chemicals,2021-12-14,Overshipment,387,1179.21,456354.27,0,Manager_C,Processed,2021-12
RET0003099,PO0010414,VND00024,SKU1674,Chemicals,2024-02-15,Wrong Quantity,356,3793.26,1350400.56,0,Unassigned,Rejected,2024-02
RET0002943,PO0029150,VND00077,SKU1360,Electronics,2022-02-23,Expired Product,462,2063.71,953434.02,0,Manager_A,Processed,2022-02
RET0001109,PO0014348,VND00099,SKU2699,IT Equipment,2021-11-07,Wrong Quantity,94,2041.04,191857.76,0,Manager_A,Processed,2021-11
RET0001979,PO0002659,VND00313,SKU5505,Chemicals,2022-07-08,Wrong Item Delivered,449,296.36,133065.64,0,Manager_B,Processed,2022-07
RET0004246,PO0026580,VND00959,SKU3673,Spare Parts,2021-10-06,Wrong Quantity,48,374.01,17952.48,0,Manager_A,Processed,2021-10
RET0001122,PO0003042,VND00198,SKU4622,Textiles,2023-02-11,Overshipment,130,2556.73,332374.9,0,Manager_B,Pending,2023-02
RET0000388,PO0035669,VND00881,SKU4023,IT Equipment,2024-04-13,Quality Failure,77,2117.35,163035.95,0,Unassigned,Processed,2024-04
RET0003302,PO0039012,VND00138,SKU4807,Spare Parts,2024-07-25,Defective Item,31,3417.89,105954.59,0,Manager_C,Rejected,2024-07
RET0001709,PO0002580,VND00537,SKU5973,IT Equipment,2024-01-08,Overshipment,237,4189.32,992868.84,0,Manager_B,Pending,2024-01
RET0004740,PO0022634,VND00830,SKU5295,Electronics,2021-04-26,Wrong Quantity,407,4868.14,1981332.98,1,Manager_C,Processed,2021-04
RET0003488,PO0036237,VND00957,SKU4820,Packaging,2024-10-10,Defective Item,207,3071.54,635808.78,0,Manager_B,Pending,2024-10
RET0004325,PO0013781,VND00539,SKU2613,Textiles,2024-01-26,Wrong Item Delivered,379,2162.5,819587.5,0,Manager_C,Processed,2024-01
RET0003175,PO0012256,VND00149,SKU4552,Electronics,2023-07-15,Damaged Packaging,431,1749.54,754051.74,0,Unassigned,Processed,2023-07
RET0004380,PO0014615,VND00940,SKU3576,Textiles,2024-04-18,Wrong Item Delivered,194,699.92,135784.48,0,Manager_C,Pending,2024-04
