Shipment_ID,PO_ID,Vendor_ID,Shipment_Mode,Carrier_Name,Dispatch_Date,Delivered_Date,Freight_Cost_INR,Shipment_Weight_KG,Freight_Cost_Per_KG,Origin_Country,Destination_Warehouse,Damage_Flag,Transit_Days,Month_Start
SHP00014340,PO0001125,VND00439,Road,FedEx,2023-05-29,,1350.2,5195.3,0.26,Bangladesh,WH02,No,,2023-05-01
SHP00014341,PO0016349,VND00096,Air,Ecom Express,2023-04-04,2023-04-21,231065.49,16218.7,14.25,USA,WH07,No,17,2023-04-01
SHP00014342,PO0032344,VND00277,Air,DHL,2023-10-07,2023-10-16,214293.12,42.9,4995.18,China,WH05,No,9,2023-10-01
SHP00014343,PO0040634,VND00244,Road,Hapag-Lloyd,2023-07-12,2023-07-13,91247.29,14080.3,6.48,China,WH09,No,1,2023-07-01
SHP00014344,PO0044412,VND00886,Road,FedEx,2024-11-19,2024-12-24,206198.38,7418.9,27.79,USA,WH05,No,35,2024-11-01
SHP00014345,PO0029650,VND00974,Air,BlueDart,2023-11-29,2023-12-01,38694.94,705.6,54.84,India,WH05,Yes,2,2023-11-01
SHP00014346,PO0007616,VND00077,Air,Hapag-Lloyd,2021-09-22,2021-10-22,74116.67,11325.4,6.54,Bangladesh,WH09,No,30,2021-09-01
SHP00014347,PO0029055,VND00340,Rail,Maersk,2024-01-02,2024-01-26,114672.99,13729.7,8.35,China,WH03,Yes,24,2024-01-01
SHP00014348,PO0045578,VND00847,Sea,DHL,2024-07-05,2024-07-14,47810.52,978.9,48.84,Malaysia,WH01,No,9,2024-07-01
SHP00014349,PO0017954,VND00652,Sea,DTDC,2021-05-25,2021-06-23,32575.52,7867.2,4.14,Germany,WH05,No,29,2021-05-01
SHP00014350,PO0007948,VND00641,Road,Ecom Express,2022-02-09,2022-02-23,41139.31,12438.2,3.31,China,WH05,Yes,14,2022-02-01
SHP00014351,PO0037960,VND00739,Air,BlueDart,2024-10-23,2024-11-14,156835.03,2802.1,55.97,Germany,WH01,No,22,2024-10-01
SHP00014352,PO0041080,VND00258,Air,DHL,2024-07-31,2024-08-09,245659.1,19538.2,12.57,Malaysia,WH02,No,9,2024-07-01
SHP00014353,PO0007711,VND00826,Road,BlueDart,2021-07-06,2021-07-19,231443.12,14538.6,15.92,Vietnam,WH02,No,13,2021-07-01
SHP00014354,PO0007977,VND00486,Sea,FedEx,2021-12-26,2022-01-22,156048.09,19654.4,7.94,Vietnam,WH02,No,27,2021-12-01
SHP00014355,PO0015766,VND00355,Sea,Ecom Express,2022-03-13,2022-04-10,132869.1,17174.2,7.74,Thailand,WH03,No,28,2022-03-01
SHP00014356,PO0028560,VND00327,Unknown,Hapag-Lloyd,2024-10-17,2024-11-21,133684.47,14044.4,9.52,Thailand,WH06,No,35,2024-10-01
SHP00014357,PO0043138,VND00474,Rail,Ecom Express,2021-01-11,,230859.04,4033.9,57.23,Bangladesh,WH03,Yes,,2021-01-01
SHP00014358,PO0039247,VND00027,Sea,DTDC,2023-02-13,2023-02-22,218344.59,8719.3,25.04,India,WH05,No,9,2023-02-01
SHP00014359,PO0025215,VND00289,Air,BlueDart,2023-11-27,2023-12-15,22474.18,19053.8,1.18,Vietnam,WH04,Yes,18,2023-11-01
SHP00014360,PO0042629,VND00352,Sea,Hapag-Lloyd,2023-01-01,2023-02-09,213335.29,16945.7,12.59,Germany,WH05,No,39,2023-01-01
SHP00014361,PO0002731,VND00848,Road,Hapag-Lloyd,2022-07-11,2022-08-20,120028.96,13076.6,9.18,Vietnam,WH09,No,40,2022-07-01
SHP00014362,PO0018483,VND00981,Sea,DTDC,2023-03-03,2023-03-16,208659.46,9216.6,22.64,Germany,WH07,Yes,13,2023-03-01
SHP00014363,PO0031145,VND00019,Air,Maersk,2023-09-15,2023-10-23,137472.83,8731.4,15.74,India,WH05,No,38,2023-09-01
SHP00014364,PO0041846,VND00728,Air,Ecom Express,2023-01-08,2023-01-28,26465.77,8546.2,3.1,Japan,WH04,No,20,2023-01-01
SHP00014365,PO0013179,VND00565,Sea,DHL,2023-12-16,2023-12-18,185770.53,3797.7,48.92,Malaysia,WH01,Yes,2,2023-12-01
SHP00014366,PO0017026,VND00534,Rail,Gati,2022-11-05,2022-12-04,71553.94,9090.2,7.87,India,WH04,No,29,2022-11-01
SHP00014367,PO0037909,VND00703,Rail,FedEx,2024-01-24,2024-03-06,240350.49,519.9,462.3,Bangladesh,WH06,No,42,2024-01-01
SHP00014368,PO0025460,VND00044,Road,DTDC,2021-03-12,2021-04-18,207415.28,11670.4,17.77,India,WH06,No,37,2021-03-01
SHP00014369,PO0025006,VND00844,Road,Maersk,2022-10-27,2022-11-07,32353.68,16713.2,1.94,Japan,WH04,No,11,2022-10-01
SHP00014370,PO0036910,VND00952,Sea,Gati,2021-01-20,2021-02-24,41170.73,16219.2,2.54,China,WH09,No,35,2021-01-01
SHP00014371,PO0031570,VND00602,Road,BlueDart,2023-01-14,2023-02-14,158683.53,13203.6,12.02,Bangladesh,WH10,No,31,2023-01-01
SHP00014372,PO0020303,VND00617,Air,Maersk,2022-07-24,2022-08-27,225715.87,19267.0,11.72,China,WH10,No,34,2022-07-01
SHP00014373,PO0047163,VND00335,Air,DTDC,2022-10-24,2022-11-25,212255.74,3675.8,57.74,India,WH07,No,32,2022-10-01
SHP00014374,PO0012820,VND00563,Road,DTDC,2022-09-25,2022-10-12,154586.62,4995.7,30.94,India,WH09,No,17,2022-09-01
SHP00014375,PO0008301,VND00004,Road,Ecom Express,2022-03-22,2022-03-29,189062.01,27.8,6800.79,South Korea,WH10,No,7,2022-03-01
SHP00014376,PO0041957,VND00814,Unknown,Ecom Express,2021-12-10,2021-12-20,222162.66,2893.6,76.78,Malaysia,WH09,No,10,2021-12-01
SHP00014377,PO0036774,VND00972,Road,FedEx,2022-06-26,2022-07-26,122054.07,8452.7,14.44,Bangladesh,WH01,No,30,2022-06-01
SHP00014378,PO0044459,VND00716,Road,Maersk,2022-12-11,2023-01-14,208051.76,7521.1,27.66,India,WH04,No,34,2022-12-01
SHP00014379,PO0019911,VND00869,Rail,BlueDart,2023-11-19,2023-12-11,238006.98,3205.0,74.26,Japan,WH05,No,22,2023-11-01
SHP00014380,PO0035526,VND00299,Rail,Hapag-Lloyd,2021-09-25,2021-10-30,132841.41,3329.4,39.9,Germany,WH08,No,35,2021-09-01
SHP00014381,PO0041095,VND00737,Air,DTDC,2023-04-08,2023-04-29,1851.54,18335.1,0.1,Japan,WH05,No,21,2023-04-01
SHP00014382,PO0011595,VND00124,Air,DTDC,2022-07-16,2022-07-18,249414.87,19802.2,12.6,Malaysia,WH01,No,2,2022-07-01
SHP00014383,PO0049129,VND00315,Sea,DTDC,2021-06-29,2021-08-01,134820.79,19949.8,6.76,India,WH08,No,33,2021-06-01
SHP00014384,PO0027740,VND00896,Sea,BlueDart,2024-10-11,2024-11-13,160173.34,15691.3,10.21,Malaysia,WH07,No,33,2024-10-01
SHP00014385,PO0010116,VND00211,Road,DHL,2022-09-01,2022-10-07,140203.93,19391.4,7.23,Japan,WH09,No,36,2022-09-01
SHP00014386,PO0029822,VND00466,Rail,DHL,2021-10-07,2021-11-11,132277.29,5806.9,22.78,Malaysia,WH03,No,35,2021-10-01
SHP00014387,PO0017784,VND00918,Rail,FedEx,2024-12-30,2025-01-21,167918.6,15459.1,10.86,Thailand,WH04,No,22,2024-12-01
SHP00014388,PO0035290,VND00307,Air,BlueDart,2023-11-05,2023-11-18,150697.26,9958.0,15.13,Japan,WH03,Yes,13,2023-11-01
SHP00014389,PO0035593,VND00616,Unknown,DTDC,2024-10-03,2024-11-02,106133.66,15494.9,6.85,Vietnam,WH01,No,30,2024-10-01
SHP00014390,PO0035592,VND00069,Air,Hapag-Lloyd,2024-03-09,2024-03-25,49155.31,5831.6,8.43,Germany,WH08,No,16,2024-03-01
SHP00014391,PO0017744,VND00373,Rail,DHL,2024-02-12,2024-03-19,189949.28,6936.2,27.39,Thailand,WH09,No,36,2024-02-01
SHP00014392,PO0039544,VND00974,Road,Maersk,2023-04-23,2023-05-02,131511.13,19493.2,6.75,China,WH06,No,9,2023-04-01
SHP00014393,PO0003860,VND00167,Sea,Hapag-Lloyd,2021-11-26,2021-11-30,62276.97,11090.2,5.62,Bangladesh,WH05,No,4,2021-11-01
SHP00014394,PO0008539,VND00707,Sea,FedEx,2024-09-06,2024-09-19,19123.45,13704.3,1.4,South Korea,WH02,No,13,2024-09-01
SHP00014395,PO0004424,VND00665,Sea,DTDC,2021-10-21,2021-11-12,247004.2,13683.0,18.05,Thailand,WH01,No,22,2021-10-01
SHP00014396,PO0036736,VND00662,Road,BlueDart,2022-05-31,2022-06-10,66079.23,4141.5,15.96,Japan,WH07,No,10,2022-05-01
SHP00014397,PO0007926,VND00538,Road,Maersk,2021-03-23,2021-05-02,167704.8,11888.2,14.11,Malaysia,WH03,No,40,2021-03-01
SHP00014398,PO0009519,VND00688,Road,Maersk,2023-09-04,2023-10-17,164221.45,5941.4,27.64,USA,WH02,No,43,2023-09-01
SHP00014399,PO0036192,VND00626,Air,FedEx,2024-03-12,2024-04-10,163170.17,3788.6,43.07,Thailand,WH03,No,29,2024-03-01
SHP00014400,PO0002210,VND00863,Sea,DTDC,2024-07-29,2024-08-01,30435.14,10616.5,2.87,Vietnam,WH01,Yes,3,2024-07-01
SHP00014401,PO0028433,VND00719,Air,Ecom Express,2024-01-13,2024-02-10,40110.47,13246.7,3.03,Thailand,WH04,No,28,2024-01-01
SHP00014402,PO0023484,VND00097,Rail,FedEx,2024-05-18,2024-05-22,120201.51,1286.5,93.43,Japan,WH08,No,4,2024-05-01
SHP00014403,PO0015184,VND00942,Air,BlueDart,2021-01-11,2021-02-13,163689.05,5165.2,31.69,Japan,WH02,Yes,33,2021-01-01
SHP00014404,PO0039592,VND00653,Road,DTDC,2021-09-20,2021-11-02,147485.37,16373.8,9.01,Bangladesh,WH06,No,43,2021-09-01
SHP00014405,PO0021303,VND00430,Sea,DTDC,2022-04-17,2022-04-19,205822.48,12527.0,16.43,Vietnam,WH08,No,2,2022-04-01
SHP00014406,PO0003198,VND00967,Sea,Maersk,2023-09-16,2023-10-01,205377.39,2599.3,79.01,Vietnam,WH02,No,15,2023-09-01
SHP00014407,PO0041709,VND00031,Rail,BlueDart,2021-07-17,2021-07-19,91870.67,12945.4,7.1,Thailand,WH10,No,2,2021-07-01
SHP00014408,PO0011514,VND00016,Sea,FedEx,2023-03-25,2023-05-02,161024.85,1412.6,113.99,China,WH07,No,38,2023-03-01
SHP00014409,PO0003344,VND00330,Road,Hapag-Lloyd,2023-03-11,2023-04-03,35151.21,14544.1,2.42,India,WH02,No,23,2023-03-01
SHP00014410,PO0027038,VND00890,Rail,Gati,2022-04-13,2022-05-19,43109.96,7678.2,5.61,USA,WH03,Yes,36,2022-04-01
SHP00014411,PO0006890,VND00246,Sea,BlueDart,2021-07-14,2021-08-24,158492.72,1543.8,102.66,China,WH03,No,41,2021-07-01
SHP00014412,PO0045875,VND00074,Air,Maersk,2023-06-27,2023-07-27,172859.4,3721.7,46.45,China,WH07,No,30,2023-06-01
SHP00014413,PO0001553,VND00849,Rail,Hapag-Lloyd,2022-09-11,2022-09-28,195781.29,12717.3,15.39,Japan,WH05,Yes,17,2022-09-01
SHP00014414,PO0030514,VND00441,Air,FedEx,2024-02-05,2024-02-16,32351.18,9166.3,3.53,Bangladesh,WH06,No,11,2024-02-01
SHP00014415,PO0034022,VND00118,Road,Hapag-Lloyd,2024-07-07,2024-07-11,225573.97,10342.5,21.81,USA,WH10,No,4,2024-07-01
SHP00014416,PO0038851,VND00504,Air,Maersk,2021-02-05,,43789.9,14470.1,3.03,South Korea,WH04,No,,2021-02-01
SHP00014417,PO0005851,VND00355,Air,DTDC,2022-02-08,2022-02-24,67112.98,1366.0,49.13,India,WH10,Yes,16,2022-02-01
SHP00014418,PO0008064,VND00319,Sea,Gati,2023-08-22,2023-09-11,81673.25,12016.0,6.8,South Korea,WH09,No,20,2023-08-01
SHP00014419,PO0028974,VND00617,Air,Hapag-Lloyd,2022-07-20,2022-07-30,80384.78,10465.1,7.68,Germany,WH03,No,10,2022-07-01
SHP00014420,PO0032552,VND00656,Sea,DTDC,2021-11-01,2021-11-13,39050.16,5774.2,6.76,South Korea,WH06,No,12,2021-11-01
SHP00014421,PO0042445,VND00137,Air,DTDC,2022-10-13,2022-11-13,48646.0,2464.3,19.74,Bangladesh,WH10,No,31,2022-10-01
SHP00014422,PO0035306,VND00173,Rail,Maersk,2024-02-14,2024-03-15,101340.01,1306.9,77.54,Bangladesh,WH03,No,30,2024-02-01
SHP00014423,PO0004261,VND00674,Road,Hapag-Lloyd,2024-04-10,2024-04-30,189532.04,6231.8,30.41,India,WH08,No,20,2024-04-01
SHP00014424,PO0022671,VND00625,Road,FedEx,2021-01-12,2021-01-19,118848.92,11210.3,10.6,Bangladesh,WH01,No,7,2021-01-01
SHP00014425,PO0006098,VND00918,Rail,Gati,2023-12-13,2024-01-10,183587.61,14813.6,12.39,India,WH06,Yes,28,2023-12-01
SHP00014426,PO0020756,VND00373,Air,DTDC,2022-03-21,2022-03-30,75895.21,3134.9,24.21,Thailand,WH02,No,9,2022-03-01
SHP00014427,PO0009912,VND00159,Road,Ecom Express,2022-08-09,2022-08-18,195214.25,19611.6,9.95,Thailand,WH01,Yes,9,2022-08-01
SHP00014428,PO0024684,VND00624,Air,Hapag-Lloyd,2021-10-27,2021-12-01,115649.99,3750.6,30.84,Japan,WH05,Yes,35,2021-10-01
SHP00014429,PO0031101,VND00156,Sea,Maersk,2024-02-29,2024-04-03,175463.02,13222.7,13.27,Germany,WH01,No,34,2024-02-01
SHP00014430,PO0035804,VND00643,Air,Ecom Express,2024-03-01,2024-04-04,48401.37,4449.2,10.88,Bangladesh,WH08,Yes,34,2024-03-01
SHP00014431,PO0001037,VND00286,Road,DTDC,2022-10-21,2022-10-31,195670.13,6961.0,28.11,South Korea,WH10,No,10,2022-10-01
SHP00014432,PO0016607,VND00707,Road,Ecom Express,2024-08-13,2024-09-17,55961.36,2776.4,20.16,India,WH02,No,35,2024-08-01
SHP00014433,PO0017246,VND00400,Sea,Maersk,2023-02-21,2023-03-09,78243.04,7783.5,10.05,Malaysia,WH06,No,16,2023-02-01
SHP00014434,PO0009861,VND00410,Air,Maersk,2023-03-15,2023-03-17,229958.36,8250.3,27.87,Germany,WH03,No,2,2023-03-01
SHP00014435,PO0041057,VND00939,Air,Gati,2023-01-13,2023-02-22,207102.51,5541.2,37.38,South Korea,WH02,No,40,2023-01-01
SHP00014436,PO0024384,VND00080,Air,DHL,2024-12-29,2025-01-27,106693.67,11682.4,9.13,Bangladesh,WH09,No,29,2024-12-01
SHP00014437,PO0032835,VND00083,Air,Maersk,2024-10-12,2024-11-02,221572.61,2337.0,94.81,USA,WH05,No,21,2024-10-01
SHP00014438,PO0046865,VND00474,Rail,DHL,2022-11-14,2022-12-17,216097.88,7433.3,29.07,Malaysia,WH10,Yes,33,2022-11-01
SHP00014439,PO0037609,VND00717,Rail,Gati,2022-08-20,2022-09-01,139478.15,6869.5,20.3,Malaysia,WH02,Yes,12,2022-08-01
SHP00014440,PO0028367,VND00626,Road,FedEx,2024-03-30,2024-04-03,157100.23,5120.8,30.68,Malaysia,WH08,No,4,2024-03-01
SHP00014441,PO0026725,VND00387,Road,Ecom Express,2024-03-21,2024-04-05,39463.59,15670.5,2.52,Bangladesh,WH09,No,15,2024-03-01
SHP00014442,PO0022050,VND00959,Road,Gati,2022-04-03,2022-05-02,7151.49,1346.2,5.31,USA,WH08,No,29,2022-04-01
SHP00014443,PO0011064,VND00217,Rail,DHL,2023-02-23,2023-03-27,192516.37,11751.4,16.38,USA,WH09,No,32,2023-02-01
SHP00014444,PO0011966,VND00423,Road,Ecom Express,2021-11-15,2021-12-01,214762.14,14641.0,14.67,Thailand,WH02,No,16,2021-11-01
SHP00014445,PO0005261,VND00947,Sea,Ecom Express,2023-12-16,2023-12-18,74596.72,10338.9,7.22,South Korea,WH10,No,2,2023-12-01
SHP00014446,PO0010208,VND00822,Rail,DTDC,2023-08-13,2023-09-13,129819.69,2336.2,55.57,South Korea,WH09,No,31,2023-08-01
SHP00014447,PO0009509,VND00510,Rail,Gati,2021-11-07,2021-11-29,186220.69,15061.2,12.36,USA,WH10,No,22,2021-11-01
SHP00014448,PO0000595,VND00855,Rail,Ecom Express,2024-10-23,2024-11-05,132833.47,15706.6,8.46,Vietnam,WH04,No,13,2024-10-01
SHP00014449,PO0041205,VND00067,Road,FedEx,2021-07-25,2021-08-05,84762.35,9448.7,8.97,India,WH02,No,11,2021-07-01
SHP00014450,PO0033759,VND00648,Rail,DTDC,2022-10-17,2022-11-21,52401.31,8998.6,5.82,USA,WH03,No,35,2022-10-01
SHP00014451,PO0037638,VND00615,Road,DTDC,2024-09-29,2024-11-05,230005.73,7135.1,32.24,India,WH01,No,37,2024-09-01
SHP00014452,PO0007531,VND00406,Air,BlueDart,2023-12-30,2024-01-22,188264.46,6372.4,29.54,India,WH04,No,23,2023-12-01
SHP00014453,PO0021852,VND00791,Road,DHL,2021-01-23,2021-02-23,159320.12,173.2,919.86,USA,WH06,No,31,2021-01-01
SHP00014454,PO0029865,VND00799,Sea,Ecom Express,2022-07-19,2022-08-11,85490.35,3013.3,28.37,Thailand,WH03,No,23,2022-07-01
SHP00014455,PO0014067,VND00966,Road,DHL,2024-01-12,2024-01-29,44273.1,15927.0,2.78,Japan,WH04,Yes,17,2024-01-01
SHP00014456,PO0014617,VND00041,Air,Hapag-Lloyd,2023-03-16,2023-04-28,46192.35,6672.4,6.92,USA,WH03,Yes,43,2023-03-01
SHP00014457,PO0011778,VND00455,Rail,FedEx,2024-06-12,2024-06-23,67684.84,7039.2,9.62,Japan,WH04,No,11,2024-06-01
SHP00014458,PO0042959,VND00614,Unknown,Ecom Express,2022-08-02,2022-08-30,58603.5,3428.7,17.09,Bangladesh,WH08,Yes,28,2022-08-01
SHP00014459,PO0047822,VND00272,Sea,DTDC,2022-03-26,2022-04-11,10241.62,170.2,60.17,Thailand,WH04,No,16,2022-03-01
SHP00014460,PO0001891,VND00305,Road,Gati,2024-07-04,2024-07-07,148833.33,14517.8,10.25,USA,WH01,No,3,2024-07-01
SHP00014461,PO0009175,VND00970,Rail,DHL,2023-06-18,2023-06-19,57560.05,19310.6,2.98,Bangladesh,WH07,No,1,2023-06-01
SHP00014462,PO0023092,VND00439,Sea,Gati,2021-06-03,2021-06-27,145898.44,3688.1,39.56,Thailand,WH03,Yes,24,2021-06-01
SHP00014463,PO0007412,VND00503,Road,DHL,2022-12-20,2023-01-17,216161.65,1992.2,108.5,Malaysia,WH05,No,28,2022-12-01
SHP00014464,PO0035611,VND00538,Road,DHL,2022-10-05,2022-10-23,39875.51,18022.2,2.21,South Korea,WH04,No,18,2022-10-01
SHP00014465,PO0041438,VND00555,Unknown,BlueDart,2024-07-22,2024-08-08,47045.11,18027.3,2.61,Germany,WH07,No,17,2024-07-01
SHP00014466,PO0018877,VND00091,Air,FedEx,2024-02-29,2024-03-04,123077.32,5165.4,23.83,Thailand,WH05,No,4,2024-02-01
SHP00014467,PO0010261,VND00798,Sea,DTDC,2022-03-27,2022-04-03,99215.68,1688.6,58.76,Malaysia,WH06,Yes,7,2022-03-01
SHP00014468,PO0038547,VND00772,Road,DTDC,2023-07-29,2023-09-04,127623.09,1615.0,79.02,Vietnam,WH08,No,37,2023-07-01
SHP00014469,PO0038287,VND00686,Sea,BlueDart,2024-09-08,2024-10-17,220736.19,3409.5,64.74,Germany,WH08,No,39,2024-09-01
SHP00014470,PO0022448,VND00164,Air,DHL,2024-05-31,2024-06-01,72945.29,10532.9,6.93,South Korea,WH09,No,1,2024-05-01
SHP00014471,PO0015046,VND00845,Road,Ecom Express,2024-07-04,2024-08-01,18990.92,15114.0,1.26,Japan,WH06,No,28,2024-07-01
SHP00014472,PO0048691,VND00279,Sea,FedEx,2024-07-22,2024-07-25,78620.32,4806.2,16.36,China,WH03,Yes,3,2024-07-01
SHP00014473,PO0048000,VND00154,Sea,BlueDart,2023-10-01,2023-10-04,30344.88,16367.8,1.85,Thailand,WH03,Yes,3,2023-10-01
SHP00014474,PO0043172,VND00024,Rail,DTDC,2021-08-30,2021-09-05,215302.91,3727.5,57.76,Germany,WH07,No,6,2021-08-01
SHP00014475,PO0024657,VND00429,Road,DHL,2023-05-14,2023-06-24,51760.16,5079.9,10.19,Thailand,WH07,Yes,41,2023-05-01
SHP00014476,PO0025723,VND00541,Rail,Maersk,2021-01-24,2021-01-27,186309.08,19037.1,9.79,Thailand,WH09,No,3,2021-01-01
SHP00014477,PO0028196,VND00424,Road,Ecom Express,2022-05-31,2022-06-30,155523.11,16422.7,9.47,USA,WH09,Yes,30,2022-05-01
SHP00014478,PO0027307,VND00786,Road,BlueDart,2023-03-12,2023-04-19,223970.22,8285.6,27.03,China,WH07,No,38,2023-03-01
SHP00014479,PO0013501,VND00292,Sea,Hapag-Lloyd,2021-01-06,2021-02-07,74972.49,16876.8,4.44,Malaysia,WH03,No,32,2021-01-01
SHP00014480,PO0044439,VND00157,Rail,BlueDart,2021-05-14,2021-06-26,76654.91,8323.7,9.21,China,WH03,No,43,2021-05-01
SHP00014481,PO0048982,VND00128,Rail,DTDC,2022-03-06,2022-04-06,177373.86,3235.8,54.82,India,WH09,No,31,2022-03-01
SHP00014482,PO0015011,VND00827,Air,FedEx,2021-09-21,2021-09-29,128436.88,19249.4,6.67,South Korea,WH03,No,8,2021-09-01
SHP00014483,PO0003184,VND00429,Sea,Maersk,2021-03-11,2021-04-14,20543.03,12980.8,1.58,Japan,WH05,No,34,2021-03-01
SHP00014484,PO0006626,VND00389,Rail,DTDC,2021-08-08,2021-09-19,219574.2,16248.1,13.51,South Korea,WH09,No,42,2021-08-01
SHP00014485,PO0023284,VND00071,Air,Hapag-Lloyd,2024-08-30,2024-09-03,181902.27,6400.8,28.42,USA,WH09,No,4,2024-08-01
SHP00014486,PO0022266,VND00767,Rail,Ecom Express,2022-03-09,2022-04-18,192765.14,12867.6,14.98,China,WH02,No,40,2022-03-01
SHP00014488,PO0039816,VND00098,Road,DTDC,2021-09-13,2021-09-30,41673.1,6148.8,6.78,Vietnam,WH04,No,17,2021-09-01
SHP00014489,PO0005327,VND00347,Road,DHL,2023-04-09,2023-04-18,212747.87,1243.9,171.03,USA,WH10,No,9,2023-04-01
SHP00014490,PO0046842,VND00214,Sea,FedEx,2022-02-07,2022-03-17,75241.11,1582.5,47.55,Japan,WH08,No,38,2022-02-01
SHP00014491,PO0010183,VND00050,Air,Hapag-Lloyd,2024-10-01,2024-11-11,32642.53,3995.9,8.17,Vietnam,WH06,No,41,2024-10-01
SHP00014492,PO0035417,VND00673,Rail,Gati,2022-09-03,2022-09-04,29352.66,12822.7,2.29,Thailand,WH04,No,1,2022-09-01
SHP00014493,PO0005359,VND00281,Air,Ecom Express,2023-10-29,2023-12-08,200461.4,5356.4,37.42,China,WH05,No,40,2023-10-01
SHP00014494,PO0005937,VND00282,Road,Maersk,2023-05-31,2023-06-26,104654.19,9159.2,11.43,China,WH01,Yes,26,2023-05-01
SHP00014495,PO0048027,VND00733,Rail,Maersk,2021-03-24,2021-04-10,1773.9,13749.5,0.13,Malaysia,WH09,No,17,2021-03-01
SHP00014496,PO0011350,VND00300,Air,DHL,2021-05-31,2021-06-09,182973.87,19528.6,9.37,China,WH03,No,9,2021-05-01
SHP00014497,PO0030671,VND00537,Road,Maersk,2024-05-01,2024-06-08,172028.53,3339.5,51.51,Vietnam,WH08,No,38,2024-05-01
SHP00014498,PO0023742,VND00066,Road,Ecom Express,2022-03-24,2022-04-16,109285.88,6330.4,17.26,China,WH08,No,23,2022-03-01
SHP00014499,PO0048447,VND00854,Road,Hapag-Lloyd,2024-11-28,2024-12-28,68319.54,16312.5,4.19,Thailand,WH10,No,30,2024-11-01
SHP00014500,PO0042798,VND00844,Rail,Hapag-Lloyd,2021-12-10,2022-01-19,32781.26,8858.3,3.7,Germany,WH07,No,40,2021-12-01
SHP00014501,PO0034367,VND00837,Rail,Ecom Express,2024-08-25,2024-10-06,200662.66,3435.1,58.42,India,WH05,Yes,42,2024-08-01
SHP00014502,PO0023584,VND00679,Air,Maersk,2021-11-19,2021-11-29,169296.48,3575.6,47.35,Thailand,WH08,Yes,10,2021-11-01
SHP00014503,PO0015805,VND00166,Road,BlueDart,2024-01-09,2024-02-13,227753.33,9231.4,24.67,China,WH10,No,35,2024-01-01
SHP00014504,PO0028676,VND00521,Road,DHL,2021-10-23,2021-10-26,6812.07,7000.9,0.97,Germany,WH10,No,3,2021-10-01
SHP00014505,PO0039779,VND00467,Air,Hapag-Lloyd,2024-02-14,2024-02-17,84330.88,9597.2,8.79,Japan,WH07,No,3,2024-02-01
SHP00014506,PO0034681,VND00172,Rail,DHL,2022-11-06,2022-11-28,169933.61,6414.3,26.49,USA,WH05,No,22,2022-11-01
SHP00014507,PO0027660,VND00324,Sea,Maersk,2023-01-24,2023-01-25,198365.34,8203.9,24.18,Thailand,WH01,No,1,2023-01-01
SHP00014508,PO0015599,VND00770,Road,DHL,2021-09-07,2021-10-14,54709.81,3436.8,15.92,China,WH03,No,37,2021-09-01
SHP00014509,PO0038997,VND00006,Rail,BlueDart,2021-04-23,2021-05-08,206738.93,6130.7,33.72,Japan,WH01,No,15,2021-04-01
SHP00014510,PO0009058,VND00224,Sea,Ecom Express,2022-04-06,2022-04-18,60638.13,1427.8,42.47,Bangladesh,WH08,No,12,2022-04-01
SHP00014511,PO0042935,VND00414,Sea,Maersk,2023-05-20,2023-06-04,194576.76,13776.1,14.12,Germany,WH04,No,15,2023-05-01
SHP00014512,PO0033315,VND00958,Road,FedEx,2024-02-26,2024-03-06,139033.25,12985.2,10.71,Japan,WH05,No,9,2024-02-01
SHP00014513,PO0000360,VND00863,Road,FedEx,2022-02-04,2022-02-07,205136.54,19011.4,10.79,India,WH10,Yes,3,2022-02-01
SHP00014514,PO0042562,VND00939,Rail,BlueDart,2024-08-04,2024-08-06,23656.26,15686.0,1.51,China,WH06,No,2,2024-08-01
SHP00014515,PO0030586,VND00036,Sea,Ecom Express,2022-10-18,,156595.04,9408.7,16.64,China,WH09,Yes,,2022-10-01
SHP00014516,PO0048826,VND00758,Sea,Gati,2022-12-02,2023-01-11,156852.08,16705.1,9.39,India,WH03,No,40,2022-12-01
SHP00014517,PO0019290,VND00135,Air,BlueDart,2021-10-15,2021-11-09,12388.66,8438.9,1.47,China,WH05,No,25,2021-10-01
SHP00014518,PO0029751,VND00919,Rail,Ecom Express,2024-02-22,2024-03-15,176167.27,729.5,241.49,India,WH01,No,22,2024-02-01
SHP00014519,PO0025794,VND00026,Sea,DHL,2021-10-09,2021-11-19,39684.97,3389.3,11.71,Vietnam,WH04,No,41,2021-10-01
SHP00014520,PO0012936,VND00331,Sea,Hapag-Lloyd,2023-02-26,2023-04-11,24329.44,7342.2,3.31,Germany,WH03,No,44,2023-02-01
SHP00014521,PO0002017,VND00301,Rail,FedEx,2021-12-09,2021-12-14,34915.83,13444.6,2.6,China,WH07,No,5,2021-12-01
SHP00014522,PO0035499,VND00730,Sea,Maersk,2024-03-16,2024-04-12,118635.6,7896.1,15.02,Vietnam,WH01,No,27,2024-03-01
SHP00014523,PO0046578,VND00778,Road,Ecom Express,2022-08-01,2022-08-12,221191.24,17510.1,12.63,China,WH09,No,11,2022-08-01
SHP00014524,PO0022201,VND00282,Air,Hapag-Lloyd,2023-08-23,2023-09-04,77650.58,12436.8,6.24,Bangladesh,WH02,No,12,2023-08-01
SHP00014525,PO0021621,VND00723,Air,Hapag-Lloyd,2022-09-15,2022-10-04,110728.88,3915.9,28.28,Germany,WH03,No,19,2022-09-01
