Vendor_ID,Vendor_Name,Vendor_Category,Country,Reliability_Score,Reliability_Score_Flag,Lead_Time_Days,Vendor_Tier,Contact_Email,Active_Since_Year
VND00027,Vendor_0027,Textiles,Japan,44.0,Valid,25,Tier 3,contact26@vendor26.com,2020
VND00567,Vendor_0567,Logistics,Malaysia,57.5,Valid,27,Tier 3,contact566@vendor566.com,2021
VND00632,Vendor_0632,IT Services,China,92.7,Valid,15,Tier 1,contact631@vendor631.com,2008
VND00215,Vendor_0215,IT Services,Bangladesh,79.9,Valid,38,Tier 2,contact214@vendor214.com,2021
VND00451,Vendor_0451,Unknown,Germany,84.4,Valid,12,Tier 1,contact450@vendor450.com,2010
VND00295,Vendor_0295,IT Services,Malaysia,38.9,Valid,24,Tier 3,contact294@vendor294.com,2021
VND00828,Vendor_0828,Textiles,Vietnam,54.3,Valid,19,Tier 3,contact827@vendor827.com,2012
VND00508,Vendor_0508,Electronics,Malaysia,87.6,Valid,19,Tier 1,contact507@vendor507.com,2007
VND00998,Vendor_0998,IT Services,India,39.6,Valid,39,Tier 3,contact997@vendor997.com,2006
VND00957,Vendor_0957,Raw Material,USA,66.3,Valid,20,Tier 2,contact956@vendor956.com,2008
VND00898,Vendor_0898,Machinery,South Korea,92.7,Valid,14,Tier 1,contact897@vendor897.com,2006
VND00474,Vendor_0474,Machinery,Germany,92.4,Valid,17,Tier 1,contact473@vendor473.com,2007
VND00450,Vendor_0450,Chemicals,Japan,35.8,Valid,30,Tier 3,contact449@vendor449.com,2015
VND00830,Vendor_0830,Logistics,Germany,61.7,Valid,36,Tier 2,contact829@vendor829.com,2015
VND00823,Vendor_0823,Chemicals,China,53.3,Valid,8,Tier 3,contact822@vendor822.com,2005
VND00656,Vendor_0656,IT Services,China,38.9,Valid,13,Tier 3,contact655@vendor655.com,2021
VND00380,Vendor_0380,Textiles,Malaysia,49.7,Valid,42,Tier 3,contact379@vendor379.com,2011
VND00746,Vendor_0746,Packaging,Bangladesh,93.0,Valid,29,Tier 1,contact745@vendor745.com,2013
VND00162,Vendor_0162,Unknown,Thailand,74.3,Valid,27,Tier 2,contact161@vendor161.com,2014
VND00375,Vendor_0375,IT Services,Malaysia,35.0,Valid,24,Tier 3,contact374@vendor374.com,2014
VND00978,Vendor_0978,Machinery,Malaysia,33.6,Valid,11,Tier 3,contact977@vendor977.com,2013
VND00066,Vendor_0066,Raw Material,Vietnam,68.0,Valid,35,Tier 2,contact65@vendor65.com,2006
VND00528,Vendor_0528,IT Services,Germany,49.1,Valid,12,Tier 3,contact527@vendor527.com,2018
VND00887,Vendor_0887,Machinery,Thailand,75.7,Valid,25,Tier 2,contact886@vendor886.com,2012
VND00123,Vendor_0123,Electronics,Bangladesh,52.3,Valid,43,Tier 3,contact122@vendor122.com,2018
VND00083,Vendor_0083,Packaging,China,53.2,Valid,18,Tier 3,contact82@vendor82.com,2020
VND00573,Vendor_0573,Chemicals,India,57.8,Valid,22,Tier 3,contact572@vendor572.com,2017
VND00045,Vendor_0045,Machinery,Malaysia,48.1,Valid,44,Tier 3,contact44@vendor44.com,
VND00290,Vendor_0290,Machinery,China,71.4,Valid,13,Tier 2,Not Provided,2009
VND00967,Vendor_0967,Unknown,India,80.3,Valid,21,Tier 1,contact966@vendor966.com,2017
VND00851,Vendor_0851,Chemicals,Bangladesh,34.7,Valid,18,Tier 3,Not Provided,2011
VND00771,Vendor_0771,Chemicals,Germany,37.7,Valid,9,Tier 3,contact770@vendor770.com,2005
VND00584,Vendor_0584,Packaging,USA,53.0,Valid,7,Tier 3,contact583@vendor583.com,2018
VND00355,Vendor_0355,Textiles,South Korea,34.9,Valid,32,Tier 3,contact354@vendor354.com,2012
VND00075,Vendor_0075,Raw Material,Bangladesh,79.5,Valid,15,Tier 2,contact74@vendor74.com,2013
VND00358,Vendor_0358,IT Services,Thailand,71.0,Valid,24,Tier 2,contact357@vendor357.com,2020
VND00260,Vendor_0260,Textiles,China,36.8,Valid,28,Tier 3,contact259@vendor259.com,2021
VND00384,Vendor_0384,Packaging,Malaysia,91.4,Valid,35,Tier 1,contact383@vendor383.com,2006
VND00802,Vendor_0802,Chemicals,Bangladesh,40.7,Valid,38,Tier 3,contact801@vendor801.com,2020
VND00265,Vendor_0265,Raw Material,India,91.4,Valid,38,Tier 1,contact264@vendor264.com,2014
VND00535,Vendor_0535,Unknown,Vietnam,83.8,Valid,10,Tier 1,contact534@vendor534.com,2014
VND00989,Vendor_0989,Chemicals,India,47.2,Valid,41,Tier 3,Not Provided,2016
VND00703,Vendor_0703,Chemicals,USA,53.6,Valid,18,Tier 3,contact702@vendor702.com,2011
VND00880,Vendor_0880,Unknown,USA,45.5,Valid,23,Tier 3,contact879@vendor879.com,2021
VND00877,Vendor_0877,Machinery,India,80.1,Valid,25,Tier 1,contact876@vendor876.com,2015
VND00676,Vendor_0676,Textiles,USA,98.8,Valid,39,Tier 1,contact675@vendor675.com,2011
VND00257,Vendor_0257,Machinery,India,95.5,Valid,12,Tier 1,contact256@vendor256.com,2006
VND00127,Vendor_0127,Logistics,USA,87.3,Valid,7,Tier 1,contact126@vendor126.com,2020
VND00201,Vendor_0201,Electronics,Vietnam,74.9,Valid,38,Tier 2,contact200@vendor200.com,2013
VND00128,Vendor_0128,Machinery,Vietnam,90.3,Valid,25,Tier 1,contact127@vendor127.com,2012
VND00188,Vendor_0188,Raw Material,India,68.9,Valid,15,Tier 2,contact187@vendor187.com,2016
VND00648,Vendor_0648,Textiles,Vietnam,77.5,Valid,21,Tier 2,contact647@vendor647.com,2006
VND00744,Vendor_0744,IT Services,Vietnam,65.2,Valid,18,Tier 2,contact743@vendor743.com,2006
VND00141,Vendor_0141,Textiles,Malaysia,97.4,Valid,15,Tier 1,contact140@vendor140.com,2022
VND00857,Vendor_0857,Logistics,South Korea,32.6,Valid,22,Tier 3,contact856@vendor856.com,
VND00001,Vendor_0001,Unknown,South Korea,56.2,Valid,14,Tier 3,contact0@vendor0.com,2019
VND00549,Vendor_0549,Chemicals,China,66.4,Valid,4,Tier 2,contact548@vendor548.com,2014
VND00025,Vendor_0025,Packaging,China,61.9,Valid,9,Tier 2,contact24@vendor24.com,2005
VND00292,Vendor_0292,Electronics,USA,32.6,Valid,4,Tier 3,contact291@vendor291.com,2008
VND00065,Vendor_0065,Machinery,China,49.7,Valid,20,Tier 3,contact64@vendor64.com,2017
VND00579,Vendor_0579,Logistics,India,64.4,Valid,22,Tier 2,contact578@vendor578.com,2009
VND00647,Vendor_0647,Raw Material,India,71.6,Valid,23,Tier 2,contact646@vendor646.com,2015
VND00542,Vendor_0542,IT Services,Malaysia,72.4,Valid,14,Tier 2,contact541@vendor541.com,2005
VND00327,Vendor_0327,Machinery,Thailand,68.8,Valid,17,Tier 2,contact326@vendor326.com,2006
VND00488,Vendor_0488,Logistics,Bangladesh,49.7,Valid,28,Tier 3,contact487@vendor487.com,2005
VND00113,Vendor_0113,Logistics,USA,95.1,Valid,36,Tier 1,contact112@vendor112.com,2013
VND00794,Vendor_0794,IT Services,Japan,72.8,Valid,40,Tier 2,contact793@vendor793.com,2022
VND00264,Vendor_0264,Packaging,India,66.3,Valid,14,Tier 2,contact263@vendor263.com,2008
VND00370,Vendor_0370,Logistics,Vietnam,34.9,Valid,19,Tier 3,contact369@vendor369.com,2020
VND00019,Vendor_0019,Chemicals,Malaysia,60.2,Valid,28,Tier 2,contact18@vendor18.com,2017
VND00916,Vendor_0916,Chemicals,Vietnam,60.5,Valid,37,Tier 2,contact915@vendor915.com,2012
VND00303,Vendor_0303,Raw Material,Japan,67.8,Valid,18,Tier 2,contact302@vendor302.com,2008
VND00734,Vendor_0734,Electronics,USA,66.6,Valid,30,Tier 2,contact733@vendor733.com,2012
VND00057,Vendor_0057,Electronics,Vietnam,36.2,Valid,25,Tier 3,contact56@vendor56.com,2018
VND00286,Vendor_0286,Packaging,India,32.5,Valid,41,Tier 3,Not Provided,2009
VND00696,Vendor_0696,Textiles,Unknown,72.7,Valid,16,Tier 2,contact695@vendor695.com,2015
VND00547,Vendor_0547,Chemicals,China,37.9,Valid,22,Tier 3,contact546@vendor546.com,2009
VND00986,Vendor_0986,Raw Material,Thailand,64.7,Valid,35,Tier 2,contact985@vendor985.com,2018
VND00681,Vendor_0681,Raw Material,China,87.2,Valid,8,Tier 1,contact680@vendor680.com,2015
VND00194,Vendor_0194,Raw Material,Thailand,74.3,Valid,42,Tier 2,contact193@vendor193.com,2013
VND00204,Vendor_0204,Electronics,Malaysia,92.9,Valid,28,Tier 1,contact203@vendor203.com,2019
VND00277,Vendor_0277,Electronics,India,85.9,Valid,28,Tier 1,contact276@vendor276.com,2010
VND00126,Vendor_0126,Electronics,Unknown,59.9,Valid,7,Tier 3,Not Provided,2018
VND00320,Vendor_0320,Textiles,China,47.5,Valid,18,Tier 3,contact319@vendor319.com,2007
VND00810,Vendor_0810,Electronics,Vietnam,37.9,Valid,6,Tier 3,contact809@vendor809.com,2010
VND00566,Vendor_0566,Textiles,Vietnam,71.3,Valid,36,Tier 2,contact565@vendor565.com,2015
VND00835,Vendor_0835,Electronics,India,64.9,Valid,38,Tier 2,contact834@vendor834.com,2017
VND00683,Vendor_0683,Chemicals,USA,42.0,Valid,25,Tier 3,contact682@vendor682.com,2022
VND00726,Vendor_0726,IT Services,Japan,88.9,Valid,6,Tier 1,contact725@vendor725.com,2013
VND00349,Vendor_0349,Machinery,Unknown,56.2,Valid,24,Tier 3,contact348@vendor348.com,2020
VND00022,Vendor_0022,Electronics,Vietnam,39.8,Valid,34,Tier 3,contact21@vendor21.com,2021
VND00480,Vendor_0480,Logistics,Vietnam,66.6,Valid,14,Tier 2,contact479@vendor479.com,2009
VND00114,Vendor_0114,Electronics,USA,86.6,Valid,27,Tier 1,contact113@vendor113.com,2022
VND00720,Vendor_0720,IT Services,Bangladesh,81.2,Valid,33,Tier 1,contact719@vendor719.com,2008
VND00701,Vendor_0701,Textiles,China,67.3,Valid,37,Tier 2,contact700@vendor700.com,2011
VND00494,Vendor_0494,Machinery,India,43.2,Valid,16,Tier 3,Not Provided,2014
VND00013,Vendor_0013,Textiles,India,88.3,Valid,10,Tier 1,contact12@vendor12.com,2020
VND00837,Vendor_0837,Logistics,India,94.0,Valid,15,Tier 1,contact836@vendor836.com,2013
VND00443,Vendor_0443,IT Services,Germany,56.2,Valid,20,Tier 3,contact442@vendor442.com,2013
VND00323,Vendor_0323,Textiles,Vietnam,76.2,Valid,27,Tier 2,contact322@vendor322.com,2019
VND00806,Vendor_0806,Textiles,India,81.6,Valid,35,Tier 1,contact805@vendor805.com,2012
VND00575,Vendor_0575,IT Services,Bangladesh,90.4,Valid,18,Tier 1,contact574@vendor574.com,2016
VND00949,Vendor_0949,Logistics,Japan,91.2,Valid,14,Tier 1,contact948@vendor948.com,2019
VND00912,Vendor_0912,IT Services,Malaysia,48.8,Valid,16,Tier 3,Not Provided,2013
VND00737,Vendor_0737,Packaging,Malaysia,57.5,Valid,11,Tier 3,contact736@vendor736.com,2017
VND00881,Vendor_0881,Machinery,South Korea,46.2,Valid,4,Tier 3,contact880@vendor880.com,2014
VND00337,Vendor_0337,Electronics,South Korea,89.9,Valid,32,Tier 1,contact336@vendor336.com,2015
VND00849,Vendor_0849,Electronics,Vietnam,65.2,Valid,22,Tier 2,contact848@vendor848.com,2014
VND00116,Vendor_0116,Raw Material,Bangladesh,91.0,Valid,19,Tier 1,contact115@vendor115.com,2016
VND00840,Vendor_0840,Logistics,Malaysia,74.3,Valid,18,Tier 2,contact839@vendor839.com,2019
VND00329,Vendor_0329,Unknown,Japan,59.4,Valid,9,Tier 3,contact328@vendor328.com,2020
VND00511,Vendor_0511,Raw Material,USA,72.9,Valid,4,Tier 2,contact510@vendor510.com,2010
VND00048,Vendor_0048,Machinery,Vietnam,66.4,Valid,16,Tier 2,contact47@vendor47.com,2015
VND00163,Vendor_0163,Raw Material,India,74.3,Valid,7,Tier 2,contact162@vendor162.com,2020
VND00365,Vendor_0365,Chemicals,Thailand,95.9,Valid,10,Tier 1,Not Provided,2022
VND00903,Vendor_0903,Packaging,South Korea,42.7,Valid,32,Tier 3,contact902@vendor902.com,2013
VND00772,Vendor_0772,Chemicals,USA,89.3,Valid,34,Tier 1,contact771@vendor771.com,2012
VND00751,Vendor_0751,IT Services,China,38.2,Valid,38,Tier 3,Not Provided,2018
VND00687,Vendor_0687,Logistics,Vietnam,70.0,Valid,38,Tier 2,contact686@vendor686.com,2019
VND00082,Vendor_0082,Chemicals,Vietnam,73.6,Valid,31,Tier 2,contact81@vendor81.com,2017
VND00731,Vendor_0731,Machinery,Malaysia,41.5,Valid,24,Tier 3,contact730@vendor730.com,2016
VND00691,Vendor_0691,Packaging,Japan,52.7,Valid,23,Tier 3,contact690@vendor690.com,2012
VND00465,Vendor_0465,Textiles,South Korea,97.4,Valid,30,Tier 1,contact464@vendor464.com,2022
VND00754,Vendor_0754,IT Services,Malaysia,53.4,Valid,27,Tier 3,contact753@vendor753.com,2014
VND00987,Vendor_0987,Chemicals,Germany,78.2,Valid,6,Tier 2,contact986@vendor986.com,2007
VND00704,Vendor_0704,Electronics,Thailand,39.4,Valid,44,Tier 3,contact703@vendor703.com,2012
VND00715,Vendor_0715,Machinery,India,54.4,Valid,9,Tier 3,contact714@vendor714.com,2009
VND00923,Vendor_0923,Electronics,South Korea,92.6,Valid,22,Tier 1,contact922@vendor922.com,2018
VND00399,Vendor_0399,Textiles,South Korea,82.6,Valid,36,Tier 1,contact398@vendor398.com,2019
VND00407,Vendor_0407,IT Services,Malaysia,57.2,Valid,11,Tier 3,contact406@vendor406.com,2010
VND00216,Vendor_0216,Chemicals,Japan,46.6,Valid,4,Tier 3,contact215@vendor215.com,2006
VND00417,Vendor_0417,Electronics,India,50.5,Valid,9,Tier 3,contact416@vendor416.com,2013
VND00587,Vendor_0587,IT Services,Vietnam,35.3,Valid,3,Tier 3,contact586@vendor586.com,2010
VND00102,Vendor_0102,Machinery,South Korea,74.5,Valid,17,Tier 2,contact101@vendor101.com,2008
VND00228,Vendor_0228,Chemicals,Vietnam,57.5,Valid,42,Tier 3,contact227@vendor227.com,2022
VND00985,Vendor_0985,Packaging,China,81.0,Valid,18,Tier 1,contact984@vendor984.com,2007
VND00695,Vendor_0695,Packaging,South Korea,38.0,Valid,36,Tier 3,contact694@vendor694.com,2007
VND00952,Vendor_0952,Logistics,Germany,76.6,Valid,30,Tier 2,contact951@vendor951.com,2014
VND00864,Vendor_0864,Machinery,Vietnam,60.9,Valid,24,Tier 2,contact863@vendor863.com,2009
VND00820,Vendor_0820,Machinery,Thailand,53.5,Valid,5,Tier 3,contact819@vendor819.com,2019
VND00748,Vendor_0748,Machinery,Vietnam,68.0,Valid,6,Tier 2,contact747@vendor747.com,2015
VND00620,Vendor_0620,Electronics,Japan,82.4,Valid,33,Tier 1,contact619@vendor619.com,2017
VND00304,Vendor_0304,Logistics,Bangladesh,74.6,Valid,39,Tier 2,contact303@vendor303.com,2020
VND00666,Vendor_0666,Packaging,USA,40.7,Valid,10,Tier 3,contact665@vendor665.com,2005
VND00147,Vendor_0147,Textiles,Japan,72.7,Valid,36,Tier 2,contact146@vendor146.com,2009
VND00883,Vendor_0883,Raw Material,Unknown,31.4,Valid,11,Tier 3,contact882@vendor882.com,2005
VND00529,Vendor_0529,IT Services,Japan,33.9,Valid,14,Tier 3,contact528@vendor528.com,2015
VND00582,Vendor_0582,Chemicals,Malaysia,98.6,Valid,34,Tier 1,contact581@vendor581.com,2010
VND00524,Vendor_0524,Packaging,South Korea,88.9,Valid,16,Tier 1,contact523@vendor523.com,2015
VND00558,Vendor_0558,Logistics,Vietnam,32.0,Valid,39,Tier 3,contact557@vendor557.com,2006
VND00937,Vendor_0937,Textiles,Thailand,31.3,Valid,43,Tier 3,contact936@vendor936.com,2019
VND00020,Vendor_0020,Logistics,China,50.4,Valid,43,Tier 3,contact19@vendor19.com,2016
VND00184,Vendor_0184,Logistics,China,91.4,Valid,42,Tier 1,contact183@vendor183.com,2008
VND00979,Vendor_0979,Packaging,Malaysia,64.7,Valid,22,Tier 2,contact978@vendor978.com,2021
VND00476,Vendor_0476,IT Services,Bangladesh,99.5,Valid,38,Tier 1,contact475@vendor475.com,2018
VND00487,Vendor_0487,Packaging,India,33.2,Valid,37,Tier 3,Not Provided,2017
VND00395,Vendor_0395,Packaging,Japan,53.9,Valid,40,Tier 3,contact394@vendor394.com,2015
VND00758,Vendor_0758,Packaging,Germany,67.3,Valid,12,Tier 2,contact757@vendor757.com,2019
VND00661,Vendor_0661,Textiles,South Korea,54.9,Valid,4,Tier 3,contact660@vendor660.com,2021
VND00246,Vendor_0246,Machinery,Thailand,95.0,Valid,24,Tier 1,contact245@vendor245.com,2010
VND00140,Vendor_0140,Chemicals,Japan,98.0,Valid,40,Tier 1,contact139@vendor139.com,2007
VND00559,Vendor_0559,IT Services,Japan,,Out of Range (0-100),7,Unclassified,contact558@vendor558.com,2020
VND00685,Vendor_0685,Raw Material,USA,95.1,Valid,17,Tier 1,contact684@vendor684.com,2017
VND00822,Vendor_0822,Raw Material,USA,30.3,Valid,24,Tier 3,contact821@vendor821.com,2020
VND00267,Vendor_0267,Packaging,Japan,78.8,Valid,14,Tier 2,Not Provided,2014
VND00997,Vendor_0997,Electronics,Japan,94.2,Valid,41,Tier 1,contact996@vendor996.com,2007
VND00117,Vendor_0117,Logistics,China,86.3,Valid,10,Tier 1,contact116@vendor116.com,2006
VND00091,Vendor_0091,Logistics,Vietnam,38.4,Valid,32,Tier 3,contact90@vendor90.com,2022
VND00064,Vendor_0064,IT Services,Bangladesh,55.0,Valid,15,Tier 3,contact63@vendor63.com,2005
VND00659,Vendor_0659,Machinery,Bangladesh,75.2,Valid,16,Tier 2,contact658@vendor658.com,2019
VND00886,Vendor_0886,Unknown,India,42.5,Valid,5,Tier 3,contact885@vendor885.com,2016
VND00164,Vendor_0164,Raw Material,India,67.5,Valid,13,Tier 2,contact163@vendor163.com,2008
VND00613,Vendor_0613,Raw Material,South Korea,74.0,Valid,11,Tier 2,contact612@vendor612.com,2008
VND00657,Vendor_0657,Electronics,China,49.9,Valid,37,Tier 3,contact656@vendor656.com,2006
VND00517,Vendor_0517,Raw Material,India,56.4,Valid,14,Tier 3,contact516@vendor516.com,2007
VND00284,Vendor_0284,Textiles,South Korea,36.6,Valid,15,Tier 3,Not Provided,2017
VND00520,Vendor_0520,Electronics,Vietnam,40.5,Valid,33,Tier 3,contact519@vendor519.com,2016
VND00853,Vendor_0853,Textiles,Japan,44.7,Valid,25,Tier 3,contact852@vendor852.com,2015
VND00165,Vendor_0165,Electronics,Germany,36.3,Valid,36,Tier 3,contact164@vendor164.com,2012
VND00787,Vendor_0787,IT Services,Vietnam,70.8,Valid,24,Tier 2,contact786@vendor786.com,2015
VND00762,Vendor_0762,Chemicals,Japan,51.8,Valid,36,Tier 3,contact761@vendor761.com,2007
VND00664,Vendor_0664,Packaging,Thailand,46.6,Valid,23,Tier 3,contact663@vendor663.com,2012
VND00214,Vendor_0214,Machinery,China,45.7,Valid,20,Tier 3,Not Provided,2014
VND00104,Vendor_0104,Logistics,Thailand,65.6,Valid,6,Tier 2,contact103@vendor103.com,2009
VND00850,Vendor_0850,IT Services,USA,71.7,Valid,5,Tier 2,contact849@vendor849.com,2006
VND00764,Vendor_0764,Raw Material,Thailand,82.1,Valid,23,Tier 1,contact763@vendor763.com,2015
VND00099,Vendor_0099,Unknown,South Korea,31.8,Valid,3,Tier 3,contact98@vendor98.com,2022
VND00273,Vendor_0273,Raw Material,Bangladesh,90.7,Valid,17,Tier 1,contact272@vendor272.com,2017
VND00509,Vendor_0509,Machinery,Malaysia,96.5,Valid,27,Tier 1,contact508@vendor508.com,2016
VND00435,Vendor_0435,Textiles,USA,35.9,Valid,27,Tier 3,contact434@vendor434.com,2011
VND00866,Vendor_0866,Raw Material,China,69.2,Valid,10,Tier 2,contact865@vendor865.com,2012
VND00111,Vendor_0111,Electronics,Vietnam,50.3,Valid,13,Tier 3,contact110@vendor110.com,2014
VND00909,Vendor_0909,Raw Material,Bangladesh,48.2,Valid,5,Tier 3,contact908@vendor908.com,2006
VND00483,Vendor_0483,Raw Material,South Korea,61.8,Valid,42,Tier 2,contact482@vendor482.com,2006
VND00637,Vendor_0637,Electronics,USA,67.3,Valid,3,Tier 2,contact636@vendor636.com,2018
VND00280,Vendor_0280,Packaging,Germany,85.7,Valid,31,Tier 1,contact279@vendor279.com,2006
VND00959,Vendor_0959,Machinery,Thailand,41.6,Valid,8,Tier 3,contact958@vendor958.com,
VND00604,Vendor_0604,IT Services,Vietnam,36.2,Valid,33,Tier 3,contact603@vendor603.com,2015
VND00385,Vendor_0385,Raw Material,Malaysia,81.5,Valid,35,Tier 1,Not Provided,2008
VND00499,Vendor_0499,Machinery,China,98.2,Valid,40,Tier 1,contact498@vendor498.com,2017
VND00836,Vendor_0836,Textiles,India,59.3,Valid,7,Tier 3,contact835@vendor835.com,2020
VND00359,Vendor_0359,IT Services,USA,95.8,Valid,24,Tier 1,contact358@vendor358.com,2008
VND00139,Vendor_0139,Textiles,China,55.5,Valid,37,Tier 3,contact138@vendor138.com,2013
VND00300,Vendor_0300,Machinery,USA,36.0,Valid,30,Tier 3,contact299@vendor299.com,2020
VND00533,Vendor_0533,Logistics,Japan,99.8,Valid,7,Tier 1,contact532@vendor532.com,2015
VND00383,Vendor_0383,Logistics,Thailand,74.0,Valid,4,Tier 2,contact382@vendor382.com,2008
VND00942,Vendor_0942,Textiles,USA,68.8,Valid,10,Tier 2,contact941@vendor941.com,2014
VND00341,Vendor_0341,Chemicals,Japan,64.4,Valid,22,Tier 2,contact340@vendor340.com,2015
