Vendor_ID,Vendor_Name,Vendor_Category,Country,Vendor_Tier,Reliability_Score,Recency_Months,Frequency,Monetary,R,F,M,RFM_Score,RFM_Segment
VND00972,Vendor_0972,Logistics,China,Tier 1,95.6,0.6,46,292401433.49,3,2,2,7,Transactional
VND00203,Vendor_0203,Raw Material,Thailand,Tier 3,41.3,1.1,47,302647318.24,2,2,3,7,Transactional
VND00801,Vendor_0801,Machinery,Vietnam,Tier 2,79.5,1.0,48,274669890.49,2,3,2,7,Transactional
VND00802,Vendor_0802,Chemicals,Bangladesh,Tier 3,40.7,1.8,50,325540937.61,1,3,3,7,Transactional
VND00198,Vendor_0198,Electronics,China,Tier 1,92.8,0.0,42,233687716.27,5,1,1,7,Transactional
VND00182,Vendor_0182,IT Services,South Korea,Tier 3,37.9,1.2,47,323734775.95,2,2,3,7,Transactional
VND00179,Vendor_0179,IT Services,South Korea,Tier 1,95.6,2.3,50,303620436.53,1,3,3,7,Transactional
VND00820,Vendor_0820,Machinery,Thailand,Tier 3,53.5,0.2,44,244299768.44,4,2,1,7,Transactional
VND00840,Vendor_0840,Logistics,Malaysia,Tier 2,74.3,2.8,48,315461130.03,1,3,3,7,Transactional
VND00169,Vendor_0169,IT Services,Japan,Tier 3,32.9,0.3,37,268118446.91,4,1,2,7,Transactional
VND00822,Vendor_0822,Raw Material,USA,Tier 3,30.3,1.3,52,218222031.53,2,4,1,7,Transactional
VND00946,Vendor_0946,Machinery,China,Tier 3,30.8,0.8,44,280116100.95,3,2,2,7,Transactional
VND00042,Vendor_0042,Textiles,South Korea,Tier 2,64.7,0.1,38,264890976.62,5,1,1,7,Transactional
VND00832,Vendor_0832,Packaging,South Korea,Tier 2,61.7,0.1,39,224552519.64,5,1,1,7,Transactional
VND00837,Vendor_0837,Logistics,India,Tier 1,94.0,0.9,49,277952748.33,2,3,2,7,Transactional
VND00934,Vendor_0934,Electronics,Japan,Tier 2,66.8,0.2,46,248440523.49,4,2,1,7,Transactional
VND00281,Vendor_0281,Unknown,Vietnam,Tier 1,92.3,0.2,39,186795560.97,5,1,1,7,Transactional
VND00509,Vendor_0509,Machinery,Malaysia,Tier 1,96.5,1.6,50,305740843.34,1,3,3,7,Transactional
VND00311,Vendor_0311,Textiles,Vietnam,Tier 2,60.7,1.0,53,248779004.06,2,4,1,7,Transactional
VND00705,Vendor_0705,Packaging,Thailand,Tier 3,34.4,0.5,42,288374971.46,4,1,2,7,Transactional
VND00424,Vendor_0424,Electronics,Vietnam,Tier 2,64.6,1.0,51,289349788.96,2,3,2,7,Transactional
VND00538,Vendor_0538,IT Services,Malaysia,Tier 3,47.3,0.6,45,278993315.72,3,2,2,7,Transactional
VND00599,Vendor_0599,Machinery,Thailand,Tier 3,43.5,0.2,46,263483538.19,4,2,1,7,Transactional
VND00545,Vendor_0545,IT Services,South Korea,Tier 2,73.3,0.2,41,236509148.71,5,1,1,7,Transactional
VND00380,Vendor_0380,Textiles,Malaysia,Tier 3,49.7,2.3,47,334543419.02,1,2,4,7,Transactional
VND00547,Vendor_0547,Chemicals,China,Tier 3,37.9,0.7,46,291943277.91,3,2,2,7,Transactional
VND00548,Vendor_0548,Machinery,Bangladesh,Tier 2,77.0,0.5,46,222878606.01,4,2,1,7,Transactional
VND00312,Vendor_0312,Chemicals,China,Tier 3,35.5,1.2,48,284902772.2,2,3,2,7,Transactional
VND00373,Vendor_0373,Raw Material,Thailand,Tier 3,36.6,1.3,46,304689909.99,2,2,3,7,Transactional
VND00690,Vendor_0690,Raw Material,South Korea,Tier 3,43.1,1.1,46,328485282.1,2,2,3,7,Transactional
VND00550,Vendor_0550,Machinery,Unknown,Tier 1,84.1,0.6,46,282129244.06,3,2,2,7,Transactional
VND00317,Vendor_0317,Machinery,Thailand,Tier 3,58.6,1.5,49,275934360.14,2,3,2,7,Transactional
VND00438,Vendor_0438,Chemicals,Thailand,Tier 1,87.5,1.1,51,282226785.15,2,3,2,7,Transactional
VND00556,Vendor_0556,Textiles,China,Tier 3,58.2,0.1,43,245758757.1,5,1,1,7,Transactional
VND00581,Vendor_0581,Logistics,Thailand,Tier 2,62.1,1.9,53,285147444.5,1,4,2,7,Transactional
VND00680,Vendor_0680,Electronics,India,Tier 1,90.6,0.3,46,264978066.92,4,2,1,7,Transactional
VND00557,Vendor_0557,IT Services,China,Tier 3,39.4,0.8,46,297282283.17,3,2,2,7,Transactional
VND00452,Vendor_0452,Packaging,Japan,Tier 2,69.1,0.1,43,258824338.36,5,1,1,7,Transactional
VND00577,Vendor_0577,Machinery,South Korea,Tier 3,40.3,2.2,57,260470270.35,1,5,1,7,Transactional
VND00561,Vendor_0561,IT Services,Malaysia,Tier 2,79.3,0.9,47,270394436.72,3,2,2,7,Transactional
VND00672,Vendor_0672,Unknown,Vietnam,Tier 1,92.8,0.3,45,256814370.37,4,2,1,7,Transactional
VND00668,Vendor_0668,Raw Material,China,Tier 3,41.2,1.6,53,283624910.42,1,4,2,7,Transactional
VND00333,Vendor_0333,Textiles,USA,Tier 3,31.0,0.5,37,287962622.99,4,1,2,7,Transactional
VND00388,Vendor_0388,Logistics,South Korea,Tier 3,42.4,0.7,49,251500934.99,3,3,1,7,Transactional
VND00456,Vendor_0456,Textiles,Unknown,Tier 2,64.5,0.7,45,266075278.34,3,2,2,7,Transactional
VND00617,Vendor_0617,Electronics,Malaysia,Tier 3,34.3,0.8,47,280378000.29,3,2,2,7,Transactional
VND00288,Vendor_0288,Textiles,China,Tier 2,68.0,0.4,43,276829688.7,4,1,2,7,Transactional
VND00418,Vendor_0418,Packaging,Bangladesh,Tier 3,53.0,1.1,45,324369913.35,2,2,3,7,Transactional
VND00291,Vendor_0291,Packaging,South Korea,Tier 3,32.1,0.2,39,238610649.66,5,1,1,7,Transactional
VND00419,Vendor_0419,Packaging,South Korea,Tier 2,77.1,3.0,53,275354107.32,1,4,2,7,Transactional
VND00498,Vendor_0498,Packaging,Germany,Tier 3,35.4,1.4,45,319145758.87,2,2,3,7,Transactional
VND00708,Vendor_0708,IT Services,Thailand,Tier 1,86.7,0.9,51,261754637.89,3,3,1,7,Transactional
VND00398,Vendor_0398,IT Services,Vietnam,Tier 2,60.0,1.1,49,289779613.77,2,3,2,7,Transactional
VND00293,Vendor_0293,Textiles,India,Tier 1,87.6,0.9,45,267046070.37,3,2,2,7,Transactional
VND00401,Vendor_0401,Packaging,South Korea,Tier 3,37.2,1.9,50,309589465.78,1,3,3,7,Transactional
VND00395,Vendor_0395,Packaging,Japan,Tier 3,53.9,0.1,40,248365715.48,5,1,1,7,Transactional
VND00407,Vendor_0407,IT Services,Malaysia,Tier 3,57.2,2.2,49,301840606.28,1,3,3,7,Transactional
VND00399,Vendor_0399,Textiles,South Korea,Tier 1,82.6,1.4,45,298565275.01,2,2,3,7,Transactional
VND00166,Vendor_0166,Logistics,Japan,Tier 1,88.5,0.3,42,263751634.58,4,1,1,6,Low Value
VND00919,Vendor_0919,IT Services,Malaysia,Tier 1,83.5,0.6,47,246321886.86,3,2,1,6,Low Value
VND00888,Vendor_0888,Chemicals,China,Tier 3,46.7,1.0,45,279502155.54,2,2,2,6,Dormant / At-Risk
VND00441,Vendor_0441,Textiles,India,Tier 3,35.9,1.3,45,274862308.8,2,2,2,6,Dormant / At-Risk
VND00825,Vendor_0825,Machinery,Vietnam,Tier 2,67.6,4.3,44,305217684.41,1,2,3,6,Dormant / At-Risk
VND00824,Vendor_0824,Raw Material,Bangladesh,Tier 3,57.9,5.9,47,307942605.07,1,2,3,6,Dormant / At-Risk
VND00857,Vendor_0857,Logistics,South Korea,Tier 3,32.6,1.8,51,285105920.11,1,3,2,6,Dormant / At-Risk
VND00923,Vendor_0923,Electronics,South Korea,Tier 1,92.6,0.5,45,257732282.86,3,2,1,6,Low Value
VND00064,Vendor_0064,IT Services,Bangladesh,Tier 3,55.0,1.4,45,272855156.95,2,2,2,6,Dormant / At-Risk
VND00833,Vendor_0833,Packaging,Unknown,Tier 3,39.9,0.4,40,227485871.83,4,1,1,6,Low Value
VND00413,Vendor_0413,Logistics,Malaysia,Tier 1,96.5,0.4,35,188722992.32,4,1,1,6,Low Value
VND00173,Vendor_0173,Raw Material,India,Tier 2,65.8,0.4,43,256242729.03,4,1,1,6,Low Value
VND00575,Vendor_0575,IT Services,Bangladesh,Tier 1,90.4,0.6,39,291779540.41,3,1,2,6,Low Value
VND00340,Vendor_0340,Textiles,Vietnam,Tier 3,36.8,1.5,47,285794276.53,2,2,2,6,Dormant / At-Risk
VND00408,Vendor_0408,Logistics,South Korea,Tier 3,30.8,1.7,49,286024441.25,1,3,2,6,Dormant / At-Risk
VND00667,Vendor_0667,Electronics,Vietnam,Tier 3,47.2,0.2,42,235545258.21,4,1,1,6,Low Value
VND00877,Vendor_0877,Machinery,India,Tier 1,80.1,0.8,45,210802059.53,3,2,1,6,Low Value
VND00075,Vendor_0075,Raw Material,Bangladesh,Tier 2,79.5,0.9,46,249562842.04,3,2,1,6,Low Value
VND00910,Vendor_0910,Machinery,Vietnam,Tier 3,56.6,0.9,47,276596400.9,2,2,2,6,Dormant / At-Risk
VND00429,Vendor_0429,Textiles,Vietnam,Tier 3,54.6,2.1,47,326267501.12,1,2,3,6,Dormant / At-Risk
VND00808,Vendor_0808,IT Services,South Korea,Tier 1,94.8,1.9,47,299428901.39,1,2,3,6,Dormant / At-Risk
VND00138,Vendor_0138,Electronics,India,Tier 2,79.2,1.0,47,289110111.55,2,2,2,6,Dormant / At-Risk
VND00139,Vendor_0139,Textiles,China,Tier 3,55.5,0.9,45,238207102.18,3,2,1,6,Low Value
VND00393,Vendor_0393,Electronics,Thailand,Tier 3,56.0,1.2,47,272550735.65,2,2,2,6,Dormant / At-Risk
VND00601,Vendor_0601,Raw Material,South Korea,Tier 3,41.8,0.9,41,277419138.16,3,1,2,6,Low Value
VND00861,Vendor_0861,Logistics,Japan,Tier 1,84.3,2.2,52,253709591.58,1,4,1,6,Dormant / At-Risk
VND00427,Vendor_0427,Chemicals,Vietnam,Tier 2,60.9,0.4,41,265256952.04,4,1,1,6,Low Value
VND00422,Vendor_0422,Packaging,Bangladesh,Tier 1,85.3,0.3,43,216553214.34,4,1,1,6,Low Value
VND00377,Vendor_0377,IT Services,South Korea,Tier 1,89.1,2.5,47,316492554.88,1,2,3,6,Dormant / At-Risk
VND00864,Vendor_0864,Machinery,Vietnam,Tier 2,60.9,0.9,45,284573984.51,2,2,2,6,Dormant / At-Risk
VND00159,Vendor_0159,Logistics,India,Tier 3,46.6,0.5,43,252018816.91,4,1,1,6,Low Value
VND00428,Vendor_0428,IT Services,China,Tier 1,92.1,1.7,43,341285339.36,1,1,4,6,Dormant / At-Risk
VND00161,Vendor_0161,IT Services,Bangladesh,Tier 3,55.7,1.5,49,230439200.03,2,3,1,6,Dormant / At-Risk
VND00845,Vendor_0845,Raw Material,South Korea,Tier 3,40.4,1.1,47,269644310.09,2,2,2,6,Dormant / At-Risk
VND00844,Vendor_0844,Machinery,Thailand,Tier 1,97.3,0.3,40,252795576.5,4,1,1,6,Low Value
VND00371,Vendor_0371,Packaging,Germany,Tier 3,37.1,1.2,50,253989697.45,2,3,1,6,Dormant / At-Risk
VND00907,Vendor_0907,Electronics,Malaysia,Tier 1,87.2,0.6,41,267504135.13,3,1,2,6,Low Value
VND00129,Vendor_0129,IT Services,Japan,Tier 3,30.5,0.9,43,274542013.95,3,1,2,6,Low Value
VND00096,Vendor_0096,IT Services,Thailand,Unclassified,,0.6,48,218105641.04,3,2,1,6,Low Value
VND00594,Vendor_0594,Chemicals,Malaysia,Tier 3,54.2,1.1,43,306102913.48,2,1,3,6,Dormant / At-Risk
VND00839,Vendor_0839,Packaging,Vietnam,Tier 2,70.6,0.4,42,249041617.56,4,1,1,6,Low Value
VND00896,Vendor_0896,Machinery,Germany,Tier 3,44.3,0.6,41,269050066.02,3,1,2,6,Low Value
VND00359,Vendor_0359,IT Services,USA,Tier 1,95.8,1.3,45,275886862.66,2,2,2,6,Dormant / At-Risk
VND00627,Vendor_0627,Electronics,USA,Tier 2,62.4,1.2,46,297733823.76,2,2,2,6,Dormant / At-Risk
VND00113,Vendor_0113,Logistics,USA,Tier 1,95.1,1.8,46,329640444.04,1,2,3,6,Dormant / At-Risk
VND00194,Vendor_0194,Raw Material,Thailand,Tier 2,74.3,0.3,35,173668045.6,4,1,1,6,Low Value
VND00487,Vendor_0487,Packaging,India,Tier 3,33.2,0.5,44,251840799.99,4,1,1,6,Low Value
VND00968,Vendor_0968,Logistics,China,Tier 3,50.8,3.1,51,285455837.97,1,3,2,6,Dormant / At-Risk
VND00695,Vendor_0695,Packaging,South Korea,Tier 3,38.0,0.5,34,183610957.7,4,1,1,6,Low Value
VND00308,Vendor_0308,Electronics,India,Tier 3,52.6,0.4,43,255009839.84,4,1,1,6,Low Value
VND00761,Vendor_0761,Textiles,India,Tier 3,40.6,1.5,46,272354241.7,2,2,2,6,Dormant / At-Risk
VND00307,Vendor_0307,Machinery,Unknown,Tier 2,66.1,3.0,45,322606104.62,1,2,3,6,Dormant / At-Risk
VND00973,Vendor_0973,Logistics,USA,Tier 1,81.3,0.9,47,271630910.48,2,2,2,6,Dormant / At-Risk
VND00472,Vendor_0472,Machinery,Thailand,Tier 1,97.9,1.3,44,327299418.54,2,1,3,6,Dormant / At-Risk
VND00473,Vendor_0473,Unknown,Vietnam,Tier 3,33.0,0.9,40,287708467.6,3,1,2,6,Low Value
VND00477,Vendor_0477,Raw Material,USA,Tier 3,35.2,0.3,42,233730385.1,4,1,1,6,Low Value
VND00703,Vendor_0703,Chemicals,USA,Tier 3,53.6,0.6,43,279152538.82,3,1,2,6,Low Value
VND00300,Vendor_0300,Machinery,USA,Tier 3,36.0,1.9,44,348754795.24,1,1,4,6,Dormant / At-Risk
VND00481,Vendor_0481,Electronics,China,Tier 2,74.1,1.0,46,288896285.42,2,2,2,6,Dormant / At-Risk
VND00984,Vendor_0984,Raw Material,India,Tier 3,35.3,1.8,48,286817763.76,1,3,2,6,Dormant / At-Risk
VND00746,Vendor_0746,Packaging,Bangladesh,Tier 1,93.0,1.7,52,258463332.14,1,4,1,6,Dormant / At-Risk
VND00777,Vendor_0777,Logistics,Japan,Tier 3,46.0,0.3,36,197104523.83,4,1,1,6,Low Value
VND00263,Vendor_0263,Electronics,Malaysia,Tier 3,39.8,1.7,48,318549606.22,1,2,3,6,Dormant / At-Risk
VND00265,Vendor_0265,Raw Material,India,Tier 1,91.4,0.9,44,266077258.51,3,1,2,6,Low Value
VND00987,Vendor_0987,Chemicals,Germany,Tier 2,78.2,0.8,47,194614982.27,3,2,1,6,Low Value
VND00989,Vendor_0989,Chemicals,India,Tier 3,47.2,0.3,39,208583279.73,4,1,1,6,Low Value
VND00268,Vendor_0268,Textiles,China,Tier 2,79.2,1.7,51,295752523.5,1,3,2,6,Dormant / At-Risk
VND00295,Vendor_0295,IT Services,Malaysia,Tier 3,38.9,0.8,45,233820754.07,3,2,1,6,Low Value
VND00491,Vendor_0491,Electronics,Bangladesh,Tier 2,61.9,0.5,42,254171833.83,4,1,1,6,Low Value
VND00715,Vendor_0715,Machinery,India,Tier 3,54.4,1.3,47,286727387.88,2,2,2,6,Dormant / At-Risk
VND00011,Vendor_0011,Logistics,Malaysia,Tier 3,31.4,1.1,45,294435913.38,2,2,2,6,Dormant / At-Risk
VND00521,Vendor_0521,Textiles,Japan,Tier 2,71.6,2.2,46,328033656.5,1,2,3,6,Dormant / At-Risk
VND00718,Vendor_0718,Textiles,Germany,Tier 1,97.6,1.3,44,298296033.57,2,1,3,6,Dormant / At-Risk
VND00279,Vendor_0279,Textiles,Thailand,Tier 2,79.1,1.0,45,286582416.39,2,2,2,6,Dormant / At-Risk
VND00499,Vendor_0499,Machinery,China,Tier 1,98.2,3.4,45,310886938.86,1,2,3,6,Dormant / At-Risk
VND00691,Vendor_0691,Packaging,Japan,Tier 3,52.7,3.4,45,305322732.26,1,2,3,6,Dormant / At-Risk
VND00026,Vendor_0026,IT Services,USA,Unclassified,,6.1,45,303744461.96,1,2,3,6,Dormant / At-Risk
VND00784,Vendor_0784,Textiles,Germany,Tier 3,54.2,1.4,47,274285188.57,2,2,2,6,Dormant / At-Risk
VND00202,Vendor_0202,Logistics,USA,Tier 3,35.9,1.2,45,273078151.3,2,2,2,6,Dormant / At-Risk
VND00560,Vendor_0560,IT Services,Japan,Tier 2,73.4,0.3,37,193693309.45,4,1,1,6,Low Value
VND00793,Vendor_0793,Electronics,Malaysia,Tier 2,65.4,2.4,46,304176263.3,1,2,3,6,Dormant / At-Risk
VND00948,Vendor_0948,Chemicals,Malaysia,Tier 1,93.0,0.2,39,259418776.23,4,1,1,6,Low Value
VND00036,Vendor_0036,Machinery,Malaysia,Tier 1,86.6,4.1,49,274078647.37,1,3,2,6,Dormant / At-Risk
VND00323,Vendor_0323,Textiles,Vietnam,Tier 2,76.2,2.7,47,313362609.76,1,2,3,6,Dormant / At-Risk
VND00466,Vendor_0466,Chemicals,Thailand,Tier 3,56.2,0.4,41,215906366.12,4,1,1,6,Low Value
VND00322,Vendor_0322,Chemicals,USA,Tier 1,80.0,0.7,47,264593837.07,3,2,1,6,Low Value
VND00558,Vendor_0558,Logistics,Vietnam,Tier 3,32.0,0.5,36,247998600.66,4,1,1,6,Low Value
VND00960,Vendor_0960,Logistics,Thailand,Tier 1,81.7,0.6,46,247623011.4,3,2,1,6,Low Value
VND00687,Vendor_0687,Logistics,Vietnam,Tier 2,70.0,2.3,52,231976562.74,1,4,1,6,Dormant / At-Risk
VND00195,Vendor_0195,Unknown,Bangladesh,Tier 3,53.7,0.5,38,207512391.05,4,1,1,6,Low Value
VND00778,Vendor_0778,Textiles,Malaysia,Tier 1,80.6,0.3,41,204598691.0,4,1,1,6,Low Value
VND00051,Vendor_0051,Chemicals,Bangladesh,Tier 1,97.9,1.7,48,267783562.34,1,2,2,5,Dormant / At-Risk
VND00455,Vendor_0455,Raw Material,Germany,Tier 3,37.8,1.8,36,306280343.16,1,1,3,5,Dormant / At-Risk
VND00489,Vendor_0489,Packaging,Malaysia,Tier 1,96.5,1.1,40,273572235.16,2,1,2,5,Dormant / At-Risk
VND00994,Vendor_0994,Packaging,Bangladesh,Tier 2,71.3,0.7,42,240010728.63,3,1,1,5,Low Value
VND00930,Vendor_0930,Raw Material,Vietnam,Tier 3,48.1,1.2,39,285764985.75,2,1,2,5,Dormant / At-Risk
VND00615,Vendor_0615,IT Services,Japan,Tier 1,91.2,0.7,43,251963896.37,3,1,1,5,Low Value
VND00943,Vendor_0943,Electronics,Japan,Tier 2,75.6,1.4,47,251561849.57,2,2,1,5,Dormant / At-Risk
VND00041,Vendor_0041,IT Services,China,Tier 3,38.5,1.2,45,225982140.4,2,2,1,5,Dormant / At-Risk
VND00569,Vendor_0569,Chemicals,Vietnam,Tier 1,93.3,2.0,40,299607795.55,1,1,3,5,Dormant / At-Risk
VND00503,Vendor_0503,Textiles,India,Tier 3,51.7,3.9,51,261961380.14,1,3,1,5,Dormant / At-Risk
VND00028,Vendor_0028,Machinery,Thailand,Tier 2,66.0,0.8,41,262038542.86,3,1,1,5,Low Value
VND00037,Vendor_0037,Electronics,South Korea,Tier 3,51.3,2.0,49,263838538.99,1,3,1,5,Dormant / At-Risk
VND00606,Vendor_0606,Raw Material,Germany,Tier 2,62.3,0.8,43,264912078.21,3,1,1,5,Low Value
VND00449,Vendor_0449,Textiles,China,Tier 3,56.3,1.7,42,301714982.64,1,1,3,5,Dormant / At-Risk
VND00966,Vendor_0966,Raw Material,Germany,Tier 3,54.9,1.9,44,286694162.89,1,2,2,5,Dormant / At-Risk
VND00953,Vendor_0953,Chemicals,South Korea,Tier 3,42.3,1.8,42,320128383.82,1,1,3,5,Dormant / At-Risk
VND00535,Vendor_0535,Unknown,Vietnam,Tier 1,83.8,1.5,41,289239953.09,2,1,2,5,Dormant / At-Risk
VND00073,Vendor_0073,Packaging,Vietnam,Tier 3,30.4,3.2,46,277200065.08,1,2,2,5,Dormant / At-Risk
VND00034,Vendor_0034,Chemicals,Unknown,Tier 1,96.4,1.6,45,293474435.33,1,2,2,5,Dormant / At-Risk
VND00032,Vendor_0032,Logistics,Bangladesh,Tier 3,41.9,1.8,39,307543639.95,1,1,3,5,Dormant / At-Risk
VND00431,Vendor_0431,Logistics,USA,Tier 3,40.0,0.9,39,248748968.72,3,1,1,5,Low Value
VND00969,Vendor_0969,Unknown,Bangladesh,Tier 2,69.6,0.8,35,195703453.0,3,1,1,5,Low Value
VND00030,Vendor_0030,Chemicals,South Korea,Tier 3,33.3,1.2,44,274905131.83,2,1,2,5,Dormant / At-Risk
VND00567,Vendor_0567,Logistics,Malaysia,Tier 3,57.5,1.5,38,280787310.75,2,1,2,5,Dormant / At-Risk
VND00564,Vendor_0564,Machinery,USA,Tier 3,31.0,1.5,47,264074756.69,2,2,1,5,Dormant / At-Risk
VND00501,Vendor_0501,Raw Material,Vietnam,Tier 2,78.9,3.2,44,316706789.69,1,1,3,5,Dormant / At-Risk
VND00369,Vendor_0369,Logistics,Bangladesh,Tier 3,43.7,0.6,43,247387098.29,3,1,1,5,Low Value
VND00790,Vendor_0790,Chemicals,Unknown,Tier 1,96.3,1.1,44,219795277.4,2,2,1,5,Dormant / At-Risk
VND00366,Vendor_0366,Electronics,USA,Tier 3,57.0,4.5,48,262336929.2,1,3,1,5,Dormant / At-Risk
VND00734,Vendor_0734,Electronics,USA,Tier 2,66.6,2.6,45,269910929.28,1,2,2,5,Dormant / At-Risk
VND00269,Vendor_0269,Unknown,China,Tier 3,55.2,0.8,42,258783217.39,3,1,1,5,Low Value
VND00215,Vendor_0215,IT Services,Bangladesh,Tier 2,79.9,3.7,44,314141731.46,1,1,3,5,Dormant / At-Risk
VND00259,Vendor_0259,IT Services,South Korea,Tier 2,69.9,1.1,45,231900337.43,2,2,1,5,Dormant / At-Risk
VND00740,Vendor_0740,Textiles,Vietnam,Tier 3,56.4,2.4,45,285632428.22,1,2,2,5,Dormant / At-Risk
VND00356,Vendor_0356,Chemicals,India,Tier 2,75.0,0.9,43,216347425.65,3,1,1,5,Low Value
VND00165,Vendor_0165,Electronics,Germany,Tier 3,36.3,1.8,47,282829865.26,1,2,2,5,Dormant / At-Risk
VND00167,Vendor_0167,Packaging,Germany,Tier 3,52.5,1.2,43,276257771.62,2,1,2,5,Dormant / At-Risk
VND00710,Vendor_0710,Textiles,Vietnam,Tier 2,77.7,1.3,43,270751337.66,2,1,2,5,Dormant / At-Risk
VND00324,Vendor_0324,Electronics,Japan,Tier 3,49.6,0.6,39,210308403.83,3,1,1,5,Low Value
VND00205,Vendor_0205,Textiles,Unknown,Tier 2,72.5,1.0,46,236014194.19,2,2,1,5,Dormant / At-Risk
VND00350,Vendor_0350,Textiles,China,Tier 2,73.8,2.0,45,297086405.81,1,2,2,5,Dormant / At-Risk
VND00762,Vendor_0762,Chemicals,Japan,Tier 3,51.8,2.6,46,266705166.22,1,2,2,5,Dormant / At-Risk
VND00174,Vendor_0174,Packaging,Malaysia,Tier 3,45.9,1.0,44,277149894.91,2,1,2,5,Dormant / At-Risk
VND00676,Vendor_0676,Textiles,USA,Tier 1,98.8,0.9,38,253538031.24,3,1,1,5,Low Value
VND00749,Vendor_0749,Machinery,South Korea,Tier 1,93.5,0.8,38,257621216.92,3,1,1,5,Low Value
VND00706,Vendor_0706,Chemicals,USA,Tier 1,99.3,1.3,43,278693298.15,2,1,2,5,Dormant / At-Risk
VND00328,Vendor_0328,Raw Material,China,Tier 2,72.8,0.8,40,253272020.23,3,1,1,5,Low Value
VND00332,Vendor_0332,Chemicals,Vietnam,Tier 1,83.0,0.6,36,217907457.86,3,1,1,5,Low Value
VND00183,Vendor_0183,Packaging,Vietnam,Tier 1,94.7,0.7,39,244832125.31,3,1,1,5,Low Value
VND00192,Vendor_0192,IT Services,Thailand,Tier 1,92.8,1.2,39,269467645.97,2,1,2,5,Dormant / At-Risk
VND00748,Vendor_0748,Machinery,Vietnam,Tier 2,68.0,2.3,47,291039272.28,1,2,2,5,Dormant / At-Risk
VND00865,Vendor_0865,Machinery,Vietnam,Tier 3,58.1,1.9,45,286620821.16,1,2,2,5,Dormant / At-Risk
VND00277,Vendor_0277,Electronics,India,Tier 1,85.9,0.6,39,216821349.87,3,1,1,5,Low Value
VND00779,Vendor_0779,Logistics,India,Tier 1,80.4,0.6,42,246682162.49,3,1,1,5,Low Value
VND00316,Vendor_0316,Packaging,Japan,Tier 2,78.7,2.4,48,244967059.81,1,3,1,5,Dormant / At-Risk
VND00640,Vendor_0640,Machinery,Unknown,Tier 3,56.4,1.1,40,284066892.75,2,1,2,5,Dormant / At-Risk
VND00284,Vendor_0284,Textiles,South Korea,Tier 3,36.6,4.1,48,286369506.75,1,2,2,5,Dormant / At-Risk
VND00285,Vendor_0285,Raw Material,USA,Tier 2,70.5,0.9,39,238915681.68,3,1,1,5,Low Value
VND00782,Vendor_0782,Chemicals,South Korea,Tier 2,68.0,0.7,37,176403169.47,3,1,1,5,Low Value
VND00305,Vendor_0305,Textiles,Bangladesh,Tier 1,80.8,0.9,44,257569630.42,3,1,1,5,Low Value
VND00313,Vendor_0313,Raw Material,South Korea,Tier 3,31.8,3.4,40,305080418.13,1,1,3,5,Dormant / At-Risk
VND00874,Vendor_0874,Chemicals,Thailand,Tier 3,58.6,1.1,44,244417899.85,2,2,1,5,Dormant / At-Risk
VND00218,Vendor_0218,Raw Material,Germany,Tier 1,82.3,0.7,43,231289965.77,3,1,1,5,Low Value
VND00716,Vendor_0716,Chemicals,Thailand,Tier 1,95.1,2.0,46,273377152.89,1,2,2,5,Dormant / At-Risk
VND00721,Vendor_0721,Unknown,Thailand,Tier 1,95.7,1.2,42,283278588.58,2,1,2,5,Dormant / At-Risk
VND00543,Vendor_0543,Chemicals,Malaysia,Tier 3,46.0,2.3,45,215449131.09,1,2,1,4,Dormant / At-Risk
VND00228,Vendor_0228,Chemicals,Vietnam,Tier 3,57.5,1.4,40,181008744.01,2,1,1,4,Dormant / At-Risk
VND00799,Vendor_0799,Electronics,USA,Tier 2,78.8,1.1,38,259673747.3,2,1,1,4,Dormant / At-Risk
VND00693,Vendor_0693,IT Services,Japan,Unclassified,,1.0,43,260548359.65,2,1,1,4,Dormant / At-Risk
VND00768,Vendor_0768,Packaging,Vietnam,Tier 1,91.4,2.0,43,271827723.58,1,1,2,4,Dormant / At-Risk
VND00216,Vendor_0216,Chemicals,Japan,Tier 3,46.6,1.0,36,207508104.47,2,1,1,4,Dormant / At-Risk
VND00260,Vendor_0260,Textiles,China,Tier 3,36.8,1.2,36,160930092.39,2,1,1,4,Dormant / At-Risk
VND00251,Vendor_0251,Textiles,China,Unclassified,,2.1,44,279447567.12,1,1,2,4,Dormant / At-Risk
VND00478,Vendor_0478,Raw Material,China,Tier 2,68.8,1.5,44,252458018.34,2,1,1,4,Dormant / At-Risk
VND00507,Vendor_0507,Logistics,USA,Tier 1,93.8,4.6,40,268589909.25,1,1,2,4,Dormant / At-Risk
VND00949,Vendor_0949,Logistics,Japan,Tier 1,91.2,1.5,46,253282777.3,1,2,1,4,Dormant / At-Risk
VND00957,Vendor_0957,Raw Material,USA,Tier 2,66.3,1.0,41,223613232.85,2,1,1,4,Dormant / At-Risk
VND00219,Vendor_0219,IT Services,Vietnam,Tier 2,75.5,1.4,35,235443576.77,2,1,1,4,Dormant / At-Risk
VND00465,Vendor_0465,Textiles,South Korea,Tier 1,97.4,1.8,46,187838639.3,1,2,1,4,Dormant / At-Risk
VND00301,Vendor_0301,Logistics,Vietnam,Tier 3,33.6,2.8,42,281708723.18,1,1,2,4,Dormant / At-Risk
