Vendor_ID,Orders,Late_Rate_Pct,Avg_Delay,Spend,Vendor_Name,Vendor_Category,Vendor_Tier,Reliability_Score,Return_Lines,Return_Value,Return_Rate_Pct,Risk_Points,Risk_Band
VND00209,38,43.24,5.73,234633560.34,Vendor_0209,Chemicals,Tier 3,30.4,10.0,5500444.95,26.32,2,Medium Risk
VND00955,48,42.55,5.87,291688012.34,Vendor_0955,Chemicals,Tier 3,59.3,6.0,4004911.32,12.5,2,Medium Risk
VND00446,53,42.31,6.79,339511976.1,Vendor_0446,Textiles,Tier 1,96.3,6.0,1826984.84,11.32,2,Medium Risk
VND00677,56,42.31,3.96,379932784.2,Vendor_0677,Machinery,Tier 3,37.8,10.0,8863307.49,17.86,2,Medium Risk
VND00703,43,41.46,5.41,279152538.82,Vendor_0703,Chemicals,Tier 3,53.6,6.0,3834703.04,13.95,2,Medium Risk
VND00580,60,40.0,3.93,299544306.01,Vendor_0580,Electronics,Tier 3,48.1,7.0,6951610.04,11.67,2,Medium Risk
VND00641,51,39.58,3.62,335493216.8,Vendor_0641,Electronics,Tier 3,31.4,6.0,4318982.22,11.76,2,Medium Risk
VND00217,49,39.13,5.04,263655065.82,Vendor_0217,Electronics,Tier 3,52.8,5.0,2182720.61,10.2,2,Medium Risk
VND00765,48,38.64,4.52,249089167.84,Vendor_0765,Machinery,Tier 3,32.3,8.0,3966262.63,16.67,2,Medium Risk
VND00702,52,37.5,5.19,291904470.71,Vendor_0702,Chemicals,Tier 3,33.6,8.0,2210040.7,15.38,2,Medium Risk
VND00843,56,36.36,4.8,343999324.21,Vendor_0843,IT Services,Tier 3,42.5,7.0,3629593.46,12.5,2,Medium Risk
VND00139,45,31.82,3.66,238207102.18,Vendor_0139,Textiles,Tier 3,55.5,6.0,5486049.38,13.33,2,Medium Risk
VND00316,48,69.77,6.33,244967059.81,Vendor_0316,Packaging,Tier 2,78.7,1.0,44339.75,2.08,1,Low Risk
VND00397,52,68.63,6.37,310065712.22,Vendor_0397,Chemicals,Tier 1,90.1,3.0,2708945.63,5.77,1,Low Risk
VND00660,54,65.38,5.62,324814640.51,Vendor_0660,Logistics,Tier 2,70.0,4.0,3256198.33,7.41,1,Low Risk
VND00360,53,64.71,5.96,299999014.56,Vendor_0360,Logistics,Tier 2,70.3,5.0,3530438.88,9.43,1,Low Risk
VND00706,43,63.41,6.27,278693298.15,Vendor_0706,Chemicals,Tier 1,99.3,4.0,3739287.28,9.3,1,Low Risk
VND00980,42,63.16,5.29,263957499.76,Vendor_0980,Packaging,Tier 2,71.8,3.0,2654698.21,7.14,1,Low Risk
VND00094,60,62.96,5.81,395425230.2,Vendor_0094,Electronics,Tier 2,69.3,4.0,2760348.8,6.67,1,Low Risk
VND00933,55,62.96,6.3,347888653.77,Vendor_0933,Electronics,Tier 1,98.9,4.0,2703079.78,7.27,1,Low Risk
VND00531,59,62.26,5.74,351044508.6,Vendor_0531,Machinery,Tier 1,86.9,4.0,1912861.7,6.78,1,Low Risk
VND00236,46,61.54,5.74,307059820.13,Vendor_0236,Packaging,Tier 1,80.6,4.0,1781206.31,8.7,1,Low Risk
VND00906,47,60.98,6.51,307848948.07,Vendor_0906,Chemicals,Tier 1,92.5,4.0,2143278.33,8.51,1,Low Risk
VND00938,42,60.53,4.97,338672333.04,Vendor_0938,IT Services,Tier 1,94.0,3.0,2747127.38,7.14,1,Low Risk
VND00365,50,60.42,6.27,324564998.32,Vendor_0365,Chemicals,Tier 1,95.9,3.0,1572743.89,6.0,1,Low Risk
VND00749,38,60.0,5.51,257621216.92,Vendor_0749,Machinery,Tier 1,93.5,2.0,380161.19,5.26,1,Low Risk
VND00772,56,60.0,5.69,426922598.76,Vendor_0772,Chemicals,Tier 1,89.3,4.0,2847968.42,7.14,1,Low Risk
VND00866,32,60.0,5.8,213348764.94,Vendor_0866,Raw Material,Tier 2,69.2,2.0,830567.5,6.25,1,Low Risk
VND00800,54,59.18,6.06,346287979.9,Vendor_0800,IT Services,Tier 1,94.6,3.0,1670136.64,5.56,1,Low Risk
VND00632,57,58.18,6.35,308160998.47,Vendor_0632,IT Services,Tier 1,92.7,2.0,1236537.9,3.51,1,Low Risk
VND00231,45,58.14,6.07,268788871.98,Vendor_0231,IT Services,Tier 1,85.6,3.0,529548.56,6.67,1,Low Risk
VND00352,52,58.0,4.46,326446371.84,Vendor_0352,Unknown,Tier 1,90.0,2.0,1476523.41,3.85,1,Low Risk
VND00585,62,57.89,5.82,326202339.56,Vendor_0585,Logistics,Tier 2,74.3,0.0,0.0,0.0,1,Low Risk
VND00033,53,57.45,6.34,297814123.86,Vendor_0033,Raw Material,Unclassified,,4.0,2369729.54,7.55,1,Low Risk
VND00576,54,57.45,5.13,264384448.83,Vendor_0576,Machinery,Tier 1,96.5,5.0,1481163.12,9.26,1,Low Risk
VND00801,48,57.45,5.66,274669890.49,Vendor_0801,Machinery,Tier 2,79.5,3.0,1547029.66,6.25,1,Low Risk
VND00891,55,57.41,6.15,347382701.46,Vendor_0891,Unknown,Tier 1,80.6,5.0,2905097.07,9.09,1,Low Risk
VND00056,58,57.14,6.43,432430561.09,Vendor_0056,Unknown,Tier 1,94.5,0.0,0.0,0.0,1,Low Risk
VND00187,55,57.14,5.45,498548300.41,Vendor_0187,Raw Material,Tier 1,87.2,5.0,1047705.85,9.09,1,Low Risk
VND00482,49,57.14,5.92,255454344.73,Vendor_0482,Raw Material,Tier 2,78.7,2.0,821151.25,4.08,1,Low Risk
VND00551,64,57.14,5.79,304603891.52,Vendor_0551,Machinery,Tier 2,66.4,6.0,2462035.41,9.38,1,Low Risk
VND00462,47,56.82,6.23,306456434.53,Vendor_0462,Packaging,Tier 2,75.4,2.0,2658894.28,4.26,1,Low Risk
VND00758,45,56.82,5.86,322204865.28,Vendor_0758,Packaging,Tier 2,67.3,2.0,2555473.37,4.44,1,Low Risk
VND00117,56,56.6,6.15,351733302.32,Vendor_0117,Logistics,Tier 1,86.3,4.0,2627961.9,7.14,1,Low Risk
VND00325,49,56.52,6.48,328326336.19,Vendor_0325,Textiles,Tier 1,96.8,0.0,0.0,0.0,1,Low Risk
VND00183,39,56.41,6.41,244832125.31,Vendor_0183,Packaging,Tier 1,94.7,2.0,268772.74,5.13,1,Low Risk
VND00197,45,56.41,5.13,275908890.21,Vendor_0197,Electronics,Tier 1,80.8,3.0,349711.38,6.67,1,Low Risk
VND00137,57,56.36,5.36,432118832.3,Vendor_0137,Electronics,Tier 2,66.3,2.0,481310.98,3.51,1,Low Risk
VND00982,61,56.14,6.28,331169518.37,Vendor_0982,Packaging,Tier 1,84.0,4.0,2259042.91,6.56,1,Low Risk
VND00121,54,56.0,5.74,351443859.26,Vendor_0121,Raw Material,Tier 1,86.5,3.0,1745616.45,5.56,1,Low Risk
VND00689,52,56.0,5.8,350477860.75,Vendor_0689,Machinery,Tier 1,83.9,2.0,626235.82,3.85,1,Low Risk
VND00724,51,56.0,5.92,340912417.45,Vendor_0724,Chemicals,Tier 1,81.9,3.0,1050746.88,5.88,1,Low Risk
VND00609,61,55.93,7.93,368783917.25,Vendor_0609,IT Services,Tier 2,65.2,4.0,1050119.77,6.56,1,Low Risk
VND00699,60,55.93,6.22,328067625.77,Vendor_0699,IT Services,Tier 3,40.8,5.0,3198480.44,8.33,1,Low Risk
VND00595,37,55.88,5.79,227630662.67,Vendor_0595,Packaging,Tier 1,92.8,6.0,4381201.79,16.22,1,Low Risk
VND00074,55,55.77,7.33,284198576.13,Vendor_0074,IT Services,Tier 1,87.1,5.0,2641071.76,9.09,1,Low Risk
VND00436,58,55.77,7.06,345312188.93,Vendor_0436,IT Services,Tier 2,79.1,4.0,2137184.4,6.9,1,Low Risk
VND00898,56,55.77,4.37,284459991.47,Vendor_0898,Machinery,Tier 1,92.7,7.0,5258366.51,12.5,1,Low Risk
VND00578,63,55.74,7.43,396331569.95,Vendor_0578,Machinery,Tier 1,94.9,5.0,2669870.26,7.94,1,Low Risk
VND00967,75,55.71,6.81,480756595.92,Vendor_0967,Unknown,Tier 1,80.3,3.0,1709110.41,4.0,1,Low Risk
VND00155,40,55.56,5.14,316641065.79,Vendor_0155,Textiles,Tier 1,99.0,7.0,4038937.95,17.5,1,Low Risk
VND00612,49,55.56,5.53,335482810.61,Vendor_0612,Packaging,Tier 1,86.0,6.0,1855910.97,12.24,1,Low Risk
VND00948,39,55.56,6.17,259418776.23,Vendor_0948,Chemicals,Tier 1,93.0,4.0,2800385.02,10.26,1,Low Risk
VND00048,60,55.36,8.71,407909987.55,Vendor_0048,Machinery,Tier 2,66.4,2.0,330174.0,3.33,1,Low Risk
VND00145,61,55.36,5.7,341677391.61,Vendor_0145,Electronics,Tier 3,49.9,3.0,1784528.12,4.92,1,Low Risk
VND00147,59,55.36,7.34,355191914.32,Vendor_0147,Textiles,Tier 2,72.7,5.0,3811274.62,8.47,1,Low Risk
VND00224,57,55.36,6.36,416767793.97,Vendor_0224,Packaging,Tier 3,55.7,5.0,3732704.97,8.77,1,Low Risk
VND00959,59,55.36,6.2,277247995.68,Vendor_0959,Machinery,Tier 3,41.6,3.0,1026513.56,5.08,1,Low Risk
VND00204,51,55.32,6.4,353859606.78,Vendor_0204,Electronics,Tier 1,92.9,6.0,5640041.9,11.76,1,Low Risk
VND00312,48,55.32,5.89,284902772.2,Vendor_0312,Chemicals,Tier 3,35.5,4.0,2711505.72,8.33,1,Low Risk
VND00497,48,55.32,6.85,343020915.73,Vendor_0497,Electronics,Tier 2,70.9,1.0,22221.54,2.08,1,Low Risk
VND00826,50,55.32,6.57,273748332.15,Vendor_0826,Chemicals,Tier 1,94.4,4.0,2579847.83,8.0,1,Low Risk
VND00434,39,55.26,6.21,246212819.7,Vendor_0434,Raw Material,Tier 3,37.1,3.0,1143862.39,7.69,1,Low Risk
VND00633,62,55.17,6.71,396161742.45,Vendor_0633,Machinery,Tier 2,65.8,2.0,1699348.57,3.23,1,Low Risk
VND00928,60,55.17,8.12,376794349.43,Vendor_0928,Packaging,Tier 2,67.9,3.0,941562.98,5.0,1,Low Risk
VND00189,51,55.1,6.24,342521057.78,Vendor_0189,Chemicals,Tier 2,67.1,7.0,4870578.65,13.73,1,Low Risk
VND00394,52,55.1,7.92,253826413.5,Vendor_0394,IT Services,Tier 1,84.3,3.0,982143.48,5.77,1,Low Risk
VND00452,43,55.0,6.52,258824338.36,Vendor_0452,Packaging,Tier 2,69.1,5.0,4488683.75,11.63,1,Low Risk
VND00626,66,55.0,5.78,437441885.42,Vendor_0626,Logistics,Tier 3,55.8,3.0,438481.33,4.55,1,Low Risk
VND00464,65,54.84,4.79,338800917.33,Vendor_0464,Machinery,Tier 2,70.8,11.0,7878954.32,16.92,1,Low Risk
VND00922,42,54.76,6.38,229360039.53,Vendor_0922,Logistics,Tier 2,64.1,6.0,663458.4,14.29,1,Low Risk
VND00970,46,54.76,7.21,298124191.12,Vendor_0970,Logistics,Tier 2,63.3,3.0,1433573.89,6.52,1,Low Risk
VND00348,57,54.72,6.36,398177795.23,Vendor_0348,Packaging,Tier 3,33.2,4.0,2451399.6,7.02,1,Low Risk
VND00767,55,54.72,5.15,287411639.13,Vendor_0767,IT Services,Tier 1,83.4,7.0,2614893.67,12.73,1,Low Risk
VND00892,58,54.72,4.43,368211280.83,Vendor_0892,Packaging,Tier 1,89.9,7.0,2236498.12,12.07,1,Low Risk
VND00084,34,54.55,5.94,281547586.02,Vendor_0084,Raw Material,Tier 3,34.4,1.0,15375.18,2.94,1,Low Risk
VND00271,45,54.55,7.16,272500715.31,Vendor_0271,Machinery,Tier 1,86.7,1.0,1042851.48,2.22,1,Low Risk
VND00282,57,54.55,6.93,401571405.71,Vendor_0282,Packaging,Unclassified,,4.0,1831250.58,7.02,1,Low Risk
VND00295,45,54.55,5.68,233820754.07,Vendor_0295,IT Services,Tier 3,38.9,0.0,0.0,0.0,1,Low Risk
VND00102,59,54.39,6.25,447350693.88,Vendor_0102,Machinery,Tier 2,74.5,7.0,3573958.49,11.86,1,Low Risk
VND00110,50,54.35,6.17,293399999.58,Vendor_0110,IT Services,Tier 3,35.4,1.0,727161.34,2.0,1,Low Risk
VND00151,48,54.35,6.61,298298054.67,Vendor_0151,Logistics,Tier 1,93.6,3.0,2197045.65,6.25,1,Low Risk
VND00978,49,54.35,5.93,307022761.9,Vendor_0978,Machinery,Tier 3,33.6,4.0,2064668.98,8.16,1,Low Risk
VND00777,36,54.29,5.77,197104523.83,Vendor_0777,Logistics,Tier 3,46.0,2.0,3285613.97,5.56,1,Low Risk
VND00930,39,54.29,5.06,285764985.75,Vendor_0930,Raw Material,Tier 3,48.1,3.0,724732.21,7.69,1,Low Risk
VND00796,62,54.24,6.98,344242725.7,Vendor_0796,Packaging,Tier 1,91.0,5.0,2774190.38,8.06,1,Low Risk
VND00816,50,54.17,5.33,346559599.5,Vendor_0816,Electronics,Tier 2,66.3,9.0,4898748.19,18.0,1,Low Risk
VND01000,52,54.17,6.33,342860110.13,Vendor_1000,Chemicals,Tier 2,61.2,9.0,5104640.4,17.31,1,Low Risk
VND00328,40,54.05,4.65,253272020.23,Vendor_0328,Raw Material,Tier 2,72.8,6.0,4130943.34,15.0,1,Low Risk
VND00842,40,54.05,7.57,198663818.23,Vendor_0842,Machinery,Tier 2,76.4,2.0,2213491.35,5.0,1,Low Risk
VND00142,52,54.0,6.56,380408222.28,Vendor_0142,Textiles,Tier 3,47.6,4.0,2530998.55,7.69,1,Low Risk
VND00180,53,54.0,6.56,377687644.25,Vendor_0180,Machinery,Tier 3,39.6,3.0,2865034.85,5.66,1,Low Risk
VND00208,53,54.0,5.76,334132039.48,Vendor_0208,Logistics,Tier 2,76.4,8.0,2692024.61,15.09,1,Low Risk
VND00247,55,54.0,7.58,314240234.57,Vendor_0247,IT Services,Tier 2,60.0,2.0,540877.24,3.64,1,Low Risk
VND00264,53,54.0,6.44,385389920.09,Vendor_0264,Packaging,Tier 2,66.3,8.0,3826581.02,15.09,1,Low Risk
VND00009,43,53.85,4.85,249111731.29,Vendor_0009,Machinery,Tier 2,72.1,9.0,4118606.41,20.93,1,Low Risk
VND00952,57,53.85,6.0,377961621.71,Vendor_0952,Logistics,Tier 2,76.6,8.0,6224181.12,14.04,1,Low Risk
VND00290,57,53.7,8.91,338959146.52,Vendor_0290,Machinery,Tier 2,71.4,5.0,2418047.97,8.77,1,Low Risk
VND00265,44,53.66,6.12,266077258.51,Vendor_0265,Raw Material,Tier 1,91.4,7.0,4883135.84,15.91,1,Low Risk
VND00681,42,53.66,4.46,290950447.34,Vendor_0681,Raw Material,Tier 1,87.2,6.0,3694819.15,14.29,1,Low Risk
VND00887,45,53.66,7.17,258782447.21,Vendor_0887,Machinery,Tier 2,75.7,2.0,1176131.11,4.44,1,Low Risk
VND00769,59,53.57,5.23,352412934.77,Vendor_0769,IT Services,Tier 3,53.9,5.0,3793105.18,8.47,1,Low Risk
VND00498,45,53.49,5.86,319145758.87,Vendor_0498,Packaging,Tier 3,35.4,4.0,2874372.3,8.89,1,Low Risk
VND00766,45,53.49,5.65,331155721.31,Vendor_0766,Machinery,Tier 2,69.9,9.0,6210544.5,20.0,1,Low Risk
VND00972,46,53.49,7.16,292401433.49,Vendor_0972,Logistics,Tier 1,95.6,4.0,2200831.2,8.7,1,Low Risk
VND00292,63,53.45,6.47,327166198.94,Vendor_0292,Electronics,Tier 3,32.6,5.0,1088801.87,7.94,1,Low Risk
VND00628,61,53.33,5.57,366691132.95,Vendor_0628,Textiles,Tier 1,82.3,6.0,5714200.4,9.84,1,Low Risk
VND00411,51,53.19,5.57,333279122.13,Vendor_0411,Electronics,Tier 3,52.4,3.0,3199525.54,5.88,1,Low Risk
VND00700,50,53.19,5.04,314830343.38,Vendor_0700,Chemicals,Tier 2,63.7,6.0,2576705.59,12.0,1,Low Risk
VND00916,49,53.19,7.11,311102774.22,Vendor_0916,Chemicals,Tier 2,60.5,2.0,1363018.39,4.08,1,Low Risk
VND00160,50,53.06,7.82,340793112.26,Vendor_0160,Electronics,Tier 1,81.0,4.0,3925836.21,8.0,1,Low Risk
VND00602,52,53.06,4.06,320325718.2,Vendor_0602,Machinery,Tier 3,49.5,5.0,3799688.37,9.62,1,Low Risk
VND00107,55,52.94,5.33,346364389.97,Vendor_0107,Textiles,Tier 3,58.7,5.0,2891945.34,9.09,1,Low Risk
VND00717,54,52.94,7.2,246096636.92,Vendor_0717,Electronics,Tier 1,88.1,3.0,2242552.06,5.56,1,Low Risk
VND00707,56,52.73,5.04,296952075.62,Vendor_0707,Textiles,Tier 3,52.6,4.0,2280936.78,7.14,1,Low Risk
VND00230,59,52.63,5.25,400140747.05,Vendor_0230,Packaging,Tier 2,74.2,9.0,5353059.99,15.25,1,Low Risk
VND00710,43,52.63,5.76,270751337.66,Vendor_0710,Textiles,Tier 2,77.7,6.0,5081823.83,13.95,1,Low Risk
VND00491,42,52.5,6.62,254171833.83,Vendor_0491,Electronics,Tier 2,61.9,2.0,1912628.45,4.76,1,Low Risk
VND00594,43,52.5,6.45,306102913.48,Vendor_0594,Chemicals,Tier 3,54.2,2.0,517741.66,4.65,1,Low Risk
VND00965,43,52.5,5.0,244556136.43,Vendor_0965,Raw Material,Tier 3,50.2,4.0,2684129.82,9.3,1,Low Risk
VND00561,47,52.38,7.48,270394436.72,Vendor_0561,IT Services,Tier 2,79.3,4.0,1175627.82,8.51,1,Low Risk
VND00926,44,52.38,4.95,345713433.82,Vendor_0926,Textiles,Tier 3,31.6,3.0,2322691.02,6.82,1,Low Risk
VND00214,48,52.27,6.41,346701631.49,Vendor_0214,Machinery,Tier 3,45.7,2.0,997916.43,4.17,1,Low Risk
VND00087,71,52.24,4.97,432854375.3,Vendor_0087,Raw Material,Tier 1,81.1,9.0,6871403.15,12.68,1,Low Risk
VND00334,50,52.17,5.76,323579322.46,Vendor_0334,Electronics,Tier 3,38.1,4.0,1805886.03,8.0,1,Low Risk
VND00044,50,52.08,5.23,341639440.72,Vendor_0044,Packaging,Tier 1,93.7,6.0,4889209.04,12.0,1,Low Risk
VND00797,49,52.08,5.21,296650424.94,Vendor_0797,Textiles,Tier 1,95.2,8.0,2003395.45,16.33,1,Low Risk
VND00870,50,52.08,5.88,359959397.15,Vendor_0870,Raw Material,Tier 1,96.2,7.0,6355648.64,14.0,1,Low Risk
VND00131,52,52.0,5.82,313193023.3,Vendor_0131,Packaging,Tier 3,59.2,4.0,3097398.1,7.69,1,Low Risk
VND00802,50,52.0,5.3,325540937.61,Vendor_0802,Chemicals,Tier 3,40.7,4.0,1276313.84,8.0,1,Low Risk
VND00862,53,52.0,6.66,386916131.09,Vendor_0862,Textiles,Tier 2,61.7,4.0,1170999.83,7.55,1,Low Risk
VND00688,55,51.92,4.77,375694317.36,Vendor_0688,Raw Material,Tier 3,49.6,3.0,2429398.21,5.45,1,Low Risk
VND00921,56,51.92,5.56,424536378.2,Vendor_0921,Chemicals,Tier 1,90.8,6.0,5607983.08,10.71,1,Low Risk
VND00309,57,51.85,5.13,383668764.99,Vendor_0309,Machinery,Tier 1,85.7,6.0,6169571.71,10.53,1,Low Risk
VND00542,55,51.85,6.26,350406084.27,Vendor_0542,IT Services,Tier 2,72.4,7.0,4014477.64,12.73,1,Low Risk
VND00794,58,51.79,5.34,335166838.79,Vendor_0794,IT Services,Tier 2,72.8,8.0,5118269.72,13.79,1,Low Risk
VND00555,60,51.72,7.14,357137624.69,Vendor_0555,Logistics,Tier 1,91.4,2.0,288387.05,3.33,1,Low Risk
VND00571,65,51.72,7.19,378647335.5,Vendor_0571,Chemicals,Tier 2,66.0,5.0,5573597.95,7.69,1,Low Risk
VND00245,60,51.67,4.97,334020401.01,Vendor_0245,Logistics,Tier 3,31.1,3.0,2211199.38,5.0,1,Low Risk
VND00440,65,51.67,5.22,370400803.5,Vendor_0440,Textiles,Tier 3,35.7,5.0,4170604.91,7.69,1,Low Risk
VND00219,35,51.52,7.24,235443576.77,Vendor_0219,IT Services,Tier 2,75.5,3.0,987801.57,8.57,1,Low Risk
VND00413,35,51.52,4.82,188722992.32,Vendor_0413,Logistics,Tier 1,96.5,5.0,3285236.5,14.29,1,Low Risk
VND00941,33,51.52,6.12,189056367.64,Vendor_0941,Packaging,Tier 3,49.2,3.0,602862.24,9.09,1,Low Risk
VND00305,44,51.22,5.1,257569630.42,Vendor_0305,Textiles,Tier 1,80.8,8.0,2909147.22,18.18,1,Low Risk
VND00606,43,51.22,3.78,264912078.21,Vendor_0606,Raw Material,Tier 2,62.3,5.0,3330495.69,11.63,1,Low Risk
VND00696,48,51.22,6.49,278391240.52,Vendor_0696,Textiles,Tier 2,72.7,5.0,5870291.59,10.42,1,Low Risk
VND00904,44,51.22,5.9,279183566.05,Vendor_0904,Logistics,Tier 2,70.8,7.0,4673699.95,15.91,1,Low Risk
VND00617,47,51.16,5.26,280378000.29,Vendor_0617,Electronics,Tier 3,34.3,3.0,1153841.63,6.38,1,Low Risk
VND00690,46,51.16,6.28,328485282.1,Vendor_0690,Raw Material,Tier 3,43.1,2.0,1970807.9,4.35,1,Low Risk
VND00876,47,51.16,6.56,263090133.26,Vendor_0876,Logistics,Tier 3,40.9,1.0,1469138.64,2.13,1,Low Risk
VND00012,47,51.11,6.33,247352616.18,Vendor_0012,Electronics,Tier 1,97.9,5.0,3193299.03,10.64,1,Low Risk
VND00634,48,51.11,5.56,328097116.05,Vendor_0634,Textiles,Tier 2,67.2,6.0,6033387.1,12.5,1,Low Risk
VND00105,53,50.98,7.71,313859628.98,Vendor_0105,Logistics,Unclassified,,5.0,3282828.14,9.43,1,Low Risk
VND00157,53,50.98,4.16,363685669.18,Vendor_0157,Machinery,Tier 2,77.0,12.0,6166607.84,22.64,1,Low Risk
VND00669,53,50.98,6.06,309886708.5,Vendor_0669,Unknown,Tier 3,43.1,1.0,760623.56,1.89,1,Low Risk
VND00838,54,50.98,5.67,250858434.79,Vendor_0838,IT Services,Tier 3,55.4,4.0,3922806.58,7.41,1,Low Risk
VND00573,57,50.94,5.75,436656818.91,Vendor_0573,Chemicals,Tier 3,57.8,4.0,3250750.37,7.02,1,Low Risk
VND00854,67,50.79,5.3,476814606.33,Vendor_0854,Machinery,Tier 1,92.9,8.0,3095709.98,11.94,1,Low Risk
VND00006,53,50.0,5.44,342909070.48,Vendor_0006,Electronics,Tier 3,40.9,3.0,2861714.75,5.66,1,Low Risk
VND00053,43,50.0,5.84,285997740.96,Vendor_0053,Packaging,Tier 1,95.8,5.0,1439129.02,11.63,1,Low Risk
VND00077,45,50.0,4.38,324622613.88,Vendor_0077,Packaging,Tier 1,84.0,7.0,5608718.22,15.56,1,Low Risk
VND00080,43,50.0,5.03,250605166.68,Vendor_0080,Logistics,Tier 3,38.1,4.0,2099717.04,9.3,1,Low Risk
VND00093,44,50.0,7.19,218702594.14,Vendor_0093,Logistics,Tier 1,83.3,4.0,1471084.82,9.09,1,Low Risk
VND00272,56,50.0,5.13,412185615.15,Vendor_0272,Chemicals,Tier 1,86.7,6.0,4473980.69,10.71,1,Low Risk
VND00371,50,50.0,4.5,253989697.45,Vendor_0371,Packaging,Tier 3,37.1,3.0,1765361.19,6.0,1,Low Risk
VND00384,62,50.0,6.62,461667199.26,Vendor_0384,Packaging,Tier 1,91.4,1.0,379167.69,1.61,1,Low Risk
VND00488,54,50.0,6.48,309208617.2,Vendor_0488,Logistics,Tier 3,49.7,1.0,2063729.76,1.85,1,Low Risk
VND00662,55,50.0,6.9,361371627.38,Vendor_0662,Electronics,Tier 1,99.1,3.0,1806819.36,5.45,1,Low Risk
VND00670,56,50.0,5.46,348777166.02,Vendor_0670,Machinery,Tier 3,50.0,3.0,148643.6,5.36,1,Low Risk
VND00732,49,50.0,6.4,333373894.26,Vendor_0732,IT Services,Tier 1,87.0,9.0,5531669.43,18.37,1,Low Risk
VND00750,45,50.0,3.32,223026322.97,Vendor_0750,Textiles,Tier 2,73.7,7.0,5312350.42,15.56,1,Low Risk
VND00844,40,50.0,6.34,252795576.5,Vendor_0844,Machinery,Tier 1,97.3,5.0,6605983.95,12.5,1,Low Risk
VND00958,58,50.0,5.28,313670511.87,Vendor_0958,Textiles,Tier 3,33.3,5.0,3053766.18,8.62,1,Low Risk
VND00186,58,49.12,5.82,375017337.55,Vendor_0186,Logistics,Tier 2,76.2,9.0,4982984.5,15.52,1,Low Risk
VND00438,51,49.02,6.65,282226785.15,Vendor_0438,Chemicals,Tier 1,87.5,2.0,897532.48,3.92,1,Low Risk
VND00608,52,49.02,5.59,344224887.46,Vendor_0608,IT Services,Tier 3,55.5,2.0,2031670.76,3.85,1,Low Risk
VND00152,52,48.98,5.16,314140102.13,Vendor_0152,Logistics,Tier 3,46.8,3.0,2539262.25,5.77,1,Low Risk
VND00419,53,48.98,7.12,275354107.32,Vendor_0419,Packaging,Tier 2,77.1,5.0,6218860.4,9.43,1,Low Risk
VND00425,50,48.98,3.49,325934868.8,Vendor_0425,Textiles,Tier 3,34.0,4.0,2349124.29,8.0,1,Low Risk
VND00562,52,48.94,5.7,338615309.05,Vendor_0562,Raw Material,Tier 3,44.9,5.0,4355328.15,9.62,1,Low Risk
VND00678,48,48.94,4.21,298129688.57,Vendor_0678,IT Services,Tier 3,57.8,2.0,1863867.72,4.17,1,Low Risk
VND00752,49,48.89,6.02,311776970.68,Vendor_0752,IT Services,Tier 1,95.8,6.0,5985443.28,12.24,1,Low Risk
VND00040,47,48.84,6.14,340742669.57,Vendor_0040,Unknown,Tier 2,60.8,6.0,3270112.64,12.77,1,Low Risk
VND00064,45,48.84,3.53,272855156.95,Vendor_0064,IT Services,Tier 3,55.0,4.0,5606607.5,8.89,1,Low Risk
VND00259,45,48.78,6.54,231900337.43,Vendor_0259,IT Services,Tier 2,69.9,5.0,5448613.22,11.11,1,Low Risk
VND00301,42,48.78,4.15,281708723.18,Vendor_0301,Logistics,Tier 3,33.6,3.0,2118337.08,7.14,1,Low Risk
VND00733,41,48.65,6.24,267338952.69,Vendor_0733,IT Services,Tier 2,76.6,9.0,5883515.24,21.95,1,Low Risk
VND00850,38,48.48,3.79,276919705.39,Vendor_0850,IT Services,Tier 2,71.7,5.0,1250639.13,13.16,1,Low Risk
VND00249,62,48.28,3.72,367323687.88,Vendor_0249,Raw Material,Tier 1,97.5,6.0,4466927.7,9.68,1,Low Risk
VND00260,36,48.28,5.31,160930092.39,Vendor_0260,Textiles,Tier 3,36.8,2.0,806129.22,5.56,1,Low Risk
VND00303,60,48.28,4.74,387304893.98,Vendor_0303,Raw Material,Tier 2,67.8,6.0,7290688.71,10.0,1,Low Risk
VND00692,53,48.08,4.4,386100427.93,Vendor_0692,IT Services,Tier 3,59.8,4.0,3292527.21,7.55,1,Low Risk
VND00177,48,47.83,4.15,202062199.63,Vendor_0177,Textiles,Tier 2,78.4,8.0,5247398.32,16.67,1,Low Risk
VND00188,49,47.83,5.78,361386462.84,Vendor_0188,Raw Material,Tier 2,68.9,5.0,4329065.17,10.2,1,Low Risk
VND00691,45,47.73,4.66,305322732.26,Vendor_0691,Packaging,Tier 3,52.7,3.0,1431251.59,6.67,1,Low Risk
VND00793,46,47.73,7.36,304176263.3,Vendor_0793,Electronics,Tier 2,65.4,4.0,1965436.07,8.7,1,Low Risk
VND00357,46,47.62,5.12,272781177.68,Vendor_0357,IT Services,Tier 3,31.9,4.0,2573316.5,8.7,1,Low Risk
VND00574,43,47.62,5.83,301365478.69,Vendor_0574,Chemicals,Tier 2,73.5,5.0,3931572.98,11.63,1,Low Risk
VND00679,44,47.62,3.21,234225138.35,Vendor_0679,IT Services,Tier 1,97.9,7.0,5894233.4,15.91,1,Low Risk
VND00741,43,47.62,5.74,268020815.37,Vendor_0741,Unknown,Tier 2,62.4,10.0,6028128.96,23.26,1,Low Risk
